"sim","N","beta0","beta1","q","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-1",390,-2.245641,0.1549768,0.1,0.5,0.110396386604809,0.352542372881356,-2.24372342345273,0.00277069883761323,0.154939659327325,0.00530440417922062,-2.24290571240866,0.00344248756275626,0.0753160890457286,0.00473329223254615,-2.24883731385788,0.00903175831135985,0.152127156879618,0.0161102528521073,-2.24461715449016,0.00286154343475515,0.153282015305307,0.00566635195360824,0.494029555644053
"11422-2",390,-2.245641,0.1549768,0.1,0.5,0.109849366528379,0.321917808219178,-2.25366462909189,0.00280031764570697,0.168391349616653,0.00525129945682111,-2.25115699866579,0.00339649147026715,0.0846245162243039,0.00473959938699564,-2.2486917604399,0.00856203227356827,0.165268475605956,0.0176999713154698,-2.25321453321939,0.00288589383399643,0.167799245706276,0.00543479477549474,0.507116825602331
"11422-3",390,-2.245641,0.1549768,0.1,0.5,0.11049429252177,0.323843416370107,-2.24920714243613,0.00284367497443751,0.15715627973799,0.00509433370403332,-2.24855076513232,0.00345852949017067,0.0872918775416575,0.00473015010567951,-2.23876667490992,0.00910294758989926,0.145996621898583,0.0157080917388202,-2.24944491134164,0.00292390806795927,0.155829445119692,0.00543424582330194,0.552640487483353
"11422-4",390,-2.245641,0.1549768,0.1,0.5,0.110281006574971,0.344594594594595,-2.24462938292931,0.00276638057961983,0.155962955805259,0.00531752635445572,-2.24345004182054,0.00341469908727002,0.0755836856257826,0.00472938237847043,-2.23220580403538,0.00850732480526382,0.12546356077234,0.0179757279567135,-2.24379111020924,0.00278538939576227,0.155578604804817,0.00609611555430838,0.470616030011137
"11422-5",390,-2.245641,0.1549768,0.1,0.5,0.11082595245429,0.335766423357664,-2.24784463559978,0.00288051608073591,0.152983737398217,0.00501073637179223,-2.25065741841447,0.00354095929647109,0.0931920261272394,0.0047447958349959,-2.2591129818517,0.0102211200342154,0.144243977055122,0.0148976060988263,-2.25024551583604,0.00297961676740225,0.15236029902176,0.00493066899877393,0.588847030891766
"11422-6",390,-2.245641,0.1549768,0.1,0.5,0.110206313570762,0.30976430976431,-2.24333701111067,0.0027614186243322,0.1501271246792,0.00534632458075084,-2.24396085001093,0.00332390929079459,0.0795920436196508,0.00472944709815803,-2.23999262806627,0.00896689360138115,0.138851735737177,0.0161026593996775,-2.24350984564771,0.00282424644908948,0.150915059362523,0.0058069789179587,0.502247270555552
"11422-7",390,-2.245641,0.1549768,0.1,0.5,0.110618938513501,0.348122866894198,-2.24096094704193,0.00277655592543965,0.149399072008278,0.00526967125607058,-2.24090022431026,0.00343733842699996,0.0755481970817736,0.00472752761795437,-2.25098614060875,0.00917353797165309,0.17038471478729,0.0156278793539964,-2.24159895809583,0.00286168670194222,0.149858937134627,0.0058387028200697,0.494075828943335
"11422-8",390,-2.245641,0.1549768,0.1,0.5,0.110363469728472,0.359060402684564,-2.2408796321809,0.00275295099088612,0.14773753664685,0.0053610174915825,-2.24204941044064,0.00344083663161611,0.0732554045633675,0.00473229344303014,-2.24199466384222,0.00917430713695794,0.165799199353849,0.0155957118770791,-2.24022463606086,0.00277474555113538,0.150967826043519,0.0061687454573308,0.443787027019962
"11422-9",390,-2.245641,0.1549768,0.1,0.5,0.110016591148178,0.315614617940199,-2.24641446618044,0.00274640235268462,0.161756530148317,0.00540673732572097,-2.24753068978994,0.00332258835727578,0.0837449950749335,0.00473184580769992,-2.24396545680938,0.00882952561674301,0.160094442312087,0.0164612681677807,-2.24607966437898,0.00277346399067562,0.161767910193371,0.00587756489592603,0.479107963910108
"11422-10",390,-2.245641,0.1549768,0.1,0.5,0.109703041923995,0.346153846153846,-2.2516752043246,0.00282495935465847,0.148153593341699,0.00518929227110939,-2.25277389492614,0.00349428164880431,0.0806752594449509,0.00475467074911528,-2.27568785629244,0.00929759807089036,0.17020650627075,0.0158412748934843,-2.25157937080374,0.00289516550538958,0.146382273806068,0.00563861575743916,0.517910966100692
"11422-11",390,-2.245641,0.1549768,0.1,0.5,0.110471342029874,0.301369863013699,-2.2434007046769,0.00278487702772004,0.151813259708693,0.0052517682449716,-2.241110147937,0.0033267409589199,0.0783593969952046,0.00472230485492353,-2.25486747784453,0.00889600607502267,0.148238091157685,0.0166398501450572,-2.24437064697681,0.00287339212547568,0.149430355673908,0.0054820466808255,0.549474084140143
"11422-12",390,-2.245641,0.1549768,0.1,0.5,0.109802499574551,0.379084967320261,-2.24385933578684,0.00271954999159554,0.152161885929082,0.00552652494904867,-2.24454529474255,0.00345260866135088,0.0680271663380196,0.00474340131888054,-2.2611536419279,0.0086373906326798,0.165997599291368,0.0178534319081937,-2.24462142890732,0.00274465468544477,0.151994022599042,0.0067501687310321,0.429898529489612
"11422-13",390,-2.245641,0.1549768,0.1,0.5,0.110826573779253,0.350877192982456,-2.24243412931298,0.00281662130604333,0.149945417064752,0.005144505411637,-2.24460473301717,0.00350121406189122,0.0835240299784229,0.00473472587886757,-2.24553963599212,0.00883538139599414,0.128363311918987,0.0166644646842032,-2.24224904704911,0.00288447483664918,0.149280579003464,0.00544378429412467,0.512385870797472
"11422-14",390,-2.245641,0.1549768,0.1,0.5,0.110510538539911,0.384615384615385,-2.24361619525213,0.0028115069749903,0.145882177655396,0.00516779913413859,-2.24323844814606,0.00358330768955089,0.0728602522806382,0.00476043724429878,-2.25501343835398,0.00905505702277424,0.178824784021429,0.0160113061163142,-2.24294548005643,0.00290715335117686,0.144525991156279,0.00677706108788166,0.482657040618917
"11422-15",390,-2.245641,0.1549768,0.1,0.5,0.110994682319352,0.328621908127208,-2.24328974663841,0.00282753271085471,0.155191526937832,0.00510821147797253,-2.24501016874282,0.00345396768545501,0.0892339535501778,0.00472140273870539,-2.23973097620522,0.0086675134196271,0.123119289660565,0.0171982200606522,-2.24566481430814,0.00294262497651269,0.153318955989017,0.00537114885069563,0.570985037144214
"11422-16",390,-2.245641,0.1549768,0.1,0.5,0.109978061767184,0.364864864864865,-2.24813869421707,0.00276992294224563,0.158578935625246,0.00532473901289591,-2.24611312708245,0.00347268175884669,0.0730111450042865,0.00474354450541794,-2.25307726398211,0.0081997494420981,0.164688623318108,0.0213022049609842,-2.24625432026852,0.00283739307136546,0.16099111783188,0.00605083239349287,0.436304382455178
"11422-17",390,-2.245641,0.1549768,0.1,0.5,0.110136310561992,0.337931034482759,-2.24754662358478,0.00279850784439923,0.153090726429138,0.00522953390957401,-2.24625631929047,0.00343502589387395,0.077828998279445,0.0047347374492522,-2.25266791463616,0.00833072752328441,0.1406385821509,0.0199749530487178,-2.24735225287394,0.00290322194719282,0.152013332090293,0.00549855359951116,0.506540697055346
"11422-18",390,-2.245641,0.1549768,0.1,0.5,0.11058817033669,0.314685314685315,-2.24397247889269,0.00281592868104066,0.149272703853543,0.0051663502595891,-2.2434593155682,0.00339949176422847,0.0818860710044835,0.00472471538875848,-2.25701927777456,0.00907554100804928,0.148567016758754,0.0162072685607211,-2.24477809391986,0.00289809864729203,0.147304080389851,0.00545339849226097,0.554471706878734
