"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_srs","se_beta0_srs","beta1_srs","se_beta1_srs","beta0_bcc","se_beta0_bcc","beta1_bcc","se_beta1_bcc","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_resid","se_beta0_resid","beta1_resid","se_beta1_resid","ppv"
"11422-160",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.110964656021656,0.333333333333333,-2.24807028484037,0.0029561974399537,0.16277900412057,0.00529048896501397,-2.24794974502572,0.0029831049913246,0.163039672507416,0.00538521838381598,-2.24817080420857,0.00296238572893612,0.162595369259269,0.0051346016777178,-2.24829164575608,0.00302406744419141,0.16229308727838,0.00541162332137632,0.553398058252427
"11422-161",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111295713451798,0.290909090909091,-2.24508982212636,0.00296195763878865,0.155846142187199,0.00526628103882467,-2.24574988029831,0.00301667368890288,0.155281450107275,0.00519311173363365,-2.24543524278639,0.00298229052286562,0.155080120175824,0.00510858474998414,-2.24582580228729,0.00307707694177351,0.155051056604419,0.00531074257532736,0.58974358974359
"11422-162",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.1120505779899,0.362204724409449,-2.24605203279953,0.003084284545348,0.156781027694114,0.00487788058295767,-2.2450874495987,0.00307006712513277,0.156946455179004,0.00503214671750244,-2.24599052165233,0.0030807874223652,0.156289542138544,0.00498444589228834,-2.24562156563804,0.00317522300756474,0.15696838517611,0.00507381141561685,0.596491228070175
"11422-163",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111255138434492,0.310469314079422,-2.24344302788565,0.00293212245695857,0.154980703920581,0.00542472581246416,-2.24344358291902,0.00295169886583961,0.154930406430194,0.00541450338480685,-2.24349766853624,0.0029398231983796,0.154801289895122,0.00531503125695709,-2.24357468595912,0.00302081568475629,0.154497522446616,0.00554031016298079,0.5678391959799
"11422-164",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111201909694073,0.306818181818182,-2.24986440262086,0.00304497712436938,0.156172898083388,0.00491829074470009,-2.24930516839627,0.00311073890078911,0.157191342702393,0.00490179090857714,-2.25001865230163,0.00308260490094601,0.156482062735385,0.00485240495018041,-2.249594529411,0.00317752137478039,0.15677573190487,0.00500863260763698,0.608695652173913
"11422-165",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112630034088862,0.306451612903226,-2.2411750608683,0.00309436987916281,0.15748281950943,0.00485318731112978,-2.24124178763833,0.00310998875500081,0.157392835854221,0.0048709070071706,-2.2412361739612,0.00311947200935878,0.15737780435478,0.00490095560430452,-2.24099423509156,0.00326492784048029,0.157360990093707,0.00509536610457926,0.651376146788991
"11422-166",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111671893181887,0.298507462686567,-2.24424862707315,0.00300491756823142,0.158348500255839,0.00501445211786775,-2.24411622981631,0.00302252798614228,0.158427336113035,0.0050552400723527,-2.24484482532192,0.00299057577796993,0.156742514521233,0.00497722156780525,-2.24424967114126,0.00307851728136198,0.1581242521468,0.00507842154499936,0.603960396039604
"11422-167",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112075059533836,0.384313725490196,-2.24702623181091,0.00309096741498877,0.158396582101617,0.00484791271148661,-2.24625215290896,0.00315677485125336,0.158674612090595,0.00486821679369441,-2.24610889089956,0.00311441420848321,0.158281863692004,0.00494009659163983,-2.24684203270408,0.00322633034913672,0.158178079652385,0.00498016923278826,0.579399141630901
"11422-168",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112159946963326,0.30241935483871,-2.24399620696358,0.00322101025012946,0.144318245004005,0.00472815406437809,-2.24391900513086,0.00324822468051137,0.144211498083178,0.00488657235469183,-2.24415454600063,0.00323581020376693,0.143983286814746,0.00473583641323274,-2.24394432853106,0.00336901385494245,0.144031698011346,0.00490349516336998,0.654377880184332
"11422-169",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112267821470958,0.340080971659919,-2.24589186523464,0.0031146237127698,0.156189402820117,0.0046766923950296,-2.24556353918072,0.00318387938683795,0.155926401121876,0.00489252919441149,-2.24471644868472,0.00319250582261668,0.156491104921106,0.00492060676524713,-2.24530836633548,0.00328419994636618,0.15644522317092,0.00500742805465313,0.629955947136564
"11422-170",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111512325832509,0.323076923076923,-2.24994058254127,0.00303912442535666,0.157770985694069,0.00485090287635919,-2.24878314539966,0.00308180909803897,0.159073064524215,0.00498600544475997,-2.24938748191536,0.00306231729280896,0.15919148539151,0.00489546437143052,-2.24895851699555,0.00316378684147593,0.159470627787499,0.00505234978156158,0.607476635514019
"11422-171",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111430682824506,0.325757575757576,-2.24361382119054,0.0030028229996796,0.153874718445666,0.00504331889781845,-2.24432736488362,0.00302240615505701,0.15296770193108,0.00508568644773249,-2.24461129843864,0.0030054096727249,0.152843500870253,0.00497337611838075,-2.24412251161787,0.00308386140088496,0.15315200147215,0.00511188452528227,0.594339622641509
"11422-172",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111084811407284,0.323308270676692,-2.24968960471742,0.0030277766988616,0.160837342858084,0.00498526256351672,-2.24967850683769,0.00306102730199071,0.160768187203854,0.00498212066373662,-2.24979575241205,0.00305066752204657,0.160634427055265,0.00496728141833938,-2.24971119635605,0.00314089569930027,0.160542693732622,0.0050524237095529,0.59047619047619
"11422-173",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111279310817157,0.303030303030303,-2.24811071761278,0.00303887753859664,0.159589594838684,0.00487376910313886,-2.24783584707464,0.00305816168631786,0.16104553015181,0.00490435180099846,-2.24838648468604,0.00304436304210654,0.160208652446864,0.00478707564290114,-2.24778347146701,0.00311896720234174,0.160958987644092,0.00492747326508505,0.611650485436893
"11422-174",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111444404227382,0.278195488721804,-2.24728035727532,0.0030656466561239,0.15503863255739,0.00497144991290158,-2.24696746650723,0.00309598605249741,0.155199972982744,0.00520947705740646,-2.24716545942402,0.0030360886124557,0.15504499185636,0.00512863793451967,-2.24704460645063,0.00319072649201024,0.154877952430184,0.00532761761412152,0.626262626262626
"11422-175",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111629620435654,0.2578125,-2.25325542187698,0.00312881843571021,0.162122729055822,0.00458773562547457,-2.25318964210086,0.00317650105545409,0.162137154442871,0.00460729588790759,-2.25314886024393,0.00315055815430325,0.161953416657867,0.00454774045492901,-2.25316926285558,0.00324111663884836,0.162084720382102,0.00458057090753026,0.67
"11422-176",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111468018935354,0.284644194756554,-2.24418028503624,0.00293353417309848,0.154425028491846,0.00545887089318971,-2.24373124498838,0.00298276736661909,0.155204184362201,0.00573280605818665,-2.24414162348297,0.00295889540333389,0.154789856457034,0.00551635846420698,-2.24452657222743,0.00305860244533822,0.154490392873303,0.00583530670757344,0.618090452261307
"11422-177",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111669469008846,0.32183908045977,-2.24674744606035,0.00307898237283856,0.149983331961633,0.00491391487431889,-2.24644730399981,0.00312668661948975,0.150493161560075,0.00504924282202465,-2.24636285777565,0.00305448618445852,0.150562377100656,0.00499864344068563,-2.24656874857128,0.00318085859034097,0.150189136470915,0.00504859211635678,0.605633802816901
"11422-178",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112233316848923,0.301204819277108,-2.24641193826739,0.00314678545706449,0.154640417955341,0.00482746124411298,-2.24631409252625,0.00318655960437295,0.154490257043171,0.00482959763323341,-2.24646340190848,0.00315771600898468,0.153739557753121,0.00480362095632915,-2.24645882929708,0.00329959585069617,0.154353122219328,0.00503387749384565,0.652777777777778
"11422-179",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.11207698656919,0.282868525896414,-2.24690184942777,0.00313872325857246,0.158354302375397,0.00466004609354872,-2.2464781585963,0.0031567435036883,0.158656572333754,0.00477116014959759,-2.24676112838402,0.00312400960363794,0.158304572068065,0.00472638939470013,-2.24648350902603,0.00323415697352563,0.158551730581717,0.00476048208016268,0.661904761904762
"11422-180",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111726587560831,0.261363636363636,-2.24485192373678,0.0029687092244741,0.160048821359119,0.00502411123728265,-2.24445674229796,0.00299349956278806,0.160316817756018,0.00528139461894459,-2.24479234020431,0.00299468270553151,0.159602103431741,0.00512677924472085,-2.2444485771395,0.00305125599551393,0.160162393495823,0.00533115735096934,0.646153846153846
"11422-181",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.11163195483965,0.360294117647059,-2.24169175245773,0.0029297748246848,0.15284894823719,0.0054254633154217,-2.24184864917054,0.00302068681143998,0.15270935620861,0.00557816849308014,-2.24238617655663,0.00298987520874203,0.152213060911537,0.00540824294279562,-2.2424283371088,0.0030925836306731,0.151863991790834,0.00570189223174211,0.546296296296296
"11422-182",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111420026787607,0.276119402985075,-2.24624122363857,0.00303224252196818,0.155072410830548,0.00475836007231355,-2.24578165172685,0.00308643821763378,0.156945871340114,0.00484011377040136,-2.24545964421239,0.00305837059802352,0.15667018218215,0.00482649647756887,-2.24588197594128,0.003126472608142,0.156526972482433,0.00486829992701724,0.622448979591837
"11422-183",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111453437453357,0.31203007518797,-2.24471486837969,0.00306539981345388,0.147258562369665,0.00504694937708509,-2.24536461442526,0.00308220010543346,0.146100619692037,0.00486655769243393,-2.24438742410445,0.00310992293833173,0.147792735318671,0.00500732123150759,-2.24476586642306,0.00316036757648763,0.146973168765103,0.00503984650782557,0.599033816425121
"11422-184",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112244249445589,0.303501945525292,-2.24341181126972,0.00305518540033282,0.157032822775596,0.00494163699632005,-2.24318147709266,0.00311386802570573,0.157546738656466,0.00499309500934178,-2.24291015618093,0.00306905435146896,0.157887066259011,0.00493275368827883,-2.24309483605756,0.0031902782902864,0.157492395620366,0.00507933878910744,0.630331753554502
"11422-185",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111671926135907,0.320754716981132,-2.24298404791884,0.00303032233427838,0.151365560660816,0.00503220405206062,-2.24345570585213,0.00311846883746872,0.150907109003593,0.00505971641998766,-2.24317401748103,0.00309544013302541,0.151357117415264,0.00502177175783094,-2.24342187357199,0.00318822803183562,0.150843818263266,0.00509583575406376,0.595238095238095
"11422-186",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.110844803277903,0.317164179104478,-2.25257731955335,0.00302321202482373,0.156305179410258,0.00497393126536046,-2.25300290408205,0.00305978438308553,0.155880806329006,0.00503762294368339,-2.25322987165842,0.00305561075664585,0.155792643631269,0.00495175532795142,-2.25294049017357,0.0031215940394887,0.155818722514287,0.00509074222533458,0.589371980676328
"11422-187",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111107943378484,0.302158273381295,-2.246045616431,0.00288552525834347,0.15086874989145,0.00536858153700218,-2.24484790204012,0.00294746880087553,0.153645260574831,0.0056961801463818,-2.24497611277162,0.00291617645666928,0.153535657693218,0.00550183339075037,-2.24500958510125,0.00301139176079215,0.153185385700123,0.00575935995348928,0.571428571428571
"11422-188",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112035036706043,0.299212598425197,-2.24267762798266,0.00306232279100067,0.151438586385281,0.00514350005770978,-2.24243856594585,0.00307954353665018,0.151659890612705,0.00519753340246962,-2.24295844794025,0.0030507415586303,0.150865540763182,0.00514379675167208,-2.2425473098539,0.00318892468255605,0.151347966393536,0.00529642348954144,0.641509433962264
"11422-189",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112250865010953,0.257936507936508,-2.24673642423447,0.00309489207677173,0.16522691632875,0.00478550608049574,-2.24567681570905,0.00309441656484396,0.166456730858175,0.00496788078195403,-2.24624249760476,0.00305048321443371,0.165471437107321,0.00496795095826104,-2.24583828956741,0.00315703103258331,0.166121134761301,0.00495868603445376,0.679802955665025
"11422-190",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112042988875839,0.252873563218391,-2.24694846158727,0.00314799258069435,0.158637207402541,0.00496439973713244,-2.24676679356858,0.00315836171165178,0.15877601843966,0.00495131855464152,-2.24606896822695,0.00310117126202837,0.158782019802572,0.00488965105213692,-2.24701443383298,0.00324827364400624,0.15830048054718,0.00506542277167105,0.661538461538462
"11422-191",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.11278607193777,0.292,-2.23917366966505,0.00316436766648457,0.155147909659199,0.00466763652930574,-2.23913853667655,0.00316845882427727,0.155244144897936,0.00461656256206428,-2.23920581815383,0.0031222323200517,0.155251851885479,0.00461881046405036,-2.23905357080583,0.00326398267223811,0.155086785148138,0.00469320839067157,0.657276995305164
"11422-192",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112095614911655,0.33984375,-2.24806710177188,0.0030704747761506,0.159507545828295,0.0050026516187369,-2.24773610826504,0.0030996550455807,0.159698953369244,0.00513956333233004,-2.2478339597665,0.0031316528367195,0.159519522045387,0.00513417682590376,-2.24794269121285,0.00317147551749927,0.159274611556214,0.00520081486460699,0.606334841628959
"11422-193",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111554880580673,0.330798479087452,-2.24747615382937,0.00305531363476548,0.15703617995781,0.00492901146484167,-2.24765007762194,0.00308363867092964,0.155694943909263,0.004924519149374,-2.24701636338142,0.00310925474033698,0.156555278116458,0.00486132138938836,-2.24716763102495,0.00316871142442255,0.157220601296276,0.00504919132002137,0.593457943925234
"11422-194",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112216596582395,0.367588932806324,-2.24021454209173,0.00312659878672039,0.144980177985899,0.0048983734737622,-2.24049923055667,0.00316469409006679,0.145761787325817,0.00500307986046715,-2.24100449179734,0.00314177086459543,0.145064415865872,0.00493192039228072,-2.24054281487128,0.00326264618912503,0.145467105454882,0.00504867690343683,0.595652173913043
"11422-195",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111961103555212,0.268482490272374,-2.24190962771185,0.00300762831385864,0.148357486163054,0.00524697867547448,-2.24223202891543,0.00306644049037432,0.147889973907699,0.00525558738885043,-2.24238661980883,0.00301634876474426,0.147620562957718,0.00515983524405771,-2.24215178262064,0.00314656234653086,0.147743605505902,0.00543740449231558,0.658415841584158
"11422-196",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111558965059036,0.285171102661597,-2.24531107102313,0.0030083018179565,0.156475981821131,0.00489900604305494,-2.24533186877104,0.00305768793238394,0.156359083299327,0.00499230967703545,-2.24537114152235,0.00302732889025987,0.156421842556705,0.00494265348721194,-2.24532529218431,0.00310949345846803,0.156259118335379,0.00501490910619101,0.628712871287129
"11422-197",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111890682559349,0.316602316602317,-2.24388151171099,0.00305867599590289,0.153794504624531,0.00490901171989663,-2.24464675828901,0.00311712012440744,0.153042663112462,0.00487189196696528,-2.2441424425472,0.00305836136360808,0.154264847199968,0.00494556768660396,-2.2443076088939,0.00322827015065134,0.153807350166237,0.00502432767932864,0.615023474178404
"11422-198",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.11223475735025,0.352941176470588,-2.24011481560409,0.00302068328073508,0.15375642940147,0.00516352746056623,-2.24014062067617,0.00304573261530209,0.153578200612009,0.00517385083534047,-2.23970180067055,0.00301252863580948,0.154191959428863,0.00513915638068183,-2.23974088268595,0.00313216845736569,0.154113459268805,0.00528256080131994,0.6
"11422-199",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111044934365345,0.320284697508897,-2.24496172931624,0.00294373843769538,0.149746895288013,0.00519307118966784,-2.24344200675017,0.00301851595742093,0.150814271488603,0.00545683426129952,-2.24468571328744,0.00297145597567344,0.150257729374498,0.00526044033055483,-2.24447537249654,0.0030888735158098,0.150327925299453,0.0055083634628884,0.547738693467337
"11422-200",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.110964841957278,0.338289962825279,-2.25523041309818,0.00303005201413935,0.169793451673234,0.00492427321408372,-2.25514399343099,0.00306747693399569,0.17058845986455,0.00488751616520564,-2.25558002896376,0.00305189878684933,0.169823193957904,0.00491743363250591,-2.25533266599197,0.00311461761631017,0.170532081306777,0.00501576114923956,0.570754716981132
"11422-201",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111826256929602,0.305555555555556,-2.24643536226032,0.0031745661198755,0.148170304394978,0.00489067286345074,-2.24641844812607,0.00320950394741719,0.148197441946254,0.00489664568645949,-2.24615063755108,0.00322768428859206,0.148416463951143,0.00496845207699242,-2.24634974848645,0.00336452945603037,0.148089081312891,0.00498774594465763,0.641860465116279
"11422-202",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111214582194866,0.279693486590038,-2.25160947142203,0.00303149701517842,0.158665743953482,0.00483478442569228,-2.25112120773936,0.00306988509578302,0.159462248019914,0.00500614533437789,-2.25109410401981,0.00307028375427916,0.159607715757197,0.00500479468612042,-2.25118254833192,0.00314827365263737,0.159203283841701,0.00502493293440773,0.638613861386139
"11422-203",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111454964865233,0.266409266409266,-2.24993172184261,0.00311326048019241,0.157628409349107,0.00491333253865228,-2.24978683728444,0.00309637003328788,0.157692794952251,0.0049887600981795,-2.24977649514414,0.00306452278524378,0.157776594797435,0.00493166585572306,-2.24981249430483,0.00318888070984243,0.157422074420247,0.005033554525013,0.655
"11422-204",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111563698177713,0.308270676691729,-2.24436254472202,0.0030868739770378,0.154261233130379,0.00521929668475163,-2.24417775921614,0.00304681669794687,0.154541883174344,0.00525372861656217,-2.24457625091824,0.00306717185479712,0.153990743095654,0.00504623209883312,-2.24423374560521,0.0031541453570752,0.154217356206248,0.00533970772719792,0.601941747572815
"11422-205",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112155417293445,0.281124497991968,-2.24302388604686,0.00317189518056065,0.145399192313225,0.00464250318655313,-2.24300703696701,0.00320467098158046,0.145402298629029,0.00464576803459788,-2.24298126689962,0.0032130328957354,0.14538600228334,0.00467366146809128,-2.24286056197222,0.00331148692642641,0.14530119229727,0.00475352428927945,0.66824644549763
"11422-206",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.110605465093,0.336917562724014,-2.24467743897693,0.00295695512461977,0.144717974133607,0.00574593230600648,-2.2443286573168,0.00296395164792187,0.144197510667001,0.0056077498467198,-2.24508453787016,0.00292798286996275,0.143354067858033,0.00566535903176574,-2.24480500704596,0.00306079183153444,0.144118616641211,0.00592699434237742,0.541463414634146
"11422-207",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.110777840192963,0.382456140350877,-2.24270329621573,0.00287242498961928,0.149289919245389,0.00565823640260929,-2.24182185055564,0.00291235625356615,0.151030985218575,0.00599417598834854,-2.24200925228952,0.00290031319645251,0.150692465832858,0.00588854987983334,-2.2420146975163,0.00295069592657571,0.150463514214904,0.00601902688747206,0.490654205607477
"11422-208",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111636797710743,0.326771653543307,-2.24830996941069,0.00319591337762601,0.15247823577236,0.00473151739274596,-2.24847165731327,0.00321000221641572,0.152292356288068,0.00468436630857954,-2.24843759065045,0.003182998182816,0.152407131510828,0.00467655381321916,-2.24834269090331,0.00329384557719453,0.152262338045681,0.00474461719711812,0.621004566210046
"11422-209",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112409709275458,0.31640625,-2.24097076402758,0.00310360761884847,0.149912985853965,0.00478064192304858,-2.24040259126598,0.00317182242670289,0.149740465900714,0.00496192530409808,-2.2409588667987,0.00314736636383143,0.149779793249777,0.0049374587911322,-2.24124529425691,0.00327003011362625,0.149368238262068,0.00498516696633485,0.623255813953488
"11422-210",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112580732417394,0.303643724696356,-2.24465524913053,0.00316792075759391,0.16088778110717,0.00454819032207895,-2.24491320764345,0.00325172919886917,0.16048381683422,0.00451529971370318,-2.24444673190706,0.00318355702356477,0.161045682248209,0.00450351107545071,-2.24486307631527,0.00330589119445548,0.1605777626267,0.00456857495843009,0.655963302752294
"11422-211",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111586849238624,0.319230769230769,-2.2482380364723,0.00314891039904712,0.153203806254302,0.00506667026143489,-2.24841370380503,0.00314369136525552,0.152964253560255,0.00505631762470461,-2.24829379422577,0.00310599066025635,0.153155317640044,0.00500547046963082,-2.24852574431141,0.00323159711321649,0.152781268518095,0.00512502026324974,0.610328638497653
"11422-212",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112231563436797,0.317460317460317,-2.24955030366568,0.00318934734666218,0.166500269289868,0.00471189316086453,-2.24963677584471,0.00319058812758388,0.166576627739481,0.00466339343094263,-2.24865990256585,0.00314190554291442,0.166370989869227,0.00467110169837445,-2.24941008038275,0.00324139052637793,0.166494540250199,0.00474150149276326,0.63302752293578
"11422-213",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112563513178259,0.333333333333333,-2.24371414863015,0.00310522233218238,0.159782643225376,0.00477236461884392,-2.24332598673824,0.00314312771562927,0.160045531037067,0.00488239405403729,-2.2435673035719,0.00311676961515044,0.1599074338568,0.00476900232870662,-2.24336334830635,0.00321759101569545,0.159905677908146,0.00487267268338724,0.629464285714286
"11422-214",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.110853768955613,0.256410256410256,-2.24710986907885,0.00293509300438927,0.149745887648386,0.0056132265291379,-2.24698041316383,0.00297857743781152,0.149375549813612,0.005622388046031,-2.24684003478917,0.00291592751232439,0.150141964803963,0.00557664988015066,-2.24695274683869,0.00304289916620123,0.14967704967949,0.00592105153580122,0.625668449197861
"11422-215",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111351536133113,0.288389513108614,-2.24664362823239,0.00303978536416305,0.155625082962707,0.00495912817652923,-2.24672692734291,0.00302945819260727,0.156366767554601,0.00500140052033631,-2.24672465404523,0.00303414451896865,0.15640023393582,0.00496114556395704,-2.24669412697443,0.00312190985233754,0.156265367368639,0.00500631447974802,0.615
"11422-216",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111330034164429,0.316176470588235,-2.24596738951373,0.00301537353798324,0.161606259973767,0.00494746976441354,-2.24567299219001,0.00302006679930819,0.161821666163075,0.00491752360511422,-2.24584722720263,0.00297674162890283,0.161801870874197,0.00496673232028166,-2.24578079117374,0.00307721137582898,0.161681598809909,0.00499652365464929,0.57843137254902
"11422-217",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111550701431602,0.285714285714286,-2.25044985054962,0.00313733290215178,0.160327583850423,0.00466902246737179,-2.25034103764903,0.00314971927800969,0.159371602879791,0.00467797838438063,-2.25077433693115,0.00315124589171232,0.160080103229853,0.00466654077847726,-2.25048116548992,0.00321107301310739,0.16036708972382,0.00472611733231405,0.639024390243902
"11422-218",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111831578758751,0.259541984732824,-2.2413765362351,0.0030845433170979,0.145876895520636,0.00535676502529748,-2.24142604656487,0.00308291535199142,0.145286529594448,0.00525395543817101,-2.241403967178,0.00302239012505185,0.14566280478037,0.00517914836590195,-2.24160201941082,0.00323135774119545,0.145237466530697,0.00551464397871331,0.653061224489796
"11422-219",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111562329422736,0.320610687022901,-2.24422357124062,0.00301393138198619,0.14921953900971,0.00501484953094738,-2.2438655198922,0.00305486974352139,0.149604670688117,0.00512699425264259,-2.24426951195978,0.00302334438307752,0.148780178490702,0.00505298010658172,-2.24354824190076,0.00312644828339629,0.149763748271108,0.00529704907229465,0.60377358490566
"11422-220",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111685926395041,0.372623574144487,-2.24259767313706,0.00302201109545765,0.150224986255198,0.00515774198492891,-2.24213511837904,0.00304005421382915,0.15115930627442,0.00517042237811208,-2.24278301422466,0.00301397303306817,0.149828473665768,0.0052156764700648,-2.24218573925691,0.00307538219322334,0.150750490772819,0.00538215146593618,0.564444444444444
"11422-221",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111557734658314,0.286821705426357,-2.24944041590429,0.00313398620521664,0.160184839805801,0.0046648267016735,-2.24919175260619,0.00312581264764602,0.160271772153989,0.00479860729473247,-2.24946439810113,0.00311557804794934,0.159915075644224,0.00475310201234069,-2.24960028030526,0.00320202569747408,0.15987556460384,0.00478899537589327,0.640776699029126
"11422-222",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112292532145767,0.28968253968254,-2.24445431389332,0.00310915347827781,0.157254396032759,0.00488167336425388,-2.24424927464944,0.00312600334460914,0.15722167917724,0.00506095988044436,-2.24420893975016,0.0030869995890869,0.157463483277902,0.00492812502295059,-2.24410607265012,0.00319940377046007,0.157264264235731,0.00512388508152655,0.654028436018957
"11422-223",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.112135413129672,0.350393700787402,-2.24697076876488,0.00310061619566936,0.159706278607527,0.00482259969015209,-2.24615442725359,0.00313875586536215,0.159736265435316,0.00500956040607127,-2.24669500230085,0.00315945492863504,0.159680025910358,0.00499399954472947,-2.24671324768346,0.00321844506861358,0.159520850436455,0.00502632343732008,0.604444444444444
"11422-224",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111704946041478,0.3125,-2.24690898160482,0.00309379197908015,0.152291142477582,0.00484159429855844,-2.24698857758406,0.00315406473265972,0.151956042985168,0.00490666849615072,-2.24709327528206,0.00309952940918683,0.15195046374067,0.0048339274714478,-2.24689867138519,0.00331634887479212,0.151855068466399,0.0050499686592081,0.626168224299065
"11422-225",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.110840274179321,0.292253521126761,-2.24410634314918,0.00294869945474118,0.148124715247241,0.0053574938630551,-2.24397383124602,0.00298370934802358,0.148418128693422,0.00539871865179578,-2.24378680726458,0.00298854975955956,0.148087165953637,0.00546060378539826,-2.24432583074754,0.00306607702521539,0.147890509021953,0.00554832280894867,0.560846560846561
"11422-226",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111562763787807,0.323308270676692,-2.2459798037473,0.00304248319662564,0.156151681616235,0.00474904238373385,-2.24603868410601,0.00311543591814749,0.155966743311576,0.00476689870850029,-2.24596238690305,0.00308796860105887,0.155990181858025,0.00478822162481081,-2.24588274046718,0.00320012645874674,0.155939484378075,0.00482918292885604,0.59047619047619
"11422-227",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111429646124591,0.275471698113208,-2.25235320236007,0.00310298356300239,0.16980187350908,0.00471915292216576,-2.2524017492193,0.00310571000760065,0.169697018639116,0.00471103205780925,-2.25241466158809,0.00309212926458758,0.169615679165281,0.00471862081562444,-2.25238106982398,0.00315892438904608,0.169599948960968,0.00472811318130899,0.631313131313131
"11422-228",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.111699773004222,0.285714285714286,-2.24297293016951,0.00298886425838444,0.157939449399508,0.00498320254422104,-2.24322757110763,0.00300594823604128,0.157827749102429,0.00501726442314987,-2.24322974468816,0.00298446397080342,0.157853036156755,0.00497468842636549,-2.24306534880979,0.00307469241274477,0.157890986409979,0.00506687892900787,0.62
"11422-229",390,-2.245641,0.1549768,-0.7,0.8,0.1,0.110844263894257,0.284132841328413,-2.24669537958083,0.00304874708382785,0.145272460200049,0.00515469973370549,-2.24690655917976,0.00299971409318136,0.145526092348167,0.00517906396935517,-2.24679684084475,0.00299546600821879,0.145446202416961,0.00510194511713536,-2.24713087809354,0.00311298736133503,0.145094480335977,0.00534831586226533,0.607142857142857
