"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle"
"11422-1",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.112091872428323,0.255378209576683,-2.24356988656552,0.00125382474225368,0.152083386503746,0.00203275228169888,-2.24282708896946,0.00145245731188976,0.103588317086925,0.00197961899266621,-2.24391012198897,0.0041125445496918,0.15298381463927,0.00628454856671316,-2.24336523297108,0.000783071755011131,0.152062171643965,0.000775934543697736
"11422-2",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.111534266528498,0.250670241286863,-2.24644258797497,0.00123336595402566,0.156320655600457,0.00206440788643394,-2.24734918730047,0.00142552827658745,0.10675702683873,0.00197947123871619,-2.24864710700891,0.0040576035411052,0.161706051384922,0.00632799182310619,-2.247058425022,0.000772362455999918,0.155337732921368,0.000765101645750933
"11422-3",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.111949640790414,0.232764505119454,-2.24425793011539,0.00124347871243117,0.155176082586121,0.00204515849283091,-2.24371907913568,0.00141923328697747,0.107543267649615,0.00197549160210011,-2.24834603650732,0.00385789827123085,0.155243877047335,0.00662462685383653,-2.24406227622692,0.000748760803336574,0.155789713223264,0.000741329007702477
"11422-4",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.111745816110952,0.248455730954015,-2.24574834571698,0.00124798589215436,0.152687581693676,0.00204394485382781,-2.246504797272,0.0014399428854021,0.106660080408921,0.00198000500977836,-2.24430149073532,0.00390015349587456,0.148887559725657,0.00654476691663176,-2.24599007494884,0.000757111881744858,0.152540705250262,0.000749594860198489
"11422-5",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.111560859849465,0.240079365079365,-2.24415172035317,0.00122430897873301,0.154674604877933,0.00207768362378969,-2.24308218104657,0.00140325434299113,0.101907276904723,0.00197836854678989,-2.24269141835771,0.00377425515861109,0.15591618611772,0.00678278287807065,-2.24387625484901,0.000735881837487073,0.154734123545116,0.000728166854515374
"11422-6",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.111761581414902,0.21447902571042,-2.24564467522634,0.00123924638863543,0.156859457461144,0.00205423375694116,-2.24631484366165,0.00139881026039356,0.112914067120378,0.00197669969560531,-2.24614583746791,0.00384047572025657,0.152674470383816,0.00664941640099575,-2.24604041107085,0.0007456513989166,0.156409091151494,0.000738054379474817
"11422-7",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.111814041910436,0.243466299862448,-2.24795723637962,0.00125032002629449,0.159701233468762,0.00203946564939231,-2.24694590745461,0.00143671587659543,0.109140529361719,0.00197853814874085,-2.24717344133387,0.00413410141732855,0.170093853447047,0.00625612228233144,-2.24723887941799,0.000783004746755722,0.160030075052246,0.000776095952563093
"11422-8",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.111506456677498,0.234228187919463,-2.24676434640877,0.00123501937583102,0.156052539016427,0.00206411266917328,-2.24670528940538,0.00141134394235326,0.107176886082988,0.00197939502509333,-2.24511707921864,0.00404136814730467,0.155359877769599,0.00634553562402675,-2.2464028206228,0.000769299490526598,0.156296636604915,0.000761999513289982
"11422-9",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.11152786593388,0.235177865612648,-2.24418914915735,0.00122131039953698,0.155062544034398,0.00208183214773626,-2.24388585531028,0.00139664621368666,0.103794757921759,0.00197813640696392,-2.24948069590889,0.00392292528130302,0.162842680317605,0.00649624029981906,-2.24427512992862,0.00075057939719488,0.154808420309047,0.000742877130979016
"11422-10",2200,-2.245641,0.1549768,-0.7,0.1,0.1,0.111836953293395,0.255060728744939,-2.24451477828132,0.00123641946613178,0.156487290069401,0.0020560893128298,-2.24598103943569,0.00143365482920411,0.108014483529188,0.00197828043511003,-2.24833377941571,0.00386590400973687,0.160238805891912,0.00658826386799972,-2.24549640737227,0.000749500198457704,0.155358370723585,0.000741960576055215
