"sim","N","beta0","beta1","beta2","q","eta1","eta0","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","mle_msg","sim_msg"
"seed1031-run1",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.538461538461538,0.111011230240789,0.523076923076923,-2.27170688511486,0.00356440101219955,0.164955748519545,0.00487904064907157,0.12797106352169,0.015806592202375,-2.27103112557866,0.00477076713857269,0.0830298132285799,0.00514321421623156,0.127501652921978,0.0158062339640275,-2.28723913629501,0.0136008716683235,0.171421901289782,0.0150644798494048,0.128248232533339,0.047364287242938,-2.26903189812831,0.00381076456961381,0.166441640860885,0.0178119900056662,0.113031301673297,0.00510596900725876,-0.158900189451184,0.170357479140436,0.558601821423939,0.943393225166911,"Converged",""
"seed1031-run2",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.461538461538462,0.111209068670868,0.5,-2.27772280355712,0.0036840570551168,0.180793840968759,0.00483705848147679,0.137827611283898,0.0182200548908025,-2.280838364157,0.00483637178026227,0.1005436696827,0.00511309052696803,0.140196873071455,0.0182319812132331,-2.26709610079293,0.0120711596472079,0.177947464298903,0.0147195010930195,0.0675941672708263,0.0607528278428068,-2.27856616150197,0.00390032131972976,0.180792899060638,0.0197701598283765,0.137268272945471,0.00492508156776799,0.0658910090387248,0.168796430711991,0.0797510775000449,1.03616312913419,"Converged",""
"seed1031-run3",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.512820512820513,0.111722681971155,0.510460251046025,-2.28107730542866,0.00357173527248434,0.177043625974942,0.00474513276554466,0.14943307939781,0.0152662694183167,-2.28334894176743,0.00484313354215458,0.102258703418555,0.00524113452679121,0.16615189778438,0.0152344410683032,-2.27896663103607,0.0120515327506669,0.174671921779867,0.0148040476764521,0.162574260228618,0.0379189014290539,-2.28170598330832,0.00383805760182152,0.177096653306839,0.0157871314040415,0.152993983257704,0.00484008591967785,0.156594343478593,0.16599343153874,0.580863905621547,0.953718105473633,"Converged",""
"seed1031-run4",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.461538461538462,0.111792393268107,0.552301255230126,-2.2835666364378,0.00358808193738465,0.178656876551283,0.00474332620147212,0.154880622215737,0.0133396322081793,-2.28605390131206,0.00506155804930817,0.102954846105198,0.00539983657812504,0.152824866120379,0.0132880968118772,-2.27393836618099,0.0119032483626687,0.142608957093088,0.0149076139342953,0.269779636960197,0.0588537053989406,-2.28268863150403,0.00385088177582923,0.180231346173829,0.0141436606166998,0.155963604064918,0.00484756584173602,0.0932012934143741,0.15724050988072,-0.0766214647674262,0.789928170086088,"Converged",""
"seed1031-run5",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.615384615384615,0.112300848580922,0.528138528138528,-2.27507788219997,0.00363582391772365,0.170446455248944,0.00470669926474648,0.131539919390828,0.0147272586369494,-2.27196318495977,0.00502622211085828,0.0946014407492258,0.00534368953385429,0.138690808701369,0.01476805821285,-2.29088889935745,0.012852652928002,0.184787414146002,0.0156458343484077,0.121954550599529,0.0368466153113812,-2.2770047074625,0.0039465722559491,0.169260598336662,0.0160959749052144,0.136952894150073,0.00477385813054569,0.312658057246156,0.160920795692608,0.119483284491838,0.894878662422342,"Converged",""
"seed1031-run6",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.487179487179487,0.110730573550967,0.607692307692308,-2.2816233440022,0.0035770454085258,0.176335558535292,0.00487197851593836,0.154677166304126,0.0164298422220534,-2.29125844565211,0.0053208632207556,0.090997486089419,0.00549984879306254,0.188024760231739,0.0164286671049426,-2.29431514186858,0.0129874290429247,0.174355630161618,0.0148244608310875,0.211876981419563,0.0508711273150198,-2.28252432549547,0.00390797261414413,0.175618228728584,0.0177816837087096,0.156557428684763,0.00498003685698503,-0.295490123067301,0.16674966649826,1.15172010962858,0.9673261141873,"Converged",""
"seed1031-run7",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.512820512820513,0.111774009504081,0.531120331950207,-2.28006557248679,0.00372517855238732,0.174207919077444,0.00476925690855632,0.152488995208236,0.0154155938216949,-2.27446510102168,0.00494115584352701,0.0959343277410916,0.0052860257097935,0.11529806462469,0.015328110845521,-2.29394839535857,0.0126377650637636,0.18959468549648,0.0153770464530658,0.161715843376844,0.0400848334786625,-2.27855762785449,0.00580935675639971,0.174145932607843,0.0370205446106557,0.14821202723439,0.00507123043608158,0.239358416597877,0.185302572216599,-1.00432264846996,1.25517440349755,"Converged",""
"seed1031-run8",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.641025641025641,0.112151495295351,0.573913043478261,-2.28353988406322,0.00358003764171707,0.18430919519959,0.00471379640814769,0.127836556223941,0.0139531477711917,-2.28949860978558,0.00517634800519032,0.108417801283298,0.00555649633380749,0.157006826057355,0.0139146654116084,-2.28627796733389,0.0134039292313087,0.187483387471476,0.0158542589328109,0.102163776142884,0.0284828682127037,-2.28524600898225,0.0038142303981257,0.183132112001637,0.0144027257683447,0.131002671057589,0.00474071583553205,0.153831499826044,0.153297342882802,0.773906981961239,0.763787480753461,"Converged",""
"seed1031-run9",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.358974358974359,0.111602264982935,0.556451612903226,-2.27192348644603,0.00361598716525435,0.172050226299877,0.00479174204443366,0.104505229978279,0.0147053311958976,-2.27003488920905,0.00499100226237347,0.0913062251206751,0.00533053851406334,0.086930990072436,0.0146757188901284,-2.26139004483893,0.0118083772309312,0.173862431450379,0.0152999891678949,0.0999031483349628,0.0520518021754496,-2.27006725219519,0.00376594599485574,0.172700363753214,0.0155971975237762,0.0964972759939433,0.00483010990604666,0.0303872442951191,0.158956912593709,-0.31581613316982,0.812173067210842,"Converged",""
"seed1031-run10",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.384615384615385,0.111592040497982,0.511627906976744,-2.27372532840066,0.00338381354792513,0.172369328470468,0.0048483689527163,0.151043518123301,0.013013418509886,-2.27493545954203,0.00469457017803548,0.084748428191702,0.00511999730231421,0.189374809592085,0.01310910750756,-2.28133121617592,0.0114307389319823,0.181191961628948,0.0150928760423636,0.0886377730112919,0.0501179235243632,-2.27366475444143,0.0036116875181613,0.172155290012181,0.0136076041105575,0.146076789531643,0.00491447861562114,-0.167346444224297,0.158357596751781,1.69446190230059,0.841941846949479,"Converged",""
