"sim","N","beta0","beta1","muU","sigmaU","q","access","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle","msg"
"11422-11",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121678951196737,0.369565217391304,-2.24839772055349,0.00704277566650565,0.159591734818628,0.00743272903833983,-2.23933017516991,0.00882471069672817,0.142949968060763,0.00912668072544587,-2.26771086729924,0.0171372502360856,0.186819954524398,0.018860951073084,-2.24416368792518,NA,0.156124616932073,NA,0.944622513504174,""
"11422-12",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121454110416345,0.340425531914894,-2.24260613920131,0.00694260168128639,0.151551447758329,0.00733992538546641,-2.24289215067238,0.00854607043162101,0.145582761005817,0.0088595516541304,-2.24651129666346,0.0180539405213771,0.162979031598932,0.01965262438521,-2.2401448396743,NA,0.14938914674294,NA,0.95124623060794,""
"11422-13",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121274645395929,0.39344262295082,-2.23878977537354,0.00608085180411035,0.151281207548995,0.00654678994482977,-2.23115256288707,0.00777721390897437,0.133373846190073,0.00812564296357062,-2.23752130943927,0.0150448190120053,0.157021496611491,0.0171033175272326,-2.23365426606683,0.014198228955156,0.147452159639854,0.0066605747025618,0.917594867529842,""
"11422-14",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120582715212316,0.318840579710145,-2.2467008540852,0.00573501336571078,0.157414535199055,0.00623982162994874,-2.24187974337857,0.00692925352970265,0.142643613514141,0.00732998858591807,-2.24390685645622,0.023742282583313,0.164869705505641,0.024870012452044,-2.24450168269391,0.0105543472389969,0.155705520149088,0.00492890357619394,0.930072839960534,""
"11422-15",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121065301824035,0.333333333333333,-2.23902791292395,0.00613254426103661,0.149128035933736,0.00659463443549783,-2.23722708763442,0.00750755635842168,0.139198597332932,0.00787106153947185,-2.21618639855162,0.0176666244572291,0.128272206694655,0.0193018597173244,-2.23454661215758,0.0129774405969497,0.146203314957654,0.00492209211986012,0.92718345810929,""
"11422-16",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121718130826245,0.34,-2.24105372855922,0.00671186209492513,0.153467396513295,0.00712373374598885,-2.23675074257978,0.00823554390417338,0.142027980284184,0.00856098591032993,-2.23754375246578,0.0211856794839814,0.14367178158523,0.0224988611221218,-2.23797095740028,NA,0.150498111729715,NA,0.948950739740025,""
"11422-17",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121931702917458,0.333333333333333,-2.24113936461761,0.00762958630865263,0.150976500200851,0.00798438169061869,-2.23856136101635,0.00933682706974925,0.143232125715493,0.0096200986134534,-2.24374459297111,0.0275658921717828,0.159848700941978,0.0285219817523119,-2.23780123666482,0.00909896983495568,0.149114078267271,0.00939421547857386,0.951934393053002,""
"11422-18",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120749514886107,0.25,-2.25080921710773,0.00638290474999557,0.157955348804302,0.00682376610567458,-2.25257634602309,0.00737510348510697,0.154028176753573,0.00774679735119483,-2.26605206577569,0.0277456812654982,0.17783063652834,0.0286990489708946,-2.25140203596552,0.00718573354010613,0.15971473754741,0.00757883475571755,0.952756224594646,""
"11422-19",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12129670811105,0.296296296296296,-2.243263335275,0.00648108299440229,0.153616387952894,0.00691246525035995,-2.24718729873878,0.00773730440476946,0.151438342238441,0.00808800648251148,-2.23810327944699,0.015817316603971,0.15516804005182,0.0177273002764836,-2.24220115172738,0.0178846440285258,0.152921485413288,0.00812803647983255,0.951088203274423,""
"11422-20",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121295578978779,0.25531914893617,-2.2559008442644,0.00697919539167328,0.164841925189159,0.00737380245918997,-2.25465743628762,0.0080805574177397,0.15834755320844,0.00841407805295243,-2.24374459297111,0.0274928699576995,0.154255415517396,0.0284580281090667,-2.25607991015321,0.00788330464207568,0.165338145618038,0.00823223839123699,0.964355693913227,""
"11422-21",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12149311331405,0.326086956521739,-2.25614506216199,0.00707053604317496,0.166479292217915,0.00745837721366105,-2.25443934372314,0.0086152475640635,0.158219058995547,0.00892510022683719,-2.25824577446467,0.019660821253034,0.171800000165149,0.0211007975278,-2.2520999601624,0.0171216875024018,0.163611137362656,0.0085748163837298,0.947699970439346,""
"11422-22",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121581578388098,0.369565217391304,-2.23754021391316,0.00700380167478008,0.146609855406494,0.00739598050692486,-2.24179807599951,0.00883296956978891,0.144756631872003,0.00913439344685786,-2.20242912744163,0.017694261196148,0.111930948236076,0.0193253635052208,-2.2363394477924,NA,0.146087249520175,NA,0.947195815654558,""
"11422-23",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121072998495483,0.377358490566038,-2.24699120118152,0.0065353863042763,0.155321659936787,0.00696306750776352,-2.23867439077672,0.00824421252702485,0.138225148673081,0.00857111328159497,-2.25345074004273,0.0240492859287535,0.165468162155872,0.0251771052658464,-2.2443627235477,0.0393940158382828,0.153338492644767,0.0143388893591001,0.937312544476968,""
"11422-24",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120490069563554,0.288135593220339,-2.25281615967236,0.00622078559512402,0.159117400049212,0.00667742259496425,-2.24955826283115,0.00736309794786894,0.148291623790402,0.00773686955906904,-2.23617453411056,0.0179779360018648,0.146004489637872,0.0196029302142876,-2.25409187869425,0.0338521466727117,0.16057949940665,0.0139788305958869,0.951108476666323,""
"11422-25",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120718131106522,0.35593220338983,-2.24784263168527,0.00621261638277207,0.155532179334773,0.00666962554450527,-2.24840960614628,0.00774333163339139,0.147523847809954,0.0080958646893482,-2.25404216680392,0.0239800558058384,0.166034627718354,0.0251079863710943,-2.24689609886564,0.0131262532286882,0.154861873274487,0.00669830310823666,0.937631515884114,""
"11422-26",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12119417820303,0.31578947368421,-2.25087224309718,0.00632847891259484,0.162711487920142,0.00677248394219894,-2.25567947813977,0.00767055024465007,0.160249286890417,0.00802473749934875,-2.27346004426018,0.0216219373250297,0.177146903928143,0.0229137281254286,-2.25110258149134,0.00966472996258596,0.162173353061243,0.00597890387777906,0.953861642822752,""
"11422-27",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121059984334448,0.338983050847458,-2.2469210216309,0.00621393568010997,0.157809869036092,0.00666850506394558,-2.24341085791643,0.0076329186621782,0.145627419935653,0.00798952247171893,-2.2516017533211,0.0180893622203256,0.179188360511434,0.0196647597791224,-2.24482557108831,NA,0.156123679823906,NA,0.938257014706581,""
"11422-28",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120805944092711,0.309090909090909,-2.251667948931,0.0064466493327565,0.159025693253814,0.00688262808596778,-2.24296650110252,0.00772598145173231,0.142384307160655,0.00807869364302386,-2.23699011808243,0.015063586817502,0.141554118326612,0.0171552199641736,-2.24957347124153,0.0143864350861825,0.157102701089631,0.0074626993613109,0.948616172328118,""
"11422-29",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120900687799075,0.234375,-2.24087437842543,0.00593181848386575,0.151473845295941,0.00641381098016771,-2.24247587635617,0.00678266082800856,0.147070307274317,0.00719217639750613,-2.24707951745307,0.0237155980446682,0.160016989884235,0.0248538692476383,-2.24190971044051,0.00661051324890102,0.153188194748835,0.00703800841466949,0.952583370621118,""
"11422-30",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121537909509275,0.326086956521739,-2.24402400292478,0.00702242898872984,0.153408015747789,0.00741354082925722,-2.24705825437419,0.00856957351301671,0.150711709993097,0.0088813862705649,-2.34489341956129,0.0501254707117085,0.254973262966124,0.0506323543983209,-2.24623136310675,0.00835098393364198,0.154614605761617,0.00866883902603213,0.966643759577227,""
"11422-31",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121972370354145,0.3,-2.25341164578617,0.00755712733845889,0.165162466326937,0.00791485179715201,-2.24614524788752,0.00900790924823611,0.152334491669998,0.00930175795666572,-2.25254537274438,0.018068681218902,0.154416098312233,0.0196925554902987,-2.25468602986464,NA,0.166127973700965,NA,0.969536815577207,""
"11422-32",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121164343041714,0.346153846153846,-2.23604130555871,0.00657538850978275,0.14335302259588,0.00699935436314857,-2.2341793852753,0.00812685676391255,0.134561643840557,0.00845860923910061,-2.23694366111738,0.016826328870499,0.127408208935215,0.0186232015776371,-2.23683911568502,0.015409776657079,0.144006579714967,0.00714412959107056,0.951282574107078,""
"11422-33",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120017385616605,0.290322580645161,-2.25264913626776,0.00606316595107243,0.155782315041734,0.00653585016731262,-2.2554786495032,0.00721349598147504,0.151348655033647,0.00759733944644743,-2.22604248611863,0.0211006132728743,0.122983189512228,0.022426827222268,-2.25465427350727,0.0102382960911217,0.157344040186235,0.00602783328284555,0.952941756937973,""
"11422-34",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.122320442077179,0.305555555555556,-2.25176265636074,0.0079664174390678,0.164795221148819,0.00830243912427042,-2.2519159973714,0.00955287731360925,0.160389694481325,0.00982773630352293,-2.25886874044699,0.0240423405838282,0.170015348384581,0.0251669318318483,-2.25349620358308,NA,0.166409090569541,NA,0.971623021407974,""
"11422-35",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120756065429691,0.35,-2.25976679022321,0.00617931622134587,0.170088513980318,0.00663813313662331,-2.25150932411664,0.00763002942975953,0.151616397546178,0.00798762891804962,-2.25818117616854,0.0213931267075069,0.162206556559162,0.0226991101757847,-2.25821475762723,0.0169329342739253,0.168602769506015,0.00998126516310108,0.938274754529567,""
"11422-36",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121051924386249,0.280701754385965,-2.23741661377735,0.00628160810930745,0.145906369600037,0.00673020518323239,-2.23560466648449,0.00740374973990985,0.137649906801872,0.0077730488604321,-2.23243948362728,0.0235833312519301,0.14477337086294,0.0247239960273025,-2.23816038432805,0.0879363322051193,0.146484023583237,0.0268145532785647,0.956154767664701,""
"11422-37",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120440017320885,0.375,-2.24724594512721,0.00595269534136156,0.154347672442146,0.00643464773339645,-2.24666661482539,0.00752581747244817,0.143848404326147,0.0078901086308545,-2.24405110168586,0.0159030910344463,0.150401781080495,0.0178321900516979,-2.24433968588753,0.0145313677164678,0.151933624159914,0.00556424561648652,0.92488203315273,""
"11422-38",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120829754733375,0.333333333333333,-2.24919808475091,0.00668585892745932,0.154774556779005,0.00710270105326471,-2.24921003025734,0.00818353347947869,0.147947299840733,0.00851364759220727,-2.25701044316497,0.0214422245945262,0.158923601850181,0.0227394400425303,-2.2472565611787,0.017366165657452,0.152651835440844,0.00944429571203946,0.951735639779381,""
"11422-39",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12018885775198,0.333333333333333,-2.24990380541246,0.00649871327754045,0.150785690884079,0.00693253421370399,-2.25460360767049,0.00797502734088843,0.148778153149542,0.0083168321967502,-2.27052199753325,0.0196646228032515,0.169440736313056,0.0211196829993474,-2.24994417194489,0.0134779445521766,0.150683706795115,0.00724168735541663,0.950199082730426,""
"11422-40",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121215576238051,0.310344827586207,-2.23160252208837,0.00620830359971921,0.141142330608481,0.00666291270446839,-2.23203735002995,0.00747769052192255,0.134822023971515,0.00784242686283716,-2.22008712471176,0.0192272132445093,0.118200475612703,0.0207158345453978,-2.23424888110956,0.0109046678074348,0.144167750780924,0.00533795220538627,0.948854070644062,""
"11422-41",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120496503027384,0.285714285714286,-2.24897408122897,0.00638772142514686,0.153453831520213,0.00682965634543873,-2.24678869868354,0.00754142475532638,0.14459151376492,0.00790488523558276,-2.2765289700015,0.0215465186487934,0.179724221487455,0.0228433719353695,-2.24775132776673,0.0148031975173716,0.152983607173984,0.00722410032626518,0.948155091353633,""
"11422-42",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121648552064069,0.28,-2.24902387763905,0.00675598323802886,0.161666662866697,0.00716466993357512,-2.2458055876718,0.00793975557954929,0.152302916990009,0.00827887181816515,-2.2453121184941,0.0180158243829261,0.155689723737368,0.0196267426972466,-2.2465753036173,0.0194739605134517,0.159684781638349,0.0102921604829582,0.955598010879406,""
"11422-43",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121483027602086,0.311111111111111,-2.25387645552248,0.00712723660187919,0.163444742831247,0.00751167400553509,-2.25381814836923,0.00858566673254794,0.157486922820831,0.00889685557181623,-2.28427522468261,0.0217083728595744,0.196475052599913,0.0229838253457794,-2.25366793098158,0.0358290243415713,0.163520356658398,0.0204133020320495,0.958952999732785,""
"11422-44",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121372734592529,0.36,-2.23794445534132,0.00671186119089168,0.146702367711467,0.00712478408266557,-2.24493855373353,0.00842062080251773,0.147357593933902,0.00873886437936161,-2.2470739932414,0.0275973656538812,0.152121587697499,0.0285634040070716,-2.24242877636762,0.0185893585542252,0.149752776979365,0.00958136834785089,0.963377362979495,""
"11422-45",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12073419100069,0.363636363636364,-2.24391944115361,0.00640867423774574,0.149506914841354,0.00684759484314104,-2.23836406306388,0.00800127750147522,0.135636143557968,0.00834012506682547,-2.27030215000814,0.0181249850860778,0.1699783542723,0.0197380652659762,-2.23917472577321,0.0105733163158695,0.146147906506308,0.00555960075616387,0.929499686221784,""
"11422-46",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121309999553496,0.339285714285714,-2.24549569612627,0.00636078652653569,0.157166235737138,0.00680233774892403,-2.2415598721813,0.00781226005163648,0.144986712361643,0.00815936025654131,-2.24262144647372,0.0179866585282251,0.146738014244826,0.0196164627423806,-2.2442628301549,0.014134683331781,0.15561694356595,0.00786832166472133,0.947028245401701,""
"11422-47",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121513352010006,0.340425531914894,-2.24874083207361,0.00695400564498172,0.15885601044319,0.00734929645801705,-2.25521737664342,0.00858914767602137,0.159245953868384,0.00889991582680336,-2.27002078371277,0.0182119446246734,0.190519162126932,0.0197928419407361,-2.25602721035233,NA,0.164362815851084,NA,0.971983316013723,""
