"sim","N","beta0","beta1","muU","sigmaU","q","access","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle","msg"
"11422-271",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.10921327068114,0.282850779510022,-2.24454033723896,0.00112314922462529,0.153852712333182,0.00246341528255986,-2.24427865254906,0.00132623845163197,0.0704724305951053,0.0020180407366933,-2.24478536439188,0.00349823449652832,0.140398564550499,0.0082789352458737,-2.24450715386875,0.00114257240499375,0.154130075794209,0.00268808996303572,0.441513237913094,""
"11422-272",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109192886161459,0.293753517163759,-2.24594607635566,0.0011296720412939,0.15308539301211,0.00242391399029733,-2.24490954998259,0.00134366937866166,0.069104184303657,0.00201042532523374,-2.24597675271213,0.00354908954709456,0.153194888232332,0.007819489364303,-2.24560985081987,0.00115615819686352,0.15321354302056,0.00267000564387889,0.442431408845982,""
"11422-273",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.108805028200411,0.292054794520548,-2.24708878971979,0.00111581880479742,0.158732966059087,0.00253231790860089,-2.24728676686814,0.00132610669110934,0.069139208040717,0.00202354554061197,-2.24693410115786,0.00358142275094777,0.169236997088759,0.00757456025702146,-2.2468335316292,0.00113247100063243,0.159261076730434,0.00279722215241066,0.407879142499822,""
"11422-274",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109262781348541,0.275708727070595,-2.24349131290594,0.00112162503614393,0.151969721506445,0.00247138102247688,-2.24255093656403,0.00131735339958424,0.0685717019932454,0.0020221632586805,-2.23799756925136,0.00357844056237137,0.146742609161806,0.0075472619274148,-2.24354846620476,0.00114428231237854,0.152396991145934,0.00271529195429283,0.446608750867336,""
"11422-275",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109281483754509,0.305227655986509,-2.24535069446311,0.00112887485513287,0.154941361909731,0.00242575934916555,-2.24535635054477,0.00135433317369125,0.0706656766561774,0.00200625843836195,-2.24631725109865,0.00362192765995936,0.164172340851995,0.00735757290822221,-2.24610577614695,0.00115719037736774,0.154407625094149,0.00262202921827022,0.448938088045432,""
"11422-276",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.10919006798871,0.310016787912703,-2.24583008992638,0.00112661661802561,0.155873650480573,0.00244337463564851,-2.2442169480849,0.00135511386632914,0.066028430066654,0.00200728326933667,-2.24889233814465,0.00354518421280418,0.157110120781894,0.0079000825039795,-2.24574078613726,0.00115113817936922,0.155694480068076,0.00262791130393286,0.426318953784228,""
"11422-277",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109463074097021,0.288888888888889,-2.24587878314025,0.00113689854342162,0.156568187959674,0.00237639919028061,-2.2461224542349,0.00134854030733342,0.0767939918502974,0.00200599067816013,-2.24690166840504,0.00367756329085812,0.157811954984731,0.00712451364654436,-2.24583304268953,0.00116022316740767,0.156927723086168,0.00254362282184654,0.465812575696872,""
"11422-278",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109004049781846,0.305862831858407,-2.24616129084082,0.00112033340317343,0.156765425704704,0.0024905907903536,-2.24500677600234,0.00134427385557158,0.0654116369062449,0.00201295881352077,-2.24819660275903,0.00355772658447471,0.158263303900301,0.00781980092489654,-2.24582180818059,0.00114164396773683,0.158995026697234,0.00270343860254196,0.403938140699476,""
"11422-279",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109023058014716,0.28673637864612,-2.24564937797916,0.00111719328164781,0.158482473020402,0.00250981764550256,-2.24533071325994,0.00132273013449425,0.0694899060360736,0.00202189885378505,-2.25247502616324,0.00355491529839941,0.149467815559532,0.00794045210483793,-2.2458424626827,0.00113483430359628,0.159068446710404,0.00269250632138809,0.424736690063554,""
"11422-280",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109139897193697,0.292290626733222,-2.24559510546987,0.00112175916055002,0.158226114626279,0.00247767836722554,-2.24592592731065,0.00133373134314866,0.0717988701860848,0.00201616485070226,-2.2490910313845,0.00358826378076752,0.153361285929972,0.00762837518284212,-2.24619138070817,0.0011454974497004,0.156815696519324,0.00261801724121135,0.442504862935824,""
