"sim","N","beta0","beta1","q","avg_prev","fpr","ppv","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-1",2200,-2.245641,0.1549768,0.1,0.111101371973293,0.305591677503251,0.584805653710247,-2.24688357537789,0.00121509515943835,0.156103387404651,0.00210117670340938,-2.24688891679164,0.00145833920434224,0.094156818179925,0.00198834865566908,-2.24247096049709,0.00394822192607028,0.154323357716092,0.0064432914784675,-2.24704940658119,0.00125991867187366,0.154956903046793,0.00215297734132989,0.591480557339395
"11422-2",2200,-2.245641,0.1549768,0.1,0.110968538390287,0.284785435630689,0.601818181818182,-2.246431827902,0.00121506104873051,0.151052303009922,0.00210267200480357,-2.24744077691138,0.00143749793768911,0.0955837182812485,0.00198560870596172,-2.2445114284302,0.00378774129262742,0.144767225583407,0.00678266607157982,-2.24694196849506,0.001258086310695,0.150620949637713,0.0021456629887405,0.610514629381923
"11422-3",2200,-2.245641,0.1549768,0.1,0.111510273946093,0.289108910891089,0.609973285841496,-2.24406170859366,0.00122239486112285,0.153594722553948,0.00208084806589584,-2.24466339465883,0.00145028966420541,0.0975628453695884,0.0019832627386814,-2.24674928951433,0.0038685355638971,0.146690226503713,0.00661876909873919,-2.24456516825987,0.00126596011714742,0.152903776238169,0.00210944999231701,0.619185989925706
"11422-4",2200,-2.245641,0.1549768,0.1,0.111222461944014,0.294192724952138,0.578610603290676,-2.2433416695813,0.00120171261921502,0.154983675968158,0.00212278893587415,-2.24325930224932,0.00143009819091503,0.0924436031351296,0.0019828420993016,-2.23862104572135,0.00381835079646876,0.14927207976146,0.00663770909230154,-2.24311740036031,0.00123194993006779,0.155565669718779,0.00220864318794306,0.573529590902267
"11422-5",2200,-2.245641,0.1549768,0.1,0.110829476650527,0.28544061302682,0.586493987049029,-2.24601528564162,0.00120352591121432,0.152132441870881,0.00212609123184695,-2.24574484988596,0.0014232077306192,0.0915366780048838,0.00198504243370982,-2.24811006212134,0.00374565895973217,0.157170811855474,0.00689645688343966,-2.2460715685832,0.00124212265798068,0.152656549460187,0.00219372586323545,0.585194942473782
"11422-6",2200,-2.245641,0.1549768,0.1,0.111071628819685,0.293014230271669,0.590785907859079,-2.24601630272864,0.00121161708961837,0.154390372328297,0.00210804224621706,-2.24657608665886,0.00144117752034028,0.0951278056842841,0.00198581527304918,-2.24731019713299,0.00389405682477303,0.156733731664607,0.00655875520775254,-2.24648398925305,0.00125087802526556,0.153736249106282,0.0021595593572776,0.59940339002544
"11422-7",2200,-2.245641,0.1549768,0.1,0.111138236956652,0.287859007832898,0.602344454463481,-2.24853298317843,0.00121850733585884,0.160671529365628,0.00209363747066683,-2.24849431226643,0.00144355717352077,0.0998212351844119,0.00198504587260485,-2.23777767408465,0.00391144501204087,0.15851038881545,0.00644980254098875,-2.24897390377725,0.00125570890797275,0.160557550900303,0.00213397475874136,0.608210427234023
"11422-8",2200,-2.245641,0.1549768,0.1,0.111426916278424,0.285061969993477,0.604166666666667,-2.24476631054497,0.00121586370065662,0.157410835160226,0.00209267063617001,-2.24546957477794,0.00143852534234451,0.0993838626934094,0.00198201277769534,-2.25337102881457,0.00390377752201752,0.161614952666346,0.00655787110893954,-2.24507786810912,0.001254991987186,0.156636497852332,0.00213454839154517,0.611257995698069
"11422-9",2200,-2.245641,0.1549768,0.1,0.110784687373141,0.297656744775174,0.569202566452796,-2.24580929597897,0.00119857694276935,0.153145879838752,0.00213810651349475,-2.24576775947621,0.00143020354653307,0.089927541805064,0.00198642542674954,-2.24303211387784,0.0038821544660772,0.14936715277296,0.00654879751629959,-2.24589920751121,0.00123267994078813,0.1528792432465,0.00221847968008652,0.571271375667359
"11422-10",2200,-2.245641,0.1549768,0.1,0.111483654733409,0.296345514950166,0.609114811568799,-2.24687817463218,0.00122832470545191,0.158946592652564,0.00207331797863033,-2.24613084074609,0.00146360293466845,0.0983930361232665,0.00198641986798647,-2.24491522892664,0.0038494564384887,0.14926460977153,0.00663415176944992,-2.24711815946166,0.00127397003417322,0.158663253467895,0.00208616879403025,0.613134340759561
