"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-895",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112045896903197,0.217898832684825,-2.24505089168542,0.00297142948148647,0.156705056130891,0.00483758042808501,-2.2435571019059,0.00335844665823709,0.109828735498783,0.00469109855980462,-2.23876391580823,0.00970005211081065,0.160125109895206,0.0149156658289712,-2.24514055985748,0.00314555226843475,0.157016643665165,0.00458772243773182,0.703055792140658
"11422-896",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.110558223564217,0.237410071942446,-2.25131424105229,0.00286360130516578,0.161615249409451,0.00505147731125178,-2.25297459697111,0.00328299614578712,0.108049261661115,0.0047205661216625,-2.25138282106165,0.00831746219437132,0.137216134194165,0.0200241142785051,-2.25135648189666,0.00294666042787835,0.160876387775577,0.00523256184845996,0.632444275577809
"11422-897",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.11251310824764,0.224899598393574,-2.2410289116095,0.00301023128074764,0.148533765042761,0.00478267910849215,-2.23918566889635,0.00341563457965267,0.105020447077833,0.00468737918426553,-2.23070231712037,0.0103450680457588,0.142423402427513,0.0146608950446461,-2.24054480839456,0.00310546761428049,0.151331550112058,0.00468490567042512,0.695276748112501
"11422-898",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.110964578814935,0.186311787072243,-2.25375160191115,0.0029480950030393,0.160743737577564,0.00490089837823307,-2.25415590978331,0.00326854897311787,0.119389926370972,0.00471357272442486,-2.2465799160744,0.0101555478480934,0.142924392367075,0.0147831621530483,-2.25293657732627,0.00297117065788638,0.161760092646274,0.00489948224411908,0.705956568073098
"11422-899",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112108684659412,0.23828125,-2.2426703585008,0.00297358294467098,0.150728146784414,0.0048333690932107,-2.23965488299083,0.00340210723076888,0.100249987290251,0.00469444346696543,-2.23893013373203,0.0093153317633837,0.151287888563158,0.0153343841488233,-2.24240236747379,0.00309259073860269,0.15052290341583,0.0049673969039199,0.68481223240401
"11422-900",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111877474745512,0.250980392156863,-2.25005347644713,0.00298723038298439,0.163433332734962,0.00482478682570091,-2.24898163071252,0.00344975163184711,0.111636450720521,0.00470493751032325,-2.26058625666373,0.00940679135878575,0.172654737647981,0.015418864463595,-2.24951651072092,0.0031009155325783,0.163483701185023,0.00472557655604199,0.671603713180577
"11422-901",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112534030521501,0.236434108527132,-2.23586056029263,0.00294991567042528,0.144644029475265,0.00484134795977827,-2.23549405606112,0.00337552743864389,0.100388260849542,0.00468180909006558,-2.22842002072665,0.00861556792594082,0.12443118517564,0.0171721028828056,-2.23547256741763,0.00300727123433363,0.144782112424034,0.00543390402566068,0.678057055254552
"11422-902",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111309070374146,0.225925925925926,-2.24538734376769,0.00289837924395547,0.153872270082898,0.00496518843520772,-2.24304265684349,0.00328982853474039,0.099764682452658,0.00470790424728167,-2.25572996991111,0.00998302902556182,0.166670505292686,0.0148608052881663,-2.2453203696881,0.00298901044218627,0.152961476358756,0.00490095586340763,0.66630621247096
"11422-903",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112096284918289,0.328063241106719,-2.24601697265254,0.00299534022078943,0.156078094575566,0.00481079912632335,-2.24741237011635,0.00365528591576323,0.102450395529713,0.00476355892974403,-2.24025862427426,0.0093201856463674,0.15197138139572,0.0153280175036199,-2.24626098017783,0.00311971922549738,0.155547783025636,0.00493530198270649,0.627707407847135
"11422-904",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111809909155265,0.24031007751938,-2.24837729906435,0.0029670706969527,0.160925437767143,0.00484246909187593,-2.24571247841837,0.00339900092612389,0.107223171262669,0.00469519625781073,-2.23827511716647,0.010585120080964,0.153862144607339,0.014602699467895,-2.24778673880066,0.00300026239194413,0.163094149019365,0.00484642516887142,0.663466118440634
"11422-905",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.11180001506716,0.241379310344828,-2.24281488968655,0.0029422063884754,0.149128343266533,0.00487062014147707,-2.24294083170566,0.0033787433573068,0.102861567994353,0.00469263979729984,-2.24385650130941,0.00900937123082315,0.158997733624978,0.0160122502232851,-2.24234081573719,0.00306895440296019,0.149959686698508,0.00483545189769531,0.661386767507809
"11422-906",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112040771750379,0.222222222222222,-2.24293700010974,0.00294359539318667,0.155258533431032,0.00486505095243679,-2.23967859011168,0.00333153736615158,0.103253540998098,0.00468754838500006,-2.23996431676154,0.0101190881877072,0.130275235581637,0.014779903065392,-2.24324909367528,0.00305104419225968,0.155849091305182,0.00468597195037618,0.690992354792631
"11422-907",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.11182022618999,0.261363636363636,-2.24284122213579,0.00292787073682173,0.152844683180991,0.00489849341789512,-2.24410250252932,0.00340985173615596,0.103717279424616,0.0047010386954064,-2.2412337553267,0.00915429540278398,0.162074693824717,0.015658720742479,-2.24439787913469,0.00308365048730894,0.152825601142706,0.0049535743324343,0.666177252942732
"11422-908",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111262992765412,0.265151515151515,-2.2486070478364,0.00293616335674912,0.154864166042967,0.0049035753893935,-2.25027064503522,0.00342926467133457,0.10544578252051,0.0047115657946676,-2.25129660557025,0.00955680093927986,0.171015109438571,0.0151170583520812,-2.24897988736702,0.00304468324143199,0.155525223253305,0.00515491764546629,0.644710442819925
"11422-909",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.110657735184015,0.249084249084249,-2.24977619925013,0.00288882144092013,0.153012262597019,0.00500341891736805,-2.24941706575072,0.00333270279995179,0.0988005006754454,0.00471734717480443,-2.25636103070597,0.0092276660724537,0.166754497485687,0.0156959259761355,-2.25005062545583,0.00300670923988822,0.152196118415092,0.00515398278211317,0.640060873109327
"11422-910",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112333646150326,0.266666666666667,-2.24196451335867,0.00297650603931966,0.153204701880778,0.00482224820550328,-2.24115182133518,0.00347421146027585,0.102889343119957,0.00470329018618726,-2.24473681797782,0.00934660798984916,0.130111165424309,0.0155284972401096,-2.24205567877809,0.00305760481979887,0.151816678895793,0.00489515746168902,0.672453558903292
"11422-911",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111401184797192,0.28957528957529,-2.24979180376315,0.00296427973730633,0.156170394302117,0.00486464812278496,-2.24978802569181,0.00351787785866323,0.101997775247438,0.00472800588070296,-2.2588967031759,0.00874873053550157,0.178735497308552,0.0170250024244011,-2.25072055252749,0.00314824545162174,0.154924889446299,0.00496323549349295,0.652319143577018
"11422-912",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112133712862348,0.338645418326693,-2.24696471039702,0.00301079093922566,0.157222438255282,0.004799036647463,-2.24485517145267,0.00369865745897669,0.0969525115048281,0.00478220518408253,-2.24976766092675,0.00955418260105254,0.175080554367731,0.0151085631514298,-2.24716903546387,0.00325764751043082,0.157116822410023,0.0045972424738749,0.623072591112043
