"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-1",2200,-2.245641,0.1549768,-0.7,1,0.1,0.112032465099696,0.349063150589868,-2.24429994679542,0.00125400510966459,0.152625576880251,0.0020331135192988,-2.24439969847115,0.00155408597905284,0.0947715092610629,0.00201202679762031,-2.25468509010519,0.00402721818459007,0.166361315907296,0.00637928575854146,-2.24448579585363,0.00131031321739813,0.151614833053772,0.00204808107031006,0.607833102468968
"11422-2",2200,-2.245641,0.1549768,-0.7,1,0.1,0.111383920505385,0.341982701264138,-2.24669823656864,0.00122886534068573,0.15552424524768,0.00207304575513703,-2.24805893931668,0.00151600918293493,0.0948065186962166,0.00200129642201511,-2.25009809753263,0.0039108467118879,0.158954889340988,0.00652355598179867,-2.24705110057078,0.00127072608227156,0.155140225206793,0.00212064231907311,0.580958630348128
"11422-3",2200,-2.245641,0.1549768,-0.7,1,0.1,0.111404856773502,0.344064386317907,-2.24668522972014,0.0012336953171315,0.153623282762125,0.00206583433572582,-2.24607388044006,0.00152282639437318,0.0909097697335787,0.00200345976839582,-2.24687577100116,0.00408295830467194,0.16009356827634,0.00630035747032332,-2.24637614135554,0.00127760699975106,0.153579590447935,0.00210618456646081,0.576726513072038
"11422-4",2200,-2.245641,0.1549768,-0.7,1,0.1,0.111930353358369,0.344497607655502,-2.24495719523894,0.00124501010808403,0.156187428894069,0.00204462027307041,-2.24642787369084,0.00153844829817705,0.0982315722835597,0.00200642382440352,-2.24104894967403,0.0040485158107818,0.149156947004103,0.00634146504703639,-2.24508058373576,0.00129053328509829,0.155729479065825,0.00206725759968354,0.59719920275501
"11422-5",2200,-2.245641,0.1549768,-0.7,1,0.1,0.11166526168495,0.318548387096774,-2.24572756321585,0.00123428719611397,0.156815095394146,0.0020608640761069,-2.2452371835092,0.00149489638601535,0.0961543525432491,0.00199264288374699,-2.25064668297437,0.00396603593120097,0.166429452487744,0.00644349060960397,-2.24519344296868,0.0012744210953469,0.157507324105278,0.00209461967651423,0.591318757691448
"11422-6",2200,-2.245641,0.1549768,-0.7,1,0.1,0.111467368483677,0.338677354709419,-2.24630000393418,0.00123142864470323,0.155284788501746,0.00206935140591907,-2.24599845434131,0.00151395762691927,0.0925933269006088,0.00200056778115101,-2.24347117220201,0.0037841873593069,0.155371129379666,0.00675389119588341,-2.2458180830694,0.00127906874268517,0.156300303584017,0.00211169861478884,0.571380063013404
"11422-7",2200,-2.245641,0.1549768,-0.7,1,0.1,0.111514370105866,0.334235453315291,-2.24772861627226,0.00123999408531451,0.156539155209532,0.00205631521513293,-2.24793830821841,0.00151952647877832,0.0962746372043669,0.00200175282267845,-2.24764658300382,0.0038779784281151,0.155486296792164,0.00657809541713846,-2.24717249671613,0.00127938073586709,0.157442788286081,0.00209563285612094,0.583881978339455
"11422-8",2200,-2.245641,0.1549768,-0.7,1,0.1,0.111843019009115,0.331955922865014,-2.24562422171841,0.0012500796799336,0.153757464943054,0.00203998650487111,-2.24656375024202,0.00152991555457122,0.0979555641269187,0.00200358460603808,-2.24197460532707,0.00383209119454036,0.151087020830091,0.00664706264469356,-2.24473013516563,0.00128836083929514,0.154605798923103,0.00209364001129021,0.594383051811075
"11422-9",2200,-2.245641,0.1549768,-0.7,1,0.1,0.111435660038305,0.351225977468522,-2.24528059157832,0.00122575861433705,0.15401789308327,0.00207721662930741,-2.24455504741437,0.00152122217638495,0.088805012993543,0.00200296546622917,-2.24803605244923,0.00398501088796696,0.15397754234853,0.00641926919052139,-2.24496013992448,0.00127229794485738,0.154298765002199,0.00211412816465032,0.561199405766941
"11422-10",2200,-2.245641,0.1549768,-0.7,1,0.1,0.111372772340022,0.331778814123917,-2.24729919123476,0.001230723419427,0.15649995408287,0.00207285744015309,-2.24721421426097,0.00150541597981939,0.0941857630399368,0.00199879324244041,-2.24760840865091,0.00382004992556469,0.152128723058766,0.006717602952224,-2.24702419177332,0.00126482363338508,0.156675602570252,0.002128513065831,0.580070854867564
