"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle"
"11422-1",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.11203932780034,0.303261623872311,-2.24440011642946,0.00125386219699518,0.153062469954944,0.00203321735815061,-2.24478816158991,0.00150268387688372,0.100462419391975,0.00199290803762953,-2.24727588600006,0.00401493017856346,0.151451662461489,0.00639476170179827,-2.24480299010845,NA,0.152067702508888,NA
"11422-2",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111430732438573,0.298804780876494,-2.24564273310012,0.0012271209859133,0.154290676584608,0.00207503838710781,-2.2455256596486,0.00146560894094407,0.0961683126707567,0.00198684868737294,-2.24914587098656,0.00378497315932598,0.148368670221323,0.00681780158095551,-2.24562448608995,NA,0.153664326144138,NA
"11422-3",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111560452410771,0.295546558704453,-2.24641319627609,0.00123746792264411,0.154830813304515,0.00205851056803218,-2.24581788808721,0.00147380565463547,0.0978986607754729,0.00198768593437875,-2.247616388065,0.003986087773782,0.165966059009587,0.00639331797333018,-2.24650441998253,NA,0.154990461437474,NA
"11422-4",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111891664219162,0.294077134986226,-2.24614475985139,0.00124996150065498,0.156309653809755,0.00203922612875495,-2.2456224633964,0.00148738674673013,0.101320890111608,0.00198917486735851,-2.24635250457826,0.00405760371643644,0.162944604128995,0.00632575416037215,-2.24596453093361,NA,0.156264945564353,NA
"11422-5",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111673519849592,0.297515110812626,-2.24499288020144,0.00123377888205372,0.155137601943596,0.00206148242506052,-2.2445117502029,0.00147179456426249,0.0975334931113172,0.00198638807826403,-2.24261278411774,0.00380558305341271,0.151063737624334,0.00668924707401656,-2.24472107898655,NA,0.154596825108521,NA
"11422-6",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111265201719174,0.302124833997344,-2.24786369648285,0.00122865190200528,0.156486453647057,0.00207598002456525,-2.2483335636773,0.00147111114729918,0.098286613662076,0.00198944860364302,-2.24954680908243,0.00387244942618813,0.152279204313157,0.00661222975293545,-2.24892633151385,NA,0.155232246052283,NA
"11422-7",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111493669024764,0.306756756756757,-2.24709964818916,0.0012390010026456,0.154735882135834,0.00205846121327642,-2.24790099953708,0.00148876417415729,0.0991421090775876,0.00199244394781372,-2.24720792243145,0.00383869265102877,0.153046494794881,0.00665283383080998,-2.24696832828711,NA,0.155087029917298,NA
"11422-8",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111563630281701,0.304993252361673,-2.24505822352017,0.00123684023398792,0.151254838796255,0.00205983427408937,-2.24406370061064,0.00148322034364871,0.0936874586431391,0.0019903249155465,-2.24560102741423,0.00401150452718466,0.152888661084411,0.00638414640613889,-2.24461245347098,NA,0.151656899313239,NA
"11422-9",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111484055623366,0.305630026809651,-2.24632658933894,0.00123329366492339,0.154732875374383,0.00206554887848219,-2.24735907712788,0.00148063629476961,0.098822172418453,0.00199009398571173,-2.24466972881805,0.00385761057544103,0.148004560888689,0.00660862014050914,-2.24689373610958,NA,0.154736758334715,NA
"11422-10",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111523729483431,0.331772575250836,-2.24552324694531,0.00123167802269241,0.154060271045055,0.00206779396034551,-2.24521727978083,0.00150647125193865,0.0927339257874246,0.00199762822595891,-2.24482687904547,0.00388549381714658,0.148334310333918,0.00655812191261574,-2.24523411173518,NA,0.154121828935127,NA
