"sim","N","beta0","beta1","beta2","q","eta1","eta0","eta2","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","eta2_mle","se_eta2_mle","mle_msg","sim_msg"
"seed1031-run1",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.65,0.11468704179856,0.505263157894737,-2.2801746670778,0.00388970217234379,0.180428440317682,0.00467952766895627,0.147369039907078,0.0153409381171452,-2.23704481277483,0.00467649947365647,0.068650893858161,0.00504398762407514,0.19823407672164,0.0153764378996152,-2.28370050106644,0.0130921993418324,0.176798684330793,0.0157102096468942,0.198294928253881,0.0554328373161726,-2.27943116078416,0.0042223153251688,0.181891347110734,0.0192943829248895,0.128870624194495,0.00478889465924977,-1.33816604380546,0.24612313115091,1.70486695583271,0.256782849851339,1.85722684071385,0.846854848233339,"Converged",""
"seed1031-run2",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.7,0.115502196225106,0.444444444444444,-2.2799433188596,0.00428969299997773,0.171152545461097,0.00476913693817884,0.160637498313109,0.0177764356950487,-2.23448417007623,0.00482925338000691,0.0816139389717723,0.00510168121997146,0.167200741714718,0.0178414040719883,-2.27884827052548,0.0127116761433844,0.182972925718,0.0150870176616663,0.165260709888942,0.0673024767295672,-2.27830346750273,0.00478388115192568,0.170178411977567,0.0204428652703421,0.158839206388293,0.00486405705180794,-1.12060196792672,0.250029186577957,2.06497258010328,0.262897194868684,0.197049064368813,0.947783368216276,"Converged",""
"seed1031-run3",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.9,0.116809887148309,0.482517482517482,-2.27901925265478,0.00440460299614582,0.171079591520295,0.00489092069822318,0.167865708884771,0.0144366500296548,-2.21310528628071,0.00482336913845332,0.0629951931869714,0.00514197188049846,0.172681231512046,0.0144097533714338,-2.2766650071865,0.0147695785937194,0.181070313252501,0.0160014809530359,0.138465983701548,0.0352745160314056,-2.27970849673805,0.00498385832787843,0.170801011585356,0.0161095943665592,0.1677285613501,0.00499382840572491,-0.662742758448713,0.235076272802124,1.77273559095406,0.255899910275334,0.252067664620922,0.773761343083526,"Converged",""
"seed1031-run4",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.65,0.116039875037676,0.512345679012346,-2.2803272576809,0.0041027179077098,0.18269218090045,0.0047692498141199,0.125723646002741,0.0135883327341943,-2.2368299914712,0.00492677721067872,0.0869271946796055,0.00532014435097994,0.147795327343153,0.0134928698647547,-2.28052556130387,0.0124963246553683,0.167991140134565,0.014825552156693,0.112845529403807,0.0534776227844864,-2.28106600737887,0.00444172070729864,0.183042920132659,0.014570630519657,0.13242498384269,0.00482635925045021,-1.21589580242313,0.254257660948596,2.04316614151449,0.272075803834189,0.485643088864125,0.718977441701729,"Converged",""
"seed1031-run5",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.8,0.115605685481511,0.503067484662577,-2.28332132085497,0.00426150853684856,0.179424509518404,0.00476788844820115,0.143085352552027,0.01656057969834,-2.23225453352793,0.00508476897957368,0.072257313688971,0.00519293624075944,0.190682893451513,0.0166869416293011,-2.25875565750179,0.0154777096988756,0.170515760606551,0.0153596008343059,0.0707214955208643,0.0581322367114387,-2.28372293705115,0.00475201708464081,0.179576401637492,0.0183920852647619,0.144626868527977,0.00486079468694717,-0.983168009096242,0.249872266764288,1.67564524867389,0.253939679454924,1.28103088944861,0.862454504551497,"Converged",""
"seed1031-run6",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.8,0.116120571009058,0.524390243902439,-2.27096377119066,0.00430901030366348,0.167990374762406,0.00477044415446941,0.135529605146927,0.0143445435993629,-2.21261351553344,0.00484189696522432,0.066749971834475,0.00513714743681606,0.094019540426125,0.0143787688622553,-2.25180180645643,0.0125895651278526,0.144047227135126,0.0149592925776314,0.13687774835984,0.0333297550452069,-2.27153783204948,0.00473496515195817,0.168250684623129,0.0152438289345983,0.142811212781345,0.00488381743167504,-0.634275089956924,0.230621848815764,1.61927680077924,0.250622061886695,-1.47895014878351,0.754085349038892,"Converged",""
"seed1031-run7",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.75,0.115094787811407,0.462857142857143,-2.28124534603388,0.00413654605761483,0.180991556944036,0.00472099471011814,0.135264889996959,0.0155631888524817,-2.24167139167908,0.00489798637758134,0.0911809674592199,0.0051822861068698,0.128219952388602,0.0156415900393793,-2.27579332204777,0.013264544428756,0.181714163559968,0.0148655801116749,0.160469442134399,0.0435310670540248,-2.28264401064591,0.00462742721444917,0.18016835308872,0.0176212625614563,0.147158455962913,0.00473673437182927,-1.41403377048125,0.27031430417186,2.37694310605312,0.286563172468581,-0.582789364577777,0.860987756193511,"Converged",""
"seed1031-run8",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.65,0.11599799724404,0.462962962962963,-2.28176135761595,0.00405385355660197,0.17999462537948,0.00478603870394514,0.159625793072255,0.0143007994458147,-2.24627532949233,0.00483659217345167,0.0937889805060142,0.00525201475330644,0.206286079235469,0.0142080942746958,-2.30080845012438,0.0112884194368785,0.218127466764243,0.0154155484816272,0.113351263147381,0.0399960257194834,-2.2844810874061,0.00457372255454158,0.180672014511273,0.0155141528383567,0.163407788151035,0.00491179106041301,-1.54625281900118,0.281782098103745,2.44957115175627,0.28976595161276,1.71575271432975,1.0014911348214,"Converged",""
"seed1031-run9",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.75,0.1165509458174,0.460526315789474,-2.28100951231108,0.00425707140083704,0.177431225325585,0.00482950467613747,0.161396431392352,0.0148342968528953,-2.22890807873917,0.00478070884239425,0.0793688342886156,0.00515674551600361,0.185243517805191,0.0148391616386032,-2.28323301312844,0.0126217086460719,0.185937753597106,0.0148317504344975,0.15492564400654,0.0459749020188168,-2.27975841526862,0.00464010697117035,0.176356593167598,0.0168121536886377,0.159918001665024,0.004900963424133,-1.0258395115991,0.241847162559839,1.98827705154807,0.259191283917287,0.766368980674044,0.833239767873754,"Converged",""
"seed1031-run10",390,-2.2778541,0.1764544,0.1413503,0.1,1.9459098603872,-1.098612,0.3364722,0.7,0.6,0.115705951021685,0.475,-2.27700571257268,0.00434457551943676,0.170506115617229,0.00479030847270982,0.143674162026857,0.0165011346887394,-2.224266473349,0.00511129801664798,0.0724807698689272,0.00527958146261214,0.130266637845389,0.0165884081387516,-2.27022300810275,0.0117445741926976,0.177667067671729,0.0149399515212857,0.134839143281518,0.0337022261844086,-2.27312495839289,0.0047215826511124,0.169404801839098,0.0183193394895972,0.128286820078064,0.00478205789484319,-1.22024357054553,0.269851144393482,2.11933846196242,0.275194897371745,0.234511462775318,0.879403019562468,"Converged",""
