"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_srs","se_beta0_srs","beta1_srs","se_beta1_srs","beta0_bcc","se_beta0_bcc","beta1_bcc","se_beta1_bcc","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_resid","se_beta0_resid","beta1_resid","se_beta1_resid","ppv"
"11422-13",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111370444728452,0.3,-2.24741125035727,0.00127206478538582,0.15612940571636,0.00210891637064071,-2.2471571904072,0.00127717807341257,0.156264546953879,0.00210611343210687,-2.24722720803929,0.00127598688305662,0.155755171295867,0.00209676184858369,-2.2473753275795,0.00128536629255522,0.155907322074301,0.00211545067835096,0.613656006914434
"11422-14",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111647692688834,0.310783657066309,-2.2439609370867,0.00127089252882114,0.154515420259375,0.00213706677176458,-2.24425951447996,0.00127126643924423,0.154052868411133,0.00214244236289408,-2.2438150267982,0.00126662086113505,0.154543608079217,0.00214315114036262,-2.24413855930923,0.00128384319184021,0.154243199636618,0.00215720464462149,0.603757472245944
"11422-15",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111297179256856,0.2895263509006,-2.24677283111688,0.0012708796855562,0.151377117744194,0.00211576650474659,-2.2467495286526,0.00127691792880434,0.151160796610722,0.0021176572710748,-2.24664082834756,0.00127546789731583,0.151202742714187,0.0021166469542824,-2.24672955523193,0.00128777683491639,0.151127124624563,0.00212978816288649,0.617621145374449
"11422-16",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111849624160563,0.293080054274084,-2.24414188448873,0.0012833194742645,0.153502755256256,0.0020795828397155,-2.24435880780475,0.00128345692318825,0.152900878746751,0.00207926441772411,-2.24466437748989,0.00128579941461516,0.153044209706076,0.00206770331512147,-2.24439726750948,0.00129501198233611,0.153352117633914,0.0020800731977761,0.626943005181347
"11422-17",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.11162713190584,0.307430129516019,-2.2476529216086,0.00128773020026843,0.156248688611422,0.00206024139794663,-2.24772545991183,0.00129189146033842,0.156199023001559,0.0020610178168663,-2.24763860904229,0.0012863991179837,0.15608393909866,0.00206082092891611,-2.24770400023202,0.00129804468258762,0.156090253908039,0.00206832677792719,0.619087837837838
"11422-18",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111274910799097,0.299667774086379,-2.24709485458375,0.00126951425215947,0.154302233041494,0.00211141850143128,-2.24717397467438,0.00127603353382667,0.154208691922232,0.00210861096273556,-2.2472603853019,0.00127350729436934,0.153935995739947,0.00210678093733429,-2.2471275532632,0.00128401524672973,0.154075279385078,0.00212226507203493,0.606457242582897
"11422-19",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111760057887923,0.302054794520548,-2.24736701048918,0.00129217235914082,0.157222087311713,0.0020624353128032,-2.2473573448275,0.00129190252271135,0.157374347851468,0.00206261357863454,-2.2473058116612,0.00129126076683951,0.157473210365509,0.00206164088539122,-2.24727801915694,0.00130092243148886,0.157521333290314,0.00206898736855342,0.626587637595258
"11422-20",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111795455941842,0.287774725274725,-2.24562645335882,0.00128817550798551,0.153105894294606,0.00204962597646844,-2.24563796355515,0.00129226048309698,0.152934872249948,0.00205127487944711,-2.24534525640282,0.00128942878203697,0.153408784773306,0.00205695406651311,-2.2453713013809,0.00130052891436241,0.153336199092779,0.00206019264010142,0.639724849527085
"11422-21",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111985216290942,0.292615596963423,-2.24471766928812,0.00128937977011186,0.155456233841706,0.00205302718257655,-2.24459772222201,0.00128980114505021,0.155763108071457,0.00206155334201952,-2.24475542218717,0.00128723798386623,0.155570077871835,0.0020577102355522,-2.24469731587076,0.00130091015796213,0.155661525200814,0.00206446212638297,0.639148936170213
"11422-22",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111641535714382,0.311231393775372,-2.24674326111015,0.00127911007359783,0.156806489278821,0.00207573832566029,-2.24688120331802,0.00128600776431927,0.156565344122051,0.00207178646476819,-2.24673969932707,0.0012802093267994,0.156660932608551,0.00206712937508281,-2.24675882476477,0.00129397007184093,0.156596892214448,0.00207809154193537,0.61082910321489
"11422-23",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111793417385257,0.287858117326057,-2.24585956181844,0.00128723613502507,0.155536071976019,0.00206103355322022,-2.24554726625769,0.00128846659289274,0.155661448608726,0.0020682843651749,-2.24569819518252,0.00128435060662186,0.155789242248373,0.00206125834033091,-2.24574490778195,0.00129634280800955,0.155724604579802,0.00206934163230094,0.634948096885813
"11422-24",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111999680713687,0.284827586206897,-2.24481946611143,0.00129662370640635,0.153869923121126,0.0020435032910037,-2.24459298466702,0.00130000643439401,0.1541317896002,0.00204060955297211,-2.24431101557023,0.0012946583321466,0.154331612291977,0.00204714657874431,-2.24457833788739,0.00130928320596214,0.154002582596737,0.00204873057538021,0.644883920894239
"11422-25",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111711092275736,0.322471147318398,-2.24615788415561,0.0012932391320372,0.154185654518856,0.00206047827146338,-2.24687010757152,0.00130131542795817,0.153699730891015,0.00205742620630541,-2.24643611198035,0.00129612420331199,0.154206883985083,0.00205868343690636,-2.24667698731853,0.00131137628968155,0.154041612766998,0.0020698047791414,0.604825291181364
"11422-26",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111916140740973,0.284626038781163,-2.24538413295993,0.00128303648635433,0.155728106348754,0.00207035814966813,-2.24527697142153,0.00129000040420578,0.155786904394295,0.00207279345393937,-2.24538293844927,0.00128618291615137,0.155504537203323,0.00207498485097113,-2.24519661365765,0.00129790365765279,0.155683862015677,0.00208128476442285,0.647814910025707
"11422-27",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111724141428805,0.277929155313351,-2.2453890246433,0.00128864554745798,0.151299998475388,0.00207731373940437,-2.24533031255005,0.0012875893492346,0.151637804778631,0.00207072527520082,-2.24545818349809,0.00128665010778672,0.151522795413172,0.00206747479134571,-2.24545700571534,0.00129973072309973,0.151247597120068,0.00208372088020762,0.642105263157895
"11422-28",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111991281216997,0.315395095367847,-2.24464302984574,0.00128746046827489,0.157580199356191,0.0020608583926797,-2.24483459493104,0.00129385782763066,0.157477590990161,0.0020611376700759,-2.24491695922931,0.00128929864703029,0.157661136721478,0.0020553396727977,-2.24490163256687,0.00130301632262082,0.157596191332382,0.00206675722390791,0.61255230125523
"11422-29",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111657000337264,0.285040431266846,-2.24624545610947,0.00127540496343411,0.156212630729586,0.00208621553122698,-2.24625128673672,0.00127667699337909,0.156279437993733,0.00208998991278253,-2.2461403544958,0.00127345097029154,0.15624159625408,0.00208410696594415,-2.24622382773153,0.00128683458625391,0.156185587797565,0.00209630916290453,0.628621597892889
"11422-30",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111825580985858,0.292212267401792,-2.24544095968048,0.0012897391705444,0.152464185938693,0.00206097926313976,-2.2457189298952,0.00129564004552843,0.151997614355862,0.00205800281714502,-2.24558312725776,0.00129328301236677,0.152428503034982,0.00205551020339181,-2.24538229851229,0.00130493810786758,0.152399130329951,0.00207015954403523,0.638533674339301
"11422-31",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111493616731699,0.301397205588822,-2.24654169722712,0.0012683612136459,0.156693276319869,0.00210497149754481,-2.24665960227783,0.00127597308907556,0.156820647350317,0.00210115688675174,-2.24681652705847,0.00127842798987284,0.156526310235678,0.00209668985666723,-2.24665242542259,0.00128545649806942,0.15670899048787,0.00210517666790243,0.606086956521739
"11422-32",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111972046551139,0.291008922443377,-2.24382571828563,0.00128071040391137,0.155608009508807,0.0020664796325713,-2.24394939777103,0.00128405465005683,0.154966500712375,0.00206533566589793,-2.24361383882035,0.00128188510762806,0.155549161591274,0.00206829903082249,-2.24374546474157,0.00129407353108175,0.155634854978764,0.00207492915900307,0.636675235646958
"11422-33",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111778830014198,0.278195488721804,-2.24513250267171,0.00127300821785423,0.154924523993742,0.00207487359790385,-2.24530273736991,0.00128045235676308,0.154943614880345,0.00207852005468501,-2.24534017083183,0.00127949652086702,0.154906235635691,0.00207263852388813,-2.24519051544611,0.00128742763212013,0.154908426838902,0.00208575946175755,0.644230769230769
"11422-34",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111663424152987,0.303438975050573,-2.24567376396813,0.00127745591902033,0.155655760888346,0.0020851494370612,-2.24566455051995,0.00128051698752195,0.155452728353405,0.00208701085441592,-2.24546965333978,0.0012753224731579,0.155495470650401,0.00208678726503333,-2.24574355587441,0.00128815237428673,0.155472790501787,0.00209516393330066,0.61439588688946
"11422-35",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111660260661302,0.305650102110279,-2.24557495125877,0.00128293164212933,0.154376527719012,0.00207494676691594,-2.24566261760885,0.00128474460069377,0.154492862387378,0.0020766666230682,-2.24559998489098,0.0012838070353028,0.15440359047871,0.00207325867571415,-2.24557539929378,0.00129465586100321,0.154492199782678,0.00208151978061435,0.619491525423729
"11422-36",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.111382206191023,0.297548045062956,-2.24604275423996,0.00127319738651853,0.154938494745025,0.00210951886846017,-2.24591307974678,0.0012714228811513,0.154895653144933,0.00211919292637886,-2.24599348731872,0.00126842128658324,0.155109742351764,0.00211356251844826,-2.2461158453777,0.00128236755149598,0.154730625315503,0.00212348505609233,0.606140350877193
