"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle"
"11422-1",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.111404398866349,0.368217054263566,-2.24713468073,0.00296763246669263,0.147958841452198,0.0048632413831176,-2.24845822773614,0.00373394223237075,0.0909449643057627,0.00480630964477426,-2.24394810197556,0.00346319314767101,0.139056397966429,0.00556130082828277,-2.24779275468461,0.00292561689425847,0.147345809223423,0.00472156846336845
"11422-2",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.112650915441739,0.248979591836735,-2.24322446141488,0.00304148007200337,0.15307242920328,0.00475613593805851,-2.2432826192226,0.00350877035253396,0.110385806845438,0.00470608694698306,-2.24496843836268,0.00352217366821395,0.154303768643007,0.00547967534332476,-2.24368252562906,0.00298290595896277,0.152704400286362,0.00465958466333438
"11422-3",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.111543729096208,0.334615384615385,-2.24694712200749,0.00295516644341551,0.152788471737664,0.00486954627053017,-2.2451415315303,0.00361834551640785,0.0912625475691663,0.00475673362951119,-2.2471968968997,0.00344008313883564,0.151110733459019,0.00557981537075914,-2.24746985645206,0.00289241089894891,0.15263506215383,0.00471715505170131
"11422-4",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.112602548588546,0.230769230769231,-2.24439358406681,0.00302870324509809,0.157097554681042,0.00476644013178331,-2.2430302428971,0.00345073754023305,0.11225987671943,0.00469287173702268,-2.24183244990717,0.00352219549095006,0.153286194005727,0.00546562894278827,-2.24503344445165,0.00299335952360721,0.156586350742432,0.00460262013425421
"11422-5",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.111914019647018,0.296153846153846,-2.24694313066917,0.0029566775359899,0.161798503502378,0.00485772236544378,-2.24702627184852,0.00352324510516419,0.10487272634446,0.0047222646120098,-2.2483629163369,0.00343405377878378,0.165900507258988,0.00557067041400642,-2.24676884333973,0.0028390083617753,0.161872383358495,0.0047481315237997
"11422-6",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.110803338879133,0.284671532846715,-2.24536481003916,0.00287774746043358,0.144974369939461,0.0050213473970856,-2.24395839879943,0.00340114270712695,0.0864052072422129,0.00472001968747615,-2.24645471793877,0.00339551078680311,0.148069787177924,0.00565244632969659,-2.24507924126255,0.00278363796967731,0.14463488711408,0.00496260191603859
"11422-7",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.111902947812217,0.30078125,-2.24318273730293,0.00297274204036313,0.147097832636267,0.0048398804814322,-2.24298041057431,0.00355379267512392,0.0955411509506875,0.00473101838002132,-2.2449849375231,0.0034445087175669,0.151252165713098,0.005566819669314,-2.24278862872867,0.00288142344832916,0.148258505795985,0.00478418228021115
"11422-8",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.111640223984193,0.323308270676692,-2.24506090698438,0.00291869028454445,0.156752399283635,0.00491330540146514,-2.24791879076431,0.00355374801067372,0.100551937417873,0.0047341283743019,-2.24486862435516,0.00335818148699293,0.156260909277575,0.00568497377633437,-2.24466826006089,0.00284275696991769,0.156865415036647,0.00482084615318924
"11422-9",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.112258816903874,0.291497975708502,-2.24844234803838,0.00303169432166312,0.159393017857841,0.00477397859597885,-2.24963873150374,0.00360407646406958,0.110696120023811,0.00474151075888069,-2.24767025022109,0.0034925123580895,0.161736696854586,0.00550646241359686,-2.24896766077282,0.00293644148511356,0.158491360666373,0.00456434347558887
"11422-10",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.111413254625543,0.298039215686275,-2.24929108343152,0.00298605820663592,0.150614661334145,0.00483781588749566,-2.24818550511691,0.00356178625764757,0.096995380047739,0.00473885531393243,-2.24790861813964,0.00343047487356872,0.152337948247986,0.00559329191076131,-2.24893901749797,0.00290889986586687,0.150720999159883,0.00470732721966539
"11422-11",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.111750845939502,0.285714285714286,-2.24579023425717,0.00295859167404038,0.153762017228832,0.0048591147225131,-2.2463305048074,0.00350091339085882,0.101916682005129,0.00471810670917722,-2.24668300707483,0.00343786632945856,0.148718217921098,0.00558528273362676,-2.24647299717419,0.00290902576451203,0.153689595274522,0.00467878654613851
"11422-12",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.11268050655549,0.25,-2.24281216713112,0.00299444058059291,0.160099598976347,0.00478863262022083,-2.24060235410966,0.00345332909114392,0.10854852349763,0.00469018419173563,-2.24063920437369,0.00344577631106923,0.154056970666759,0.00553527908680956,-2.2427076423978,0.00294337046530251,0.159931271256274,0.00460967672580793
"11422-13",390,-2.245641,0.1549768,-0.7,0.8,0.75,0.110455662342351,0.333333333333333,-2.24665161964283,0.00279356767359388,0.161453590890792,0.00522252720517766,-2.24773700043128,0.00342305109608982,0.0869831346675329,0.00472631721205836,-2.24647700158148,0.00319288353427705,0.157865217636085,0.00615131306124408,-2.24689254332573,0.00271861980725246,0.161038053932761,0.0052818532426317
