"sim","N","beta0","beta1","beta2","q","eta0","eta1","ppv","queried_ppv","queried_strat_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","eta0_gs","se_eta0_gs","eta1_gs","se_eta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","mle_msg","beta0_mle_strat","se_beta0_mle_strat","beta1_mle_strat","se_beta2_mle_strat","beta2_mle_strat","se_beta1_mle_strat","eta0_mle_strat","se_eta0_mle_strat","eta1_mle_strat","se_eta1_mle_strat","mle_strat_msg","sim_msg","sim_strat_msg"
"1031-1",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.64,0.564102564102564,0.361134943444092,0.474576271186441,-1.11015475681581,0.00204080240317774,0.180563810090672,0.00263215998481874,0.134663201114711,0.00869737204604904,0.24754696240691,0.162700589019655,0.61406820380505,0.919078037384476,-1.11034388582135,0.00266320141517946,0.10580007107299,0.0028645502580051,0.151666597843453,0.00873860555940491,-1.11488159904467,0.00646923570236025,0.18491490875899,0.00858219140443308,0.160454349947472,0.0332033049338706,-1.11015465230237,0.00279520995725169,0.180563668908012,0.0113827623826231,0.134664118804281,0.00251158644884284,0.247546018016404,0.164070188858447,0.61403249252889,0.926724249414707,"Converged",-1.11015465931326,0.00259849983795745,0.180563671431491,0.0108469598258351,0.134664135243112,0.00252264265104529,0.247546216109805,0.163887164582819,0.614031883461129,0.9261945344061,"Converged","",""
"1031-2",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.730769230769231,0.512820512820513,0.363509428756101,0.447488584474886,-1.10939243251161,0.00219686026283834,0.176971535963859,0.0026139723568175,0.142306094155151,0.0100715290076799,0.681236374264777,0.171144141099817,-1.15404945568232,1.04714755235916,-1.10466415616091,0.00274907811168061,0.113886515864651,0.00288442314012324,0.113513432199522,0.0100561989783934,-1.11285916440543,0.00690042611128251,0.184337308051592,0.00834941596476291,0.142006278416437,0.028460933163716,-1.10937087006296,0.00316988601764738,0.176968365359255,0.0116616743752468,0.142239870905808,0.00254049016599093,0.680504217482244,0.173032724425405,-1.1514822476339,1.04993143970181,"Converged",-1.10937087358048,0.00327570969872666,0.176968370382224,0.0120355760809239,0.142239872966605,0.00256420420526665,0.680504249183093,0.173047957225975,-1.15148225903746,1.04998945828312,"Converged","",""
"1031-3",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.67741935483871,0.487179487179487,0.363539341785259,0.511520737327189,-1.1143487126408,0.00208866566687077,0.181357491101375,0.00260515060640138,0.151714263951455,0.00834128924619034,0.356754391488299,0.152490790680074,0.820870040063591,0.887910605772754,-1.11453553937966,0.00286161852532025,0.111672070232405,0.00301554037139664,0.170855158738649,0.00828356200222777,-1.1195382935237,0.0069350120227264,0.178302380205543,0.00848705944637165,0.168641355633288,0.0422015756273169,-1.11434829036511,0.0027098415676382,0.181357245995072,0.00915912173482365,0.1517141728445,0.00251629159730632,0.35674573103539,0.153694772952334,0.820865021263113,0.89394490436039,"Converged",-1.11434825429873,0.00260041682419685,0.181357263150855,0.00892240063486265,0.15171406638597,0.00249085932722057,0.356744339754001,0.15376515183403,0.820868605427454,0.893947764617035,"Converged","",""
"1031-4",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.7,0.641025641025641,0.364977404548799,0.490654205607477,-1.11102561274763,0.00206311816678436,0.180725624119272,0.00259838216133608,0.139133901507519,0.00780214510250922,0.288069107182563,0.163158244328544,2.05616060392677,1.01259852972243,-1.11761319281559,0.00281013160832112,0.119017847138992,0.00298033538142472,0.179917682164672,0.00778196657606913,-1.11516429448858,0.00816476000050642,0.181080862228325,0.00849040093681775,0.145571449044651,0.0322495974424687,-1.111024157624,0.00300035477199546,0.180725157263815,0.00888865212894572,0.139131220363317,0.00254862245392146,0.288027211355599,0.164388797902374,2.05628192855646,1.01720991469939,"Converged",-1.11102417418126,0.00290684130057601,0.18072514900846,0.00872830320069361,0.139131295126402,0.00253340004058943,0.28802799585061,0.164334611829724,2.05627808643277,1.01714501714441,"Converged","",""
"1031-5",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.548387096774194,0.58974358974359,0.361123113189451,0.532467532467532,-1.10848511686287,0.00211209372641328,0.174632933945258,0.00262804904038491,0.130886493786098,0.00949913490368265,0.219655571074181,0.159397090147394,0.357989023771063,1.01592302419491,-1.10915713092053,0.00292007964773375,0.101993737334897,0.00300620603793295,0.138364794958953,0.0095588398315554,-1.11762959346882,0.00729778516779114,0.185429519149812,0.00840280581562255,0.152339766790045,0.0320559678291065,-1.10848526982828,0.00308346560700011,0.174632506729444,0.0112248028310873,0.130885979556751,0.00236991667001616,0.219665308031095,0.160173056426343,0.35801924163245,1.0176762128232,"Converged",-1.10848527208589,0.00299341094915846,0.174632565089432,0.0110316190693703,0.130886177730233,0.00237678756254794,0.21966478663208,0.160103165503652,0.358010037297508,1.01765714346779,"Converged","",""
"1031-6",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.625,0.641025641025641,0.362273242052398,0.425438596491228,-1.110117091988,0.00206733698608947,0.179987520334316,0.00261662137795084,0.136365744627386,0.00858781847067855,0.496899920539856,0.165730114674937,0.145640351960982,0.957856765151756,-1.11174463910712,0.00260304196638184,0.118143823946416,0.0028229827898047,0.139353391635926,0.00856105913561434,-1.11320711472952,0.00685951665746837,0.174132433864272,0.00838710777665191,0.136216033196492,0.0361871806601693,-1.11011709145365,0.00275481148530671,0.179987321032591,0.00956120013977993,0.136366576556379,0.00242241602520257,0.496904076724772,0.167074644412157,0.145601482019302,0.961744621040946,"Converged",-1.11011707709539,0.00265476455031468,0.179987310128874,0.0093666658911748,0.136366531041774,0.0023989961868691,0.496903718676133,0.167065412105377,0.145603424846721,0.961753393549794,"Converged","",""
"1031-7",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.541666666666667,0.615384615384615,0.36533343691866,0.555023923444976,-1.11115430279962,0.00215553086009081,0.178842420811067,0.00260132410973495,0.14284377083054,0.00847336843787953,0.496133580131566,0.150780642910629,-0.440831560409909,0.791788102424312,-1.1092469898571,0.0030082877851811,0.112483224070843,0.00314536275835003,0.12850136538315,0.00848618008459902,-1.11365474374377,0.00636953186249347,0.185445159636,0.00857550337882009,0.113775170029853,0.0293025584434273,-1.11115481987513,0.00349118597048006,0.17884180673179,0.0114763692684139,0.142845470833858,0.0024201569478157,0.496158951789493,0.152340122944075,-0.440885147331525,0.793539012580354,"Converged",-1.1111541038624,0.00325683961212131,0.178842225447121,0.0110369880309369,0.142843522672801,0.0024288671158497,0.496130484232259,0.152125621802972,-0.440824847682206,0.79343779511704,"Converged","",""
"1031-8",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.444444444444444,0.692307692307692,0.364121659970674,0.516129032258065,-1.11069747985263,0.00204779644475736,0.178341882504248,0.00260416621806911,0.146202225069626,0.00788312307492491,0.398766425065151,0.148981277601372,0.317997557381396,0.770575741866745,-1.11124318847569,0.00280012651409803,0.110882811831728,0.00301346983296231,0.157957934403158,0.00793642508698781,-1.11060269481172,0.00616502891974457,0.16847679826435,0.0088423018165391,0.140841150153223,0.0271790497362282,-1.11070200642946,0.00403445850027816,0.178339701811763,0.0176676815708518,0.146217407062036,0.00247780664010954,0.398940781740195,0.150227186529742,0.317510037809902,0.775548587970431,"Converged",-1.11070200083193,0.00387109740415595,0.178339695637451,0.0175707318224013,0.146217365577071,0.00245871478335047,0.398940680207878,0.150316761734822,0.317511550718896,0.775517446906717,"Converged","",""
"1031-9",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.590909090909091,0.58974358974359,0.360413130604878,0.538461538461538,-1.11298747702587,0.00198628208251149,0.177229239293244,0.00263352805354764,0.148452443470163,0.00820752002592183,0.0408126610897812,0.150666495839537,1.60618036338725,0.881186458931979,-1.12002828526273,0.00281594824073956,0.103874340061594,0.00299544185431798,0.196439887923163,0.00823185852214403,-1.10686199303248,0.00594753608983739,0.175013472437312,0.00876017658340425,0.143126678857514,0.0317159513386498,-1.11298973135215,0.00303717177610907,0.177226717977948,0.00978605279056353,0.148455236864655,0.00249585191170577,0.0409077662287,0.151308774675279,1.60617483152816,0.886534478338241,"Converged",-1.11298973140777,0.00271831578468079,0.177226718171168,0.00913888501294974,0.148455239916833,0.00248176519031912,0.0409077683751241,0.151250172326378,1.60617469191176,0.886476748708713,"Converged","",""
"1031-10",390,-1.10866262452161,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.538461538461538,0.615384615384615,0.363690114998837,0.495454545454545,-1.1090510476646,0.00208775934701131,0.176535509203329,0.00260369090238506,0.145605799094516,0.00888361454641656,0.36634120446979,0.157444263270201,0.739149045614062,0.94812423055825,-1.11108282697939,0.00280437703556822,0.111165934794978,0.0029602081130648,0.163648576182887,0.00890003131892712,-1.1095426608439,0.00595388898345612,0.180966896682865,0.0085071358659173,0.134109544802231,0.0265763519910306,-1.10904823054097,0.002906675821018,0.176534219165295,0.00976407331392371,0.145599392463411,0.00241522342724647,0.366268569818222,0.158616308574414,0.739381932177382,0.951816800432298,"Converged",-1.10904823979122,0.00287929285661141,0.176534221509931,0.00991143635711153,0.145599418237526,0.00247649864040347,0.36626883796508,0.158549006867349,0.739380977203166,0.951815907479756,"Converged","",""
