"sim","N","beta0","beta1","q","avg_prev","fpr","ppv","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-1",2200,-2.245641,0.1549768,0.1,0.111605099912472,0.653776978417266,NA,-2.24685293151683,0.00124114725608558,0.155327371673368,0.00205323300295548,-2.24564184490955,0.00144335115756948,0.10190210019394,0.00198118584019315,-2.25292156557013,0.00405256925296073,0.160795482316971,0.00635886868258648,-2.24713000664245,0.0012788477482816,0.155383934911217,0.00205961329795526,0.656985763560273
"11422-2",2200,-2.245641,0.1549768,0.1,0.111980714382224,0.65034965034965,NA,-2.2446793038894,0.00124802090095426,0.155263108418178,0.00204128520090812,-2.24373162284214,0.00146472508012556,0.101944634084122,0.00198337554450986,-2.24370228507752,0.0039277027012536,0.14701037418306,0.00649862912889848,-2.24456608482796,0.0012791431138578,0.154775913176572,0.00206826252000523,0.651125794223617
"11422-3",2200,-2.245641,0.1549768,0.1,0.111333232377488,0.63254113345521,NA,-2.24556773384268,0.0012260229619971,0.15195850844641,0.00207807768045023,-2.24463396603643,0.00143116252867806,0.0969276958517916,0.00198166908371997,-2.24598306408528,0.00388825414486503,0.149157174655173,0.00655857072837085,-2.24548785296288,0.00126221116092603,0.151709089897648,0.00211212781222262,0.632672890995402
"11422-4",2200,-2.245641,0.1549768,0.1,0.111539004586854,0.643188137164041,NA,-2.24429875534061,0.00122620083136999,0.153226493264179,0.00207393157952563,-2.24518628628619,0.00142185191386686,0.102950671277435,0.001978886425609,-2.24361996893265,0.00378532593473784,0.152148125116115,0.00675445670384265,-2.24464393724051,0.00126329257484509,0.153841734528988,0.00212704513743322,0.644865075725542
"11422-5",2200,-2.245641,0.1549768,0.1,0.111456646815917,0.633928571428571,NA,-2.24588339695524,0.00123411427231326,0.152368965383692,0.00206572707987031,-2.24551808976989,0.00144935709138608,0.0985584372032709,0.00198385505153855,-2.24861349184398,0.00378730692767289,0.156695898492186,0.00679907147068885,-2.24558084499896,0.00127844492593485,0.152477477600803,0.00211339636843976,0.629616818945417
"11422-6",2200,-2.245641,0.1549768,0.1,0.111469297639719,0.63906976744186,NA,-2.24411079187733,0.00122359482094581,0.152349933140172,0.00208058280238274,-2.24285713329139,0.00141812254438736,0.0975511709101697,0.00197992241391301,-2.23385224960299,0.00385102631542573,0.1466562230259,0.00655141752184165,-2.24303346308211,0.00124704469563487,0.153317358373021,0.00215063271663289,0.620713343245543
"11422-7",2200,-2.245641,0.1549768,0.1,0.111758087628546,0.62962962962963,NA,-2.24340166746251,0.00122702947587567,0.155754740260485,0.00206931365344703,-2.24340369425941,0.00143903916838431,0.100863846991259,0.00197931268420424,-2.24994709956882,0.00392301567847232,0.156502329863782,0.00651289470712345,-2.24389659414032,0.00126547689015308,0.155574615688574,0.00209757311829717,0.636423012395009
"11422-8",2200,-2.245641,0.1549768,0.1,0.111128046330274,0.629593810444874,NA,-2.24557824434371,0.00120985919830289,0.155251953618601,0.00210933328394107,-2.24598168755245,0.00139482177744697,0.101280116618065,0.00198221110704888,-2.25192842459946,0.00376408127732294,0.166590472715914,0.00685898859856222,-2.2454616594856,0.00124343823024146,0.155378754287325,0.0021702644238504,0.627470711511665
"11422-9",2200,-2.245641,0.1549768,0.1,0.111432283036252,0.631040892193309,NA,-2.24521141234933,0.00122080433611717,0.156191516697371,0.00208545482021545,-2.2447509297536,0.00141975394626478,0.100435700100246,0.00198031119941078,-2.24230934956749,0.00390672578751748,0.15374832313186,0.00649441993647208,-2.24533319272691,0.00125586365856645,0.156319051983321,0.00212247512172548,0.631988344932816
"11422-10",2200,-2.245641,0.1549768,0.1,0.111349527141716,0.636942675159236,NA,-2.24758476067078,0.00123134181796356,0.156451827002471,0.00207112094617663,-2.24794235335571,0.00143753806335566,0.1031790482617,0.00198278517520442,-2.25412723902649,0.00385887465362255,0.163003137693162,0.00665830117875336,-2.24790753645198,0.00126956317671473,0.156440581399241,0.00209050434308926,0.641059851931631
