"sim","N","beta0","beta1","beta2","q","eta0","eta1","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","eta0_gs","se_eta0_gs","eta1_gs","se_eta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","eta0_cc","se_eta0_cc","eta1_cc","se_eta1_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle"
"11422-1",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.111188225496935,0.289893617021277,-2.27933783017307,0.00158562204460233,0.178129900858227,0.00219028858249494,0.147425296570914,0.00474392035564781,0.434831429308425,0.0843656443181215,0.532020814014485,0.946036237765434,-2.28020999284901,0.0020008828526827,0.114256683921498,0.00224979213879922,0.149493083516651,0.00508784222214451,-2.28060150601263,0.00480815651640903,0.173594935099274,0.00710300108542888,0.149247018596355,0.01423266305453,0.358458526979805,0.272241951325599,1.00974754005508,2.9043852578516,-2.2792471559853,0.00165535134051698,0.178048771304482,0.00480231048806737,0.146650954067592,0.00218030791115988,0.410466133007569,0.0889707115197041,0.972921875081743,0.998303926329851
"11422-2",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.111358605331067,0.279734219269103,-2.27591669119912,0.00161368438020774,0.176005642939554,0.0022005580313783,0.137469864635635,0.00485822310932977,0.453868905751564,0.0881240950432586,0.758677738851399,1.01203036259651,-2.27515974401901,0.00203162224966511,0.111855790731822,0.00226781255704443,0.137258012009475,0.00523698838001701,-2.27255174850763,0.00517393809228929,0.173039885469016,0.00716514815271602,0.133729099631893,0.0176395166858993,0.365890580926686,0.25399774916058,-1.73161206722716,2.94558137175758,-2.27615474806838,0.00169790744658717,0.175529304399955,0.00494074905920584,0.137582054637883,0.00217863340864405,0.45808770118472,0.0924509937013787,0.97868813565175,1.05142316569058
"11422-3",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.111045702003301,0.278323510150622,-2.2774787085221,0.00158717019084336,0.174476050425683,0.00222816077098772,0.142049938157395,0.0045831143327607,0.478917888498297,0.0887828556737865,-0.34728684822853,1.14421006561606,-2.28053509614377,0.00200596096316872,0.114963281262184,0.00228303791466896,0.146474984164452,0.00495410513771039,-2.28239170666327,0.00494463437166426,0.178522366142914,0.00703646303335234,0.153489707686885,0.01280812970947,0.262373678439487,0.291708902079675,3.6389034705266,3.7316165370733,-2.2781605178227,0.00165450643160241,0.175003704482322,0.00464253932842973,0.14388104075962,0.00223482559572544,0.538274514196175,0.0943296565618871,-1.22668783298126,1.19708840483398
"11422-4",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.110932455238222,0.284488448844885,-2.2789056928693,0.00159041096857047,0.17635344166536,0.00220936769064107,0.143485280068739,0.00491377133545875,0.471120310820397,0.0862266571877449,-0.135311111010999,1.04654174935054,-2.27978624861243,0.00200493658702415,0.113178580403919,0.00226336776637612,0.144717296847646,0.00528360715165131,-2.27313016855936,0.00527657668295173,0.18080596152011,0.00714746830966154,0.109424820570609,0.0168562678619284,0.651920709266702,0.27525343288416,-5.06938332356944,3.53073206115599,-2.27889870663442,0.00165825950901015,0.176397046995247,0.00498198757048046,0.144127880822178,0.00221345035746406,0.495699374338621,0.090958151355858,-0.655429161610452,1.07927740228715
"11422-5",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.111041009473064,0.27428949107733,-2.27825603196906,0.00160782894151904,0.17625365193986,0.00221603653139799,0.136297684874891,0.00473579296603795,0.492837111284075,0.0912288888361974,0.188215318738916,1.1214649882061,-2.27800515087907,0.00201809614631143,0.113047895565185,0.00227584294616762,0.136087979746021,0.00510578551926432,-2.27645222341416,0.00515482157220944,0.177006205451026,0.0069572893655754,0.150478612560234,0.0153247380885154,0.551018258524659,0.285650793410839,-0.244094663377512,3.1360423839926,-2.27786076033914,0.00167487874313258,0.177090516201473,0.00479641015851153,0.135697339103275,0.00220354623167353,0.466698959054925,0.09506373290125,0.16653305343538,1.14977079089762
"11422-6",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.111021474190917,0.303805774278215,-2.27895059949888,0.00160286749184357,0.179177665070027,0.0022214680570922,0.140144679359139,0.0047904144127162,0.40216117143832,0.0878359109597181,-0.399340036177554,1.07392639480043,-2.27824709087587,0.00207406758859275,0.109380162810176,0.00230402865906494,0.138619162796901,0.005222960772212,-2.28821915486928,0.00499597749318456,0.186267284060179,0.0071736003431151,0.159768019552341,0.015310183098041,0.352060358942744,0.29212169789284,-3.30794322749455,4.13638024811731,-2.27831907545843,0.00167056586992626,0.178981892368456,0.00485477892435609,0.139246951884412,0.002206795783997,0.389006057757285,0.0913753060323705,-0.47934279532408,1.10122812921894
"11422-7",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.111207950645227,0.284477015323118,-2.27682725075623,0.0016076590903046,0.174588910404321,0.00219433816433398,0.142418327061314,0.00504429929967586,0.538178648304471,0.0872092403097218,-0.712590109056117,0.968751303184118,-2.2777977282564,0.002014500299975,0.11360646346227,0.00224780380212933,0.142915761767855,0.00539957927440434,-2.27822935367378,0.00482103083351778,0.173730425946192,0.00720064165380165,0.15405385650995,0.0158260916145605,0.392567980245031,0.278739509572922,-3.92078550517095,3.21772434542492,-2.27677049322057,0.00167023275993239,0.174905744729213,0.00509991203201879,0.142754966089467,0.00218970760020891,0.545437641222646,0.0909988369235072,-0.988312498757922,0.996262870549867
"11422-8",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.110617283173117,0.294723294723295,-2.28010932223842,0.00156592413173581,0.175782788120671,0.0022365360641357,0.150577294266277,0.00474216216818139,0.402208462742676,0.0880565888325565,-0.978853204411119,1.06092489044844,-2.27902902098076,0.00198718846224278,0.105253564626915,0.00225800580468649,0.147871441688863,0.00510540588296367,-2.27443266280065,0.00503124593350813,0.170338109952406,0.00733939031373911,0.161071892691843,0.0164482108905207,0.100946402582427,0.284888846123186,0.877308148524614,3.63418807947749,-2.2801600494333,0.00162603655275992,0.176535477343709,0.00478080398267455,0.150597178918128,0.00224180928355499,0.389152152056326,0.0919216326106035,-0.924373931001544,1.09930926612099
"11422-9",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.110662293219688,0.281590763309814,-2.27879078745929,0.00155963960548892,0.176590415453146,0.00223268181801169,0.144815035170921,0.00472937990614315,0.295030096429999,0.0882730195384433,1.43443880983497,1.09006184658674,-2.27824733688018,0.00196180014363709,0.107237353464672,0.00224858903339044,0.145577846161445,0.00508349646486382,-2.28560933359492,0.00497679412597121,0.173558375216014,0.00702946294764747,0.179941317840277,0.0158519512011765,-0.15900328123921,0.278948903590009,7.82715953617856,3.75109254505046,-2.27932388015273,0.00162197126848469,0.175429035010044,0.00477495505477116,0.145287728012136,0.00222149603378122,0.31354583205475,0.0930436563919674,1.79457328576332,1.15489363316692
"11422-10",2200,-2.2778541,0.1764544,0.1413503,0.1,0.405465108108164,0.3897812,0.6,0.111311341412454,0.277441077441077,-2.27795151307706,0.0016143456307355,0.178596209390232,0.00219405578620517,0.135591201497409,0.00486590434153418,0.603485906256375,0.0858773098054121,-0.867113362741328,0.982501996534924,-2.27546529433856,0.00201784270657316,0.113754634782707,0.00226360232232468,0.130440843845675,0.00522164626174077,-2.28376727151882,0.00542200820408681,0.182317730171085,0.00717205505820442,0.148709552051117,0.0175680715345312,1.09931078042786,0.298680503013718,-8.62880322979735,3.1372513196327,-2.27807748241696,0.00168424995074451,0.178445514732264,0.00492941913604425,0.135979794220796,0.00217803281727606,0.617696063074407,0.0899575827619502,-1.00996699898268,1.01655710329331
