"sim","N","beta0","beta1","beta2","q","eta0","eta1","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","eta0_gs","se_eta0_gs","eta1_gs","se_eta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","eta0_cc","se_eta0_cc","eta1_cc","se_eta1_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle"
"11422-1",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.114186313295637,0.0902896081771721,-2.27722146709532,0.00186961836034815,0.176638567352134,0.00216970282403637,0.137227458596642,0.00498434467501974,2.26766620566999,0.140800792187952,0.0373811019909354,1.56668326524732,-2.27745524595142,0.00199949976701153,0.161725804336528,0.00222900575615247,0.137528280374245,0.00509627351085597,-2.27922943336489,0.00562117650129473,0.181236150935124,0.00675687906872382,0.117569071980478,0.0143655010946847,2.39876434530398,0.496500241141988,2.06943258105394,6.29249055020917,-2.27740500309443,0.00193053376586279,0.176413711235451,0.00505566727308773,0.137487640879212,0.00212892157551544,2.30162565704172,0.159340754131794,0.0424442786465263,1.8067446509253
"11422-2",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.114334961225162,0.0835443037974684,-2.27938508508851,0.0018870020996058,0.180080956625136,0.00219223576195545,0.14686397640263,0.00480925896849837,2.3287928024928,0.151864217468147,-0.0209872904357035,1.80938906257669,-2.27948982349315,0.00201293720182582,0.165503793423185,0.00225107516917981,0.147021683898403,0.00492299399765174,-2.27513772272963,0.00572849043281926,0.172335952272494,0.00684984347015779,0.12931710364925,0.0178687108664493,1.31164466400208,0.41209650073057,11.9694104588508,7.92114134830701,-2.27991944387921,0.00195039823740399,0.179992954112051,0.00486754947693427,0.147694385572429,0.00216115429354286,2.39492390036761,0.167809238203835,-0.0785950024550638,1.95897982348972
"11422-3",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.113827632962497,0.0900082576383154,-2.27885526769394,0.00187648236876176,0.176803687720113,0.00218763669238414,0.147434229011549,0.00522609570164171,2.30276822918368,0.143003605947081,-1.5723999092015,1.57404942519863,-2.27774331522542,0.00200780756988038,0.159234815587296,0.0022427679087973,0.144820073796073,0.0053521917623071,-2.27657092280053,0.00576294193420278,0.176268510420503,0.0069655352549873,0.143550237356696,0.0131522826037101,2.34587267016932,0.524387516061477,-3.26256852245618,6.84127887799807,-2.27863060341046,0.00192674010310238,0.176896287820343,0.00528460684389438,0.147519419966905,0.00214904869453443,2.31529464060777,0.152411687950866,-2.30765036398187,1.59654507660776
"11422-4",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.113856698258601,0.0892255892255892,-2.28212547878358,0.00188583288697991,0.178495034487487,0.00218444937427492,0.157624308145597,0.0053231931957109,2.23193567579241,0.142065267773522,0.418220450648555,1.71771668129852,-2.28316808936808,0.00201999063420512,0.164272850516589,0.00224589304862883,0.159507367921458,0.00545280759888735,-2.2871394781212,0.00602285614259624,0.180396321978191,0.00692316821781758,0.184299062804079,0.0188664775206378,2.18567815414455,0.437363283430895,-0.49443010716934,5.86171829299136,-2.28264701010394,0.00194305499893791,0.178659608809777,0.0053862135804764,0.158348377977984,0.00213996159788408,2.25964432292377,0.156799809114029,0.694510165683678,1.90263361312946
"11422-5",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.113715359953278,0.0983606557377049,-2.27934485072843,0.0019095691566837,0.178143227660036,0.00221548144608344,0.138204776013843,0.00516775778199324,2.12460941971974,0.137799204051694,-0.412874696168595,1.63570358938326,-2.2784589952444,0.00206804762992142,0.159008099797462,0.00228820518697416,0.136574963642666,0.00533121308913035,-2.26981421892596,0.00641217378252855,0.170510193839545,0.00715094994598443,0.127210884522489,0.0179192446663593,2.72932720006798,0.541173718230935,-2.99618513514641,5.43507489543135,-2.27889139739027,0.00195926086254438,0.178181646408012,0.00521958032856729,0.137317416316885,0.00217635962709908,2.06797144598514,0.144665995349563,-0.103300673741388,1.68325649340085
"11422-6",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.114318658454398,0.0898100172711572,-2.28261058124305,0.00194595043944009,0.180725560503204,0.0022226491398956,0.15384914835611,0.00506342038098928,2.42114918921099,0.149949464728876,-1.90783601751335,1.71122389390352,-2.2827427872837,0.00208853299836766,0.166005223415454,0.00229438350790978,0.153287566524782,0.00519925358178973,-2.28406365507283,0.00593112197013749,0.188592727633333,0.00693264549196232,0.16426619902919,0.0157306978544201,3.83992602387086,0.706963286731974,-14.2063415789662,5.53200564216315,-2.28253574728719,0.00200668573172998,0.180598047971958,0.00512520888275981,0.153455061815522,0.00217502748708426,2.38826779193201,0.163633870738925,-1.26336428421817,1.84860485335594
"11422-7",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.114207847198099,0.0942275042444822,-2.27803565119743,0.00188291855598659,0.176515093097306,0.00218341174858043,0.145049502792132,0.0049875735881298,2.23070623433421,0.14174302244586,-0.177059586404297,1.6534040338433,-2.27781861894666,0.00202390766877449,0.160255965153865,0.00224962460228198,0.144637647500497,0.00511607007737185,-2.27567449458567,0.00563331066612117,0.172856490169503,0.00678373129059292,0.128971278061262,0.0172992150767818,1.46965457398252,0.38901604028223,6.56856326793419,5.50298932597204,-2.27812518756899,0.00192769022069758,0.176893641675574,0.00503110128038549,0.145466397416354,0.00215339131414404,2.24536241404476,0.151893974897976,-0.750613224891222,1.73327779202328
"11422-8",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.113843575674374,0.0853556485355648,-2.2777366600067,0.00189768780522502,0.176514843817593,0.00219086126462396,0.135308046815421,0.00536215975716453,2.43304471455604,0.147402484756446,-2.25598252578887,1.5323570508126,-2.27657983936298,0.00202141978784089,0.160153002839791,0.00224330793596901,0.132154146904822,0.0054800465743187,-2.2706206542948,0.00566936317555297,0.174620027238672,0.00681131118687214,0.122200974531533,0.0136772605962635,2.12143039495877,0.404285115160535,-1.82370335284349,3.59062240814227,-2.27739887986748,0.00196355506285823,0.176644137015277,0.00544730944849638,0.134959644757266,0.00214128600362181,2.40249528747398,0.157081268447592,-2.49935723144197,1.56788450956425
"11422-9",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.113657481890613,0.0866721177432543,-2.27993054559915,0.0018424987423223,0.176764754057153,0.00216892373463339,0.151346518312781,0.00513674410667711,2.14368988550847,0.145243328451857,1.3176247421445,1.81198642488216,-2.28001962582113,0.00196787535103112,0.160756441751849,0.00222059160314419,0.152079949098757,0.00525492409763941,-2.28496452518564,0.0060415466286225,0.181375255208694,0.00685627449378725,0.134810089629757,0.0184161488690216,1.98385514894236,0.384978414634273,-1.10282892265227,3.7313639290448,-2.27969666415115,0.00189119573150165,0.176682495353093,0.00518516555239181,0.150823744988235,0.00212491148233003,2.1106763703499,0.155665916123608,1.64164721221135,1.94613656763096
"11422-10",2200,-2.2778541,0.1764544,0.1413503,0.1,2.19722457733622,0.3897812,0.9,0.114009845047942,0.0939086294416244,-2.27711386546793,0.00187188449102158,0.173481201940341,0.0021721160979958,0.143752345075456,0.00515370306984373,2.24658243913743,0.138431706653157,-0.490384201617511,1.51900583562377,-2.27765684154455,0.00200772927971181,0.158549929181906,0.00223270747683371,0.144290380029607,0.0052752051133621,-2.28728495858472,0.00593425075199488,0.186131651066152,0.00691801430893111,0.167634448896409,0.0153211804742838,1.94474253790697,0.393065636380499,-1.24283901753969,3.78660097472079,-2.27680411106075,0.0019255453754443,0.173415581626994,0.00520803095072015,0.142830044009972,0.00212383608904517,2.18035594078495,0.151196774722956,0.284395946869326,1.70282718979649
