"sim","N","beta0","beta1","beta2","q","eta0","eta1","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","eta0_gs","se_eta0_gs","eta1_gs","se_eta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","eta0_cc","se_eta0_cc","eta1_cc","se_eta1_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","msg"
"11422-11",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.769230769230769,0.116374371319718,0.307228915662651,-2.27380391277411,0.00422402752742077,0.179653055335683,0.00474549776667323,0.126798468649467,0.014098965765773,1.50774033996017,0.197334543845571,-0.241997119770125,1.04221641779143,-2.27153520695028,0.00494684023564944,0.146338482586767,0.00522565495541536,0.122548403557099,0.0141457138168313,-2.29028176939496,0.0129588465554624,0.206177910971458,0.0147236141106223,0.132739566911903,0.0520808861134118,1.21766266645069,0.606780518907363,-0.11716017610411,3.31382107175127,-2.27281948340837,0.00522724653745174,0.178648703402833,0.0184735983143593,0.124875837403748,0.00432643865124811,1.48847057650001,0.218102332622207,-0.133914438104729,1.1351194678598,""
"11422-12",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.709677419354839,0.115473983019989,0.321428571428571,-2.27815437785394,0.00413954140470616,0.174396677261076,0.00474207491639333,0.138340265426617,0.0160441317184433,1.1884199048038,0.191561632101641,2.22834508716201,1.30306495427571,-2.28134874523206,0.00494864607578439,0.141258809237552,0.00524168191354302,0.174277225900008,0.0160506155511548,-2.27467120932306,0.0133596843534761,0.187158196116966,0.0150544383369154,0.119020264462293,0.0535949656020898,0.949249791357801,0.482391141580068,-0.621756145364452,3.02475623484501,-2.27807252345087,0.00513481283383725,0.174126745842178,0.0206370567145064,0.141579015835405,0.00423963812771091,1.19857779141913,0.214002483433558,1.95292639114689,1.33866574644976,""
"11422-13",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.787878787878788,0.116006451003213,0.378048780487805,-2.27913858717256,0.00423184382914858,0.185992692987221,0.00475490096596308,0.115214502628353,0.0164361131810802,1.29676277056181,0.184982570421087,-0.030432911661667,1.0565812583386,-2.27262439481886,0.0051560213570972,0.140409465910578,0.00543060739447127,0.113807547265936,0.0164425041051408,-2.27939418724691,0.0144417485481245,0.199060161428341,0.0158560875365053,0.0861565969930162,0.0445769232198087,1.01059459576755,0.54791435391931,3.33591565043079,4.38660120751079,-2.27995446806579,0.00573742443001719,0.186965344733772,0.0217667497211687,0.112881147936547,0.00431790921040129,1.30422775217298,0.198029674471943,0.0890476509181707,1.09756804117204,""
"11422-14",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.740740740740741,0.116217436903678,0.337579617834395,-2.27662314267698,0.00441078017189915,0.174546894230378,0.00480272192610977,0.150763898378548,0.0176453598798289,1.41123106177407,0.195755718785374,0.733961731145834,1.34518269570729,-2.27969490434553,0.00532613225297066,0.146683102233183,0.00543461746304451,0.163574535392307,0.0177566029718095,-2.29252031454036,0.013319370415614,0.17283250332323,0.0147972917356047,0.23286877593073,0.0772435029709009,0.821332121116881,0.602697777187007,2.7570807943985,5.30945659612773,-2.27660945977298,0.0061141145972127,0.173866514363065,0.0278460342390391,0.155166515503421,0.00429830376285441,1.43779781901576,0.244837149325189,0.418268804433132,1.48367529885335,""
"11422-15",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.703703703703704,0.116156765728083,0.272727272727273,-2.28012217097404,0.00422570846415808,0.178723107999724,0.00474124585662711,0.14625292131034,0.0136124043621175,1.46964718231445,0.213192278794585,1.14398780353489,1.20067623406721,-2.2797536877073,0.00487395827428067,0.147705033523115,0.00514900216927551,0.161104005365753,0.0136453393707109,-2.29968801264279,0.0122398333815375,0.194307050173338,0.0148006246383614,0.145353170179538,0.0403722223273022,0.537161261451309,0.603579662251404,2.91954478684712,4.13085222154653,-2.27850257626818,0.00564909999746832,0.179172817298948,0.022253415155005,0.134743571744642,0.00424392903944246,1.3319024790381,0.261569820656698,2.26270242682244,1.6014756087698,""
"11422-16",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.833333333333333,0.116663251159324,0.298013245033113,-2.28219261338089,0.00441025969660719,0.18374378282486,0.00483885785369797,0.133493626413366,0.0140853469045455,1.69565817462475,0.21137326877917,-0.211409784101078,1.09127186459588,-2.28114224972746,0.00513329625465889,0.155939783559059,0.00537196661830696,0.129962017365809,0.0140964342343908,-2.27973413138352,0.0133095773812962,0.175180836872259,0.0161319843790305,0.147149396159715,0.0444062506540212,1.0151943333765,0.667208211853799,5.37652190291521,5.28471382420422,-2.279689319277,0.00524299771227312,0.18327294974131,0.015970256398226,0.132292669430774,0.00424541162809895,1.57677890234822,0.23174130305143,-0.169206962925523,1.10061825949587,""
"11422-17",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.851851851851852,0.115603815975085,0.284090909090909,-2.2822849737031,0.00405362966604953,0.179079753466856,0.00469626257816185,0.160820236661234,0.0122097531558996,1.49698763997334,0.199429313155767,-0.31385657572144,0.877950855428618,-2.27890219332303,0.00464875910893717,0.143841491147216,0.0050705076542095,0.155082711472238,0.0122187621344767,-2.26857250579931,0.0150680279921764,0.166048239922421,0.0154125858109232,0.188604120323647,0.0551602513115906,2.39127380468006,0.807986130613448,-4.56177443440107,3.62442644656717,-2.28335696132858,0.00548100279055663,0.178926335606865,0.0208988535155435,0.16783091115034,0.00431426306250937,1.56235147057398,0.236990058867464,-0.694776602693001,1.01785339900796,""
"11422-18",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.8,0.11565968289796,0.353293413173653,-2.28125487639595,0.00419727799198983,0.182396168402193,0.00475116257661624,0.12278342017782,0.0135487994787568,1.32665737338171,0.182904181438834,0.0249793235583581,0.92138767913828,-2.27737204819007,0.00507101430286863,0.141855278354228,0.00534467620197063,0.12237551334291,0.0135953604043908,-2.28051631639957,0.0134370035991545,0.183916739091734,0.0154870255055159,0.0914775553815488,0.0512727012615047,1.13356354940268,0.582311102583609,2.24734886095265,3.63259052144784,-2.28120507108199,0.00555785463885936,0.181753166100249,0.0199625304674449,0.12438231109731,0.00437042423245848,1.34480628806589,0.203123866189125,-0.0657897006420357,0.945264584846368,""
"11422-19",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.878787878787879,0.115251208011212,0.327380952380952,-2.28427572076378,0.0040460239619882,0.179483088703792,0.00475687558620553,0.15852167862417,0.0158627603640507,1.16619053508779,0.191261132762752,2.41344389506455,1.40662622958357,-2.28577058718688,0.00485692478573877,0.142765560384393,0.00526372526012277,0.196014655039932,0.0158375963234466,-2.27729198130062,0.0163261778895164,0.178379652135658,0.017268619974058,0.159923233804955,0.0555949495059564,2.14421243349411,0.667938541151432,-1.59847029096442,3.52095259895697,-2.28393881601471,0.00468353285046099,0.178926348826553,0.0193464189393649,0.164884591986235,0.00440874721375078,1.18173788841301,0.209161704476814,1.82691443171948,1.47477636058088,""
"11422-20",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.888888888888889,0.117046229758403,0.273972602739726,-2.27555507755889,0.00452009775106451,0.177728252752252,0.00487273120793177,0.135784186146901,0.0171611309882168,1.79026015521341,0.223705005906105,0.169885966511711,1.3761284583833,-2.27714496380741,0.00519398277355859,0.156117184012467,0.00537063733129331,0.13890650518682,0.017180767448811,-2.26229027650195,0.0141194407154455,0.169198993130711,0.0153138373307051,0.106101827184924,0.0668767946876359,2.03687085283649,0.943074442991456,0.36403005004514,6.20646474214054,-2.27717176202649,0.00543614470025546,0.177648821237978,0.0193906920187755,0.147304785068718,0.00436114630562374,1.90301925930612,0.263898047619901,-0.634409822087423,1.37500710165205,""
"11422-21",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.928571428571429,0.115684854013402,0.311377245508982,-2.2770819211705,0.00421348853152035,0.176136134045358,0.00475541099662504,0.127833990379021,0.0139236625772781,1.4078539186803,0.197826246635687,0.450525709969586,1.19149331323281,-2.2839606772308,0.00501622074292226,0.153035347753954,0.0052705553087042,0.136406010484194,0.0140011222022656,-2.28489921401282,0.0141683776645488,0.171849110006367,0.0158959692496721,0.159861792364199,0.0373581846286111,2.5213506573089,0.879375095657816,0.335141309779528,3.88818445185388,-2.27823736585374,0.00509718713480794,0.175955969452439,0.01557938135576,0.130944024018911,0.00438223234150823,1.47991927183059,0.233331885552368,0.221978602922929,1.25437697219883,""
"11422-22",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.695652173913043,0.116125390242806,0.35,-2.27884733458649,0.0042687243178603,0.1780381656967,0.00478079063451081,0.133008363978909,0.0138263320346831,1.43194927680057,0.185551162424198,-0.159583559078804,0.908333419937802,-2.28189611578187,0.00514891883976051,0.149965048846462,0.00541382700258104,0.130858975145449,0.0138433188609112,-2.31584753586094,0.0130754479323692,0.209654004959166,0.0152720731659023,0.175243579049567,0.0356165155664068,1.10670208313152,0.627585429377378,-1.71312735870571,2.50224531191663,-2.27872042759891,0.00524367390325507,0.177924481515319,0.0204282180997064,0.133972277228542,0.00423419432699487,1.43104460049953,0.210606790003853,-0.218064195488893,0.98735515210556,""
"11422-23",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.758620689655172,0.11528882503341,0.375722543352601,-2.28037793336267,0.00398548569269221,0.177108283042727,0.0047184629493179,0.148578857084386,0.0135710571190222,1.0958500329537,0.172614363915093,1.03446071212158,0.998522956156232,-2.28282279934946,0.00494135220030417,0.139193277892032,0.00533773467306615,0.168419440808581,0.0135511432392609,-2.25898586625837,0.0129888257472287,0.158581565961788,0.0149573739364055,0.0955990745115411,0.0480166977802398,0.970473968567378,0.551486349719957,2.12993346865436,4.50212863037358,-2.28015539460545,0.00478018280536285,0.177753399346693,0.0172329906712838,0.144860286836373,0.00430055719257706,1.06553487077181,0.193337335854381,1.26895020643686,1.13939879361463,""
"11422-24",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.961538461538462,0.114842405651485,0.315508021390374,-2.26756437223254,0.00391377720570615,0.165432655554267,0.00466872691345743,0.109208305316563,0.014329802496279,1.00558298266825,0.19074480188646,2.08449602203359,1.20650490890659,-2.27210425507214,0.00465612184550235,0.131723282360248,0.00505385007798347,0.138515867457082,0.0143088577873947,-2.25594586011027,0.0140256149513332,0.156422956407868,0.0154648822608644,0.128544383279978,0.0303648249007398,0.567010560612162,1.6401887550735,101.887267912845,112.817571685293,-2.27045966994624,0.0044936669316874,0.164942684857027,0.0170733777755312,0.115297681678857,0.0043626980324865,1.1658945933586,0.230739537623123,1.77756996702069,1.329898432339,""
"11422-25",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.735294117647059,0.115801521074892,0.273291925465839,-2.28058618302872,0.0043319482513303,0.176692682320404,0.00478531137322384,0.151389386035508,0.0163877253803567,1.67564101872935,0.211801347598875,-0.244092955764897,1.22938323272187,-2.28549844489747,0.00496716130918321,0.157297972401717,0.00522078468905419,0.149336169554904,0.0163899575430975,-2.27929983071881,0.0142144303397102,0.181956746390798,0.0155963579192515,0.158608702155981,0.0737756643549429,0.71781630326963,0.493572526895411,4.89149031073638,5.6565172889224,-2.28065062446895,0.00532526309946408,0.176275803175043,0.0196199703085384,0.150878371640098,0.00436665005871795,1.69655763463398,0.23889173098824,-0.227281665761663,1.31514430393458,""
"11422-26",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.8,0.115798336671701,0.352564102564103,-2.2816743578518,0.00428820886241493,0.180019375451901,0.00481198104232826,0.119093333292429,0.015072558275785,1.46577525511657,0.187454638013905,-0.156764949520865,0.983011175890045,-2.28153712010699,0.00515780467037888,0.14865420144537,0.00546698741206007,0.1145202433607,0.0149990505262571,-2.2894489862307,0.0134628500111645,0.187360426714821,0.0154105582983327,0.154721885399741,0.0500756255336171,0.973841934276279,0.559404153087561,5.55979741802602,5.81640557729797,-2.28284730997848,0.00515556574765421,0.180521055881277,0.0190896488398187,0.122694898452825,0.00439360434075571,1.50844872913914,0.210145244656314,-0.333035020562637,1.03611817949451,""
"11422-27",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.869565217391304,0.115857672816032,0.313609467455621,-2.27990151821807,0.004247345198106,0.179881363103793,0.00474381812592397,0.163168803915977,0.0159905374031314,1.35872576691147,0.195668565860119,0.707993569807872,1.29348549798331,-2.28341343221697,0.00504650467927064,0.150661347797455,0.0052506182936348,0.174354667459171,0.0160521771877808,-2.27424437847006,0.0138460972305807,0.175030955597421,0.0157335959194413,0.153898527620129,0.0442026839828161,2.48350062541621,0.816661603126889,-4.25960768733457,2.81695416074623,-2.27969615253638,0.0049743816599066,0.180087390150178,0.0169683753705211,0.162868756138385,0.00431454319214607,1.34291717147739,0.21242132105982,0.710134172043186,1.32473733807231,""
"11422-28",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.928571428571429,0.116539343098122,0.266233766233766,-2.28665851458271,0.00435962705327414,0.187072393792606,0.00481892133672645,0.154281304453771,0.0139583903541496,1.56566206001231,0.215225226416973,1.81934581087542,1.47066116186727,-2.28863528572685,0.00506214386337695,0.160689981697864,0.00528020673917541,0.174693997567286,0.014031296649185,-2.29284233038357,0.0145709167608977,0.194257081918698,0.0158588222446173,0.187443827841107,0.0431675801127906,1.79438348985092,1.12147972643071,11.4444673994186,16.8409493126314,-2.28571319585226,0.00510121650286628,0.18754510891973,0.0153461000573389,0.148702332200969,0.00442717475569965,1.47814035116146,0.233480337715555,2.44261110247946,1.73858313665686,""
"11422-29",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.739130434782609,0.115155529610242,0.302325581395349,-2.27641376428889,0.00412583256655023,0.173960316216205,0.00472503158141731,0.120812453849074,0.0172734058436757,1.18809247655169,0.199787191067198,2.49215928689239,1.45139087768074,-2.28329427414298,0.00486555455285712,0.146186910083063,0.00516215986858267,0.159443618109581,0.0172677273372783,-2.2617847632426,0.0139039697584965,0.18951581064606,0.0151283184232744,0.0908522678195315,0.0620621401845994,2.06418555112304,0.807146488915448,-7.21195587776544,4.03721616566807,-2.27437656905304,0.00536437496762675,0.173791390863828,0.0224243822718912,0.116357926821468,0.00421712518167726,1.09586681111267,0.225322688026459,2.66808166872208,1.54356068112177,""
"11422-30",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.896551724137931,0.115689312966253,0.269005847953216,-2.27740618001206,0.00423150161317685,0.174919112701234,0.0047370206705172,0.165551605354357,0.0161279331869737,1.54697545876284,0.204656398697958,0.136298894256029,1.27387244425981,-2.27675734190922,0.00485845903894491,0.14565289368489,0.00511957014111937,0.166406771116721,0.01615973188627,-2.24417231193488,0.0180681605822208,0.14604152802025,0.017544601259918,0.134783162576432,0.119004406543671,3.18466303259978,1.1840340087986,-20.2219127343544,16.653869933638,-2.2757555366017,0.00490885751631826,0.174536531669109,0.0185603456210973,0.162166658905721,0.00431100061369488,1.46850313666822,0.226805752426841,0.324473150659767,1.32902257546171,""
"11422-31",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.787878787878788,0.116877848378241,0.342105263157895,-2.27980798689467,0.00464681396993378,0.182845449395641,0.00490008391339231,0.144795248703714,0.01577063193364,1.65185315309394,0.203601929516406,-1.17671162968279,1.14381208894262,-2.26986378005369,0.00556425390852236,0.14314151897939,0.0055639865061156,0.121275129671463,0.0158789997312297,-2.27294940701467,0.0149649287187178,0.176024659417564,0.0158801214876473,0.117526875136419,0.0458821928574035,1.40432928057313,0.556722188187244,-0.732037053333293,2.7463302289324,-2.2793464892663,0.00585466947318266,0.182327137932659,0.0181127796445819,0.145560365702599,0.00440638817243228,1.64983843695718,0.226829397894751,-1.25137470418655,1.17344177692114,""
"11422-32",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.838709677419355,0.116140724996055,0.29375,-2.2742704277036,0.00437529796788215,0.167571994622643,0.00479551911889565,0.144886098763579,0.0140793554032444,1.82393587455493,0.213422844939907,-1.71656386103818,0.936871094460273,-2.27007726798229,0.00498004355698249,0.140307075909789,0.00524849870129552,0.117474514524971,0.0141044602490831,-2.25947370701792,0.0148694209342404,0.148101150918547,0.0160067598705838,0.132504955171384,0.0428535522829331,1.91311550757987,0.685290369643488,-2.30770961296396,3.79360956132477,-2.27530515010503,0.00620705549088909,0.168170196925131,0.0243499862491792,0.1516797299761,0.00429415618327192,1.86273422255995,0.286198171485294,-2.05228228144976,1.13932325676321,""
"11422-33",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.625,0.114899953743307,0.366120218579235,-2.27576269646883,0.00411510373866794,0.176247974159286,0.00468468054231687,0.12298478874384,0.0163445766433973,1.05319017031775,0.185607232924042,0.694736659717,1.15543687766067,-2.27618653672184,0.00501566627521764,0.134598135003587,0.00523121858289838,0.134762532930939,0.0163596520077826,-2.27697258874388,0.0119860455976349,0.204173571317538,0.0148565288112194,0.122405037937574,0.0430502367257839,0.308292483232195,0.620267282098249,1.52896210101354,3.50971749494647,-2.27693297131938,0.00502166569823732,0.176083253121677,0.0192121927514955,0.123593471876839,0.00428180290019968,1.10523085963931,0.210717592396332,0.70557839803208,1.21688803922071,""
"11422-34",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.730769230769231,0.115715576982203,0.339506172839506,-2.28612672936805,0.00409854338058394,0.185855794399907,0.00481329646476436,0.142572588035483,0.0162196163973916,1.08984407633808,0.195225865887613,3.33550341661998,1.47315291727546,-2.29167168227945,0.00496133870083255,0.151464197888114,0.00537445365601117,0.195920739493107,0.016083634185275,-2.28301928614084,0.0115538053973542,0.184696852397724,0.0161815076690867,0.06830610590934,0.0752401200901866,-0.480115613267628,0.664174766493097,28.9698617868004,15.8785911482419,-2.28353959034387,0.00470673988093155,0.18562396563982,0.0199109700049987,0.129900788265422,0.0043669840128959,0.953503562007763,0.211827476079459,4.45216185127701,1.76027194235467,""
"11422-35",390,-2.2778541,0.1764544,0.1413503,0.1,1.38629436111989,0.3897812,0.8,0.793103448275862,0.115879177710123,0.361963190184049,-2.27465608162908,0.00418048008414889,0.172500433659686,0.00475940344171603,0.127652071046122,0.0144256052301841,1.27549723012479,0.186975739435623,0.648909846834727,1.08883956371932,-2.27852808728123,0.00511031660996418,0.142788445789535,0.00540270141902273,0.138208137280749,0.0144411778579416,-2.28530464150886,0.0138077779161169,0.179832722152207,0.0152350134451629,0.207215294499441,0.0676339351354938,1.39910060772398,0.571733753080958,-0.702557407750682,4.21100639756705,-2.27300357744561,0.00474890973625006,0.17259064896631,0.0156508196474979,0.118060612077157,0.0042628365561775,1.17890176195866,0.217258087369648,1.32598957646085,1.22875931475909,""
