"sim","N","beta0","beta1","q","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","eta0_gs","se_eta0_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","eta0_cc","se_eta0_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta1_mle","eta0_mle","se_eta0_mle"
"11422-11",390,-2.245641,0.1549768,0.1,0.9,0.11396950170274,0.0737327188940092,-2.24382065999887,0.00323076818340571,0.155577727359428,0.00465211920331166,2.38070287225795,0.261305048159033,-2.2442572442139,0.00335763268131087,0.144145583663196,0.00465317905918831,-2.23648100541294,0.0103511667322908,0.151081154149556,0.0146568758062515,2.19722456035744,0.745294568564561,-2.24043128795973,0.00784387038123411,0.0728730350379395,0.00824540283759439,3.7123494612629,0.396810736457652
"11422-12",390,-2.245641,0.1549768,0.1,0.9,0.113807722879561,0.101382488479263,-2.24987444071271,0.00323969036336679,0.165171181336348,0.00465253666337786,2.06224914013867,0.226346803003914,-2.2509675774032,0.0034186670628587,0.149955133954341,0.00466346734452023,-2.25367086396282,0.0099622101200687,0.163564729734487,0.0148572370939904,2.77258872190945,1.03076396278413,-2.25719383158956,0.00739523837924187,0.0897888440129811,0.00775421499188475,3.82329206543464,0.441168215918155
"11422-13",390,-2.245641,0.1549768,0.1,0.9,0.114447353465737,0.0926829268292683,-2.24422815084106,0.00332468103685175,0.155097020409064,0.00464111695186081,2.27591684591189,0.240908657375654,-2.2449208198211,0.00349063970923765,0.142933713704587,0.0046714310180165,-2.24167698618347,0.0115662979125379,0.168818346275347,0.0148457674155431,1.99243016452583,0.615452590714758,-2.24700634034753,0.00792999927410366,0.0835876501219395,0.0082408856476102,3.39690036029286,0.334827954152163
"11422-14",390,-2.245641,0.1549768,0.1,0.9,0.114699009649335,0.107692307692308,-2.24876245373751,0.00341565510323296,0.160330412173627,0.00464601543361308,2.22847712084032,0.229667697943555,-2.24927644151494,0.00361697276297457,0.146712008799648,0.00470802903662306,-2.26172617562404,0.00941345731991257,0.175986883821128,0.015389187792669,1.4663370687934,0.640512561762533,-2.26685357744409,0.00712156501743579,0.109858090090186,0.0073591421204932,3.25067888096036,0.310733821277379
"11422-15",390,-2.245641,0.1549768,0.1,0.9,0.114247965063338,0.104265402843602,-2.24698003282339,0.00328204101891351,0.161933526057603,0.00464216963609391,2.0963433502868,0.225916242032662,-2.2465388520484,0.00346702106856815,0.144665678347235,0.0046672845376092,-2.25260053727541,0.0115973674453558,0.151142566582813,0.0149527850681096,25.5660692529719,46051.3980132922,-2.26212386779449,0.00763101359589151,0.0981035641250789,0.0079432271387132,3.66389069656567,0.407080369712898
"11422-16",390,-2.245641,0.1549768,0.1,0.9,0.113902810829617,0.0853080568720379,-2.24691731015735,0.0032788814916089,0.155616318206134,0.00464946810839438,2.29701404794459,0.24726937344827,-2.24642720076237,0.003426747144721,0.1414911859392,0.00466418183109112,-2.24597878386371,0.0112182640738291,0.151711745873348,0.0147882154504738,1.94591014901448,0.617210984504091,-2.25413823390217,0.00835156694503245,0.0861587491114786,0.00861465013984035,3.37715747285154,0.321438262257664
"11422-17",390,-2.245641,0.1549768,0.1,0.9,0.113232392234757,0.117647058823529,-2.2494156269755,0.00320966435228453,0.157112571566064,0.00467033927922139,1.87180217689878,0.21066230811544,-2.24852085348893,0.00341581454212605,0.135836633064327,0.00467403492195397,-2.2402611079068,0.0105886789960232,0.147218233915568,0.0146427944453782,1.55814461804655,0.550119600339248,-2.25114289385691,0.00713557740697785,0.0781579972614639,0.00750634788889219,2.79087447323768,0.255177146898535
"11422-18",390,-2.245641,0.1549768,0.1,0.9,0.113483559977941,0.117117117117117,-2.24928087313058,0.00320492983166321,0.162369089974664,0.00466887734487289,1.86586744137958,0.21074591270844,-2.24857492868976,0.00341048628146024,0.140710022462548,0.00467133030643572,-2.24070313184817,0.010135708159579,0.151162574595245,0.0147288812390815,2.14006615791546,0.747509915567977,-2.24741342544617,0.00699972125104791,0.0766333192250427,0.0074661115832445,3.17999100323844,0.325796680230313
"11422-19",390,-2.245641,0.1549768,0.1,0.9,0.114473700053451,0.104477611940299,-2.24901802571099,0.00336366755299368,0.161690374619464,0.00464504609721613,2.19722456035744,0.230002897276126,-2.24994539165093,0.00355572453367255,0.148254729999743,0.00469171153868844,-2.238502909683,0.0122803409658085,0.145057319919241,0.0152383339084295,25.5660692526779,44090.8568015212,-2.23850290968418,0.0119720474458429,0.0737336133642744,0.012191540792334,25.9569436987959,23745.5705388055
"11422-20",390,-2.245641,0.1549768,0.1,0.9,0.113504000002812,0.0977777777777778,-2.24184584675153,0.00316909763016796,0.14920829350701,0.00467405210776929,2.01490302023845,0.226967048477505,-2.24140451547477,0.00333511156681553,0.131942221922585,0.00466022941170438,-2.24685479164643,0.0106401003574391,0.166236250672353,0.0146464526622453,25.5660692474259,49553.8449508135,-2.25311363402431,0.00790588793387276,0.0816418725804493,0.00835255558200543,4.33031219130283,0.592097758873556
"11422-21",390,-2.245641,0.1549768,0.1,0.9,0.114165765294256,0.0833333333333333,-2.23950939195094,0.0032273334552129,0.149320089099257,0.0046455893091294,2.26868354131836,0.247593778271922,-2.24139784066986,0.0033734712982659,0.139832656190109,0.00464930369075059,-2.23972729225514,0.0111985504836299,0.14209986913448,0.0147799891056534,3.04452241195427,1.0234218591809,-2.24078503725274,0.00883663313318604,0.073980838040453,0.00917951862391715,4.72078724316203,0.628613462139422
