"sim","N","beta0","beta1","q","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","eta0_gs","se_eta0_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","eta0_cc","se_eta0_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta1_mle","eta0_mle","se_eta0_mle"
"11422-1",2200,-2.245641,0.1549768,0.1,0.5,0.11046810437392,0.340333539221742,-2.2465187343063,0.00118446217746318,0.155602554030561,0.00217862133245971,0.0530159476989444,0.0594647142666687,-2.24708672452953,0.0014584834329001,0.0839999262073005,0.00199322969921065,-2.24075723553104,0.00366908772247554,0.151828127980065,0.0071190722547676,-0.268263986594679,0.184219031499415,-2.2464285537191,0.00122189945343308,0.155277115731952,0.00230477291145624,0.0532038563959682,0.0653126001671753
"11422-2",2200,-2.245641,0.1549768,0.1,0.5,0.110087858509762,0.33050333535476,-2.24664810832554,0.00117336992873228,0.151480448138011,0.00221747775127658,0.0109490144896715,0.0604131146162748,-2.24634247152731,0.00143411028346406,0.0784070934765573,0.0019925700852465,-2.24829321364953,0.00374368919078295,0.150723583093424,0.00690069606351501,0.0531098253138962,0.188210508788629,-2.24691055786642,0.00121394757560266,0.150554066061542,0.00233484298862754,0.0377917793664963,0.0664210432642334
"11422-3",2200,-2.245641,0.1549768,0.1,0.5,0.11035569486725,0.348612786489747,-2.24510624111622,0.00116923524626717,0.157121416823659,0.00222257212224851,-0.0643078672325267,0.0597923226721781,-2.24475190800565,0.00144855246548811,0.0784544159438469,0.00199202679995664,-2.24496939873156,0.00384683572215458,0.159033532939702,0.00660995637682207,0.272866986666641,0.185831149842349,-2.24487929288656,0.0012003531709652,0.157382315088283,0.00234848700533952,-0.0788100306878501,0.0648199212129927
"11422-4",2200,-2.245641,0.1549768,0.1,0.5,0.110726339798949,0.322501532801962,-2.24306605218624,0.00117769493890605,0.154721300653833,0.00218958743358057,0.0785792213878092,0.0604864365367468,-2.24438975133877,0.00143176963911056,0.0859081646737075,0.00198712660203935,-2.23915346890816,0.00365964056632302,0.154308136996116,0.00711119297097407,-0.109199291956971,0.190976737913512,-2.24351030658065,0.00122080824583125,0.154143305787448,0.00228446256705979,0.109505547858993,0.0661990911353935
"11422-5",2200,-2.245641,0.1549768,0.1,0.5,0.110186135969231,0.320995145631068,-2.2465740622841,0.00117328029556626,0.154165163349676,0.00221446599758091,0.0425596144187816,0.0608436791318381,-2.24633371221847,0.00142370235876976,0.0811634589657599,0.00199065669590573,-2.24767209021495,0.00371134717766273,0.155837821945575,0.00701874419755142,0.0953101798012109,0.195401630970914,-2.24627872784048,0.00120658345079813,0.154208534206038,0.00235408212044055,0.0270321883593947,0.0667155294989658
"11422-6",2200,-2.245641,0.1549768,0.1,0.5,0.110458295691143,0.326140567200986,-2.24615570665739,0.001183048865061,0.154775088984878,0.0021828847876013,0.0885854368122099,0.0601702709052814,-2.24610472009202,0.00144083788797761,0.083717092626709,0.00199073151812517,-2.24585576201463,0.00375661122870778,0.151899030904896,0.0068750573069311,-2.57383624054881e-18,0.184114923579665,-2.246096384278,0.00122143571705674,0.155148140925182,0.00227835677596905,0.0801038644926415,0.0652354346350111
"11422-7",2200,-2.245641,0.1549768,0.1,0.5,0.110270180916392,0.334350213544844,-2.24624858212566,0.00117680657423494,0.153419739535927,0.00220263326035342,0.0234456185746804,0.0600612079905008,-2.24636383565722,0.0014424499336407,0.080810421582851,0.00199190746059347,-2.24365174113617,0.00376195045151769,0.137809177553247,0.00685254880078582,0.356674943938732,0.201186953605504,-2.24681071082245,0.00121207953698248,0.152466152054904,0.00233888193240374,0.0660098269374992,0.0665124297559742
"11422-8",2200,-2.245641,0.1549768,0.1,0.5,0.110589668823092,0.333129957291031,-2.24449897662651,0.00117559434150491,0.15753263071475,0.00219825897163888,0.0271019297777907,0.0601168280334511,-2.24515856642426,0.00144018780742215,0.0841611170457517,0.00198906486688597,-2.23813697415189,0.00366062105341935,0.148887639718026,0.00711656098242242,-0.0918075492507231,0.191767076484526,-2.24434044365686,0.00121419192626127,0.157254638342329,0.00231041960247532,0.023091040808303,0.0653209521213124
"11422-9",2200,-2.245641,0.1549768,0.1,0.5,0.110393292218093,0.316339066339066,-2.24739945835607,0.00118134547811641,0.158561253305113,0.00218764902824212,0.104972090709963,0.0607453403190973,-2.24690445554906,0.00142833782317673,0.0855998332583176,0.00198952627368246,-2.24756333215248,0.00365775498684662,0.150059089430817,0.00725169906886296,9.48736039225134e-18,0.2,-2.24730418229357,0.00120897597835807,0.159256031089624,0.00227685245122573,0.0898961519917721,0.0651136517775139
"11422-10",2200,-2.245641,0.1549768,0.1,0.5,0.110386661326661,0.352689486552567,-2.24652519914487,0.00117783141557504,0.157386208741429,0.00219814263171043,-0.0227880150100403,0.0592127679822553,-2.24825091424318,0.001465335142943,0.0840073375097288,0.00199515099827268,-2.24944287832231,0.0037871979963531,0.16827824960963,0.00677066370769895,0.140581950574992,0.187779864116058,-2.24670687372326,0.00121809042302836,0.157681566493383,0.00234699877800501,-0.0192114891185892,0.0654182714570542
