"sim","N","beta0","beta1","q","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","eta0_gs","se_eta0_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","eta0_cc","se_eta0_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta1_mle","eta0_mle","se_eta0_mle"
"11422-1",2200,-2.245641,0.1549768,0.1,0.9,0.113866620937797,0.106276150627615,-2.2473225396439,0.00137894269062716,0.156640377358255,0.00195844067185805,2.06855573287228,0.0941735846388263,-2.24709523326695,0.00145848964791281,0.139815319219618,0.00196794468311788,-2.24068141068442,0.00445386684282677,0.152396592332739,0.00617553196184091,2.360854001118,0.330808010603837,-2.24772094288538,0.0038268485494268,0.0797894179979982,0.0040172534970857,3.490556288483,0.151831035172968
"11422-2",2200,-2.245641,0.1549768,0.1,0.9,0.113657323556538,0.0816666666666667,-2.24722350374721,0.00137571842922821,0.153363943337515,0.00195996579230801,2.32278780031152,0.105849328492504,-2.24700807035574,0.00143553558147886,0.140166193992107,0.00196432186913942,-2.2464120627119,0.00440430173170238,0.152812307850612,0.00619246213120743,2.06977962957191,0.29432648957891,-2.25192553873118,0.00386359200719048,0.082227703308472,0.00402892548060469,3.49909352314679,0.146733782942618
"11422-3",2200,-2.245641,0.1549768,0.1,0.9,0.114244210909896,0.0857385398981324,-2.24416322263437,0.00138633421735719,0.154452569366983,0.00195468454601465,2.31439625392237,0.104304662315979,-2.24458978042055,0.00145023628299736,0.142267397140822,0.00196291857520769,-2.24613802455957,0.00454507750444352,0.148659022363927,0.00620165299646286,2.50325578845507,0.346701389814718,-2.25275398055933,0.00399086914465835,0.0882229792364727,0.00414445790275458,3.70379224711174,0.162052788311274
"11422-4",2200,-2.245641,0.1549768,0.1,0.9,0.113964475107465,0.0993485342019544,-2.24395443842079,0.00135771554280998,0.156281278365793,0.00195877010640934,2.07533475836526,0.0960474023149522,-2.24325930224932,0.00143009819091503,0.138705992965642,0.00196122087886036,-2.23791591124082,0.00443582107981173,0.14983527254661,0.00616212212951175,2.360854001118,0.330808010603838,-2.24972862435727,0.00368048213345452,0.083196894006376,0.00385449713328107,3.18692840388488,0.128050533918035
"11422-5",2200,-2.245641,0.1549768,0.1,0.9,0.113514708453443,0.0924574209245742,-2.24556603263569,0.00135583111292633,0.152174473980999,0.00196272632441002,2.13800004170955,0.0990209827901116,-2.24574484988597,0.00142320773061919,0.13753596989258,0.00196324107266967,-2.2455232674435,0.00437985952241227,0.150944271757072,0.00619206913431043,2.06002345487387,0.294488836571182,-2.2501204747633,0.00390068159960641,0.0789932369191057,0.00407729988990315,3.53049820484636,0.150073630486824
"11422-6",2200,-2.245641,0.1549768,0.1,0.9,0.113845547889014,0.0906821963394343,-2.24530011141287,0.00137354682640069,0.153133731240346,0.00195895944564317,2.21440537084466,0.100867983516688,-2.24571658055203,0.00144055829507774,0.139847674531033,0.00196431274743431,-2.24555509337885,0.00444290735279496,0.151733226640943,0.0061935172993612,2.57451880847168,0.366774287218673,-2.24919998001578,0.00402837497644123,0.0807976586007406,0.00420666378443735,3.92625910844198,0.186194054471657
"11422-7",2200,-2.245641,0.1549768,0.1,0.9,0.113837011453537,0.0909090909090909,-2.24710355925461,0.00137657452404512,0.156195871009398,0.00195825442977181,2.2174068725609,0.100852829887411,-2.24667951565105,0.00144334364622842,0.141140688837114,0.00196437534938261,-2.25144685005829,0.00453903394736444,0.159279369391396,0.00619901720181449,2.49412330489203,0.346821674922665,-2.25993672217971,0.00383710514197456,0.0924206454291578,0.0039858121370118,3.46333470058564,0.143945904811815
"11422-8",2200,-2.245641,0.1549768,0.1,0.9,0.114159910708458,0.0861924686192469,-2.2428638148442,0.00137552839077455,0.152846254658371,0.00195551849639755,2.27801383226357,0.103458987707305,-2.24311016506494,0.00143923735924368,0.140011712264648,0.00196124067225654,-2.23967717135269,0.00450491496671576,0.156668546453488,0.00616494391646006,2.49412330489203,0.346821674922667,-2.24640595366217,0.00403267473229812,0.0807565275949418,0.00418903616513998,3.75341057070526,0.165806212801976
"11422-9",2200,-2.245641,0.1549768,0.1,0.9,0.113643611879447,0.0898692810457516,-2.24680123391941,0.00136239740207919,0.155785410536333,0.00196109015489047,2.1829822076208,0.100568597566967,-2.24697563119736,0.0014281600779519,0.14141837950074,0.00196325116477507,-2.24912760110202,0.00433575238909792,0.158023636772201,0.00619668415092188,2.64920970104921,0.391097235945796,-2.25321861343231,0.00385400966327484,0.0835813422054057,0.00403302527832259,3.84494828511016,0.180413588271499
"11422-10",2200,-2.245641,0.1549768,0.1,0.9,0.11425603783627,0.0854922279792746,-2.24508376697801,0.00139988848026388,0.153766085636906,0.00195549402431516,2.35377737217866,0.105169867174023,-2.24498308904994,0.0014637596728547,0.141164773808045,0.00196642680529471,-2.24498683676554,0.00444242530856171,0.14918092886569,0.006191186430757,2.08901099083313,0.294010590617373,-2.25291487747503,0.00384328773345642,0.0890400242284416,0.00399543982718961,3.41753093982493,0.139533853288146
"11422-11",2200,-2.245641,0.1549768,0.1,0.9,0.113907218210711,0.0924229808492923,-2.24519966394601,0.00137339529023989,0.153861461777607,0.00195770718762786,2.1972245603575,0.100041792522046,-2.24574026609321,0.00144204340837206,0.140481673130101,0.00196355521804442,-2.24852487614054,0.00454629855161765,0.164380243413485,0.00618141679461305,2.62103882409595,0.366183274043443,-2.25354369918166,0.00399938878865117,0.0858467923962381,0.00415918381233247,3.80158555313603,0.172831392157076
"11422-12",2200,-2.245641,0.1549768,0.1,0.9,0.113841572046754,0.0934891485809683,-2.24613648685372,0.00137671144749262,0.154232581709942,0.00195887763241336,2.19125439515705,0.0996244392367502,-2.24613384917672,0.00144592587362787,0.139761710410271,0.00196542512875097,-2.23654946999021,0.00424170600766518,0.14334491334126,0.00620299495249194,1.55814461804655,0.246020964422715,-2.24493212252037,0.00373691543019206,0.0770867421220245,0.00390353638132369,3.16122324389681,0.122787499459008
"11422-13",2200,-2.245641,0.1549768,0.1,0.9,0.113696849529292,0.0898058252427184,-2.24659740042481,0.00135537524276969,0.158138979466424,0.00196207573464464,2.16156108470589,0.10022564701892,-2.24770897396635,0.00142153152770444,0.145013063238457,0.00196243060820339,-2.24183164020632,0.00432087289181144,0.154269866361105,0.00618383273127316,2.19722456035744,0.31779467182782,-2.24735735790608,0.00389867315041839,0.0777937544436261,0.00406329986435701,3.65392070480627,0.157592324670541
"11422-14",2200,-2.245641,0.1549768,0.1,0.9,0.113637856287647,0.0886178861788618,-2.24789239259038,0.00135928006146817,0.158807302277279,0.00196118292479261,2.18594817551777,0.101013504374,-2.24783915378291,0.00142378034719366,0.143765857088501,0.00196240649817708,-2.24350344091596,0.00434745500076871,0.154780226947605,0.00619007893150454,2.30258509299403,0.331662465132299,-2.24751865882067,0.00389782507867064,0.0773867163357136,0.0040911671269287,3.69253815613275,0.166354103057442
"11422-15",2200,-2.245641,0.1549768,0.1,0.9,0.11400856145461,0.0902255639097744,-2.24439972806466,0.0013755908024417,0.15349920574475,0.00195703306043393,2.2286195608377,0.101273234297377,-2.24472305072284,0.0014423688281069,0.140173041313678,0.00196313180083864,-2.24304623296346,0.00436252861659967,0.151695389274259,0.00618718782819739,2.41789593950492,0.34786785665247,-2.24688641864627,0.0039506418486924,0.0800112612736819,0.00411821651673354,3.89193336706478,0.180067692927163
