"sim","N","beta0","beta1","q","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","eta0_gs","se_eta0_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","eta0_cc","se_eta0_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta1_mle","eta0_mle","se_eta0_mle"
"11422-1",2200,-2.245641,0.1549768,0.1,0.6,0.111101371973293,0.305591677503251,-2.24688357537789,0.00121509515943835,0.156103387404651,0.00210117670340938,0.342532861232893,0.0603177716841081,-2.24688891679164,0.00145833920434224,0.094156818179925,0.00198834865566908,-2.24247096049709,0.00394822192607028,0.154323357716092,0.0064432914784675,0.603916046831957,0.194225567464372,-2.24705094400145,0.00126037103867528,0.154954747396923,0.0021715503746682,0.370203559502627,0.0667579154319497
"11422-2",2200,-2.245641,0.1549768,0.1,0.6,0.110968538390287,0.284785435630689,-2.246431827902,0.00121506104873051,0.151052303009922,0.00210267200480357,0.413046645560559,0.0615928485546924,-2.24744077691138,0.00143749793768911,0.0955837182812485,0.00198560870596172,-2.2445114284302,0.00378774129262742,0.144767225583407,0.00678266607157982,0.413562318340784,0.201294003001934,-2.24694391935981,0.00125867592699873,0.150618114186593,0.00216545966052972,0.449633974690121,0.0684126038723933
"11422-3",2200,-2.245641,0.1549768,0.1,0.6,0.111510273946093,0.289108910891089,-2.24406170859366,0.00122239486112285,0.153594722553948,0.00208084806589584,0.447199927885775,0.0611797266610535,-2.24466339465883,0.00145028966420541,0.0975628453695884,0.0019832627386814,-2.24674928951433,0.0038685355638971,0.146690226503713,0.00661876909873919,0.287682072451783,0.185239643329022,-2.24456827671202,0.00126656390356342,0.152899512501706,0.00212937214648331,0.486337928751497,0.0675347090546244
"11422-4",2200,-2.245641,0.1549768,0.1,0.6,0.111222461944014,0.294192724952138,-2.2433416695813,0.00120171261921502,0.154983675968158,0.00212278893587415,0.317072379147523,0.0612288838799828,-2.24325930224932,0.00143009819091503,0.0924436031351296,0.0019828420993016,-2.23862104572135,0.00381835079646876,0.14927207976146,0.00663770909230154,0.277631736598279,0.187487373250697,-2.24311852192604,0.00123292131937164,0.155563797943365,0.00222243856547513,0.296354468658955,0.0671914783779833
"11422-5",2200,-2.245641,0.1549768,0.1,0.6,0.110829476650527,0.28544061302682,-2.24601528564162,0.00120352591121432,0.152132441870881,0.00212609123184695,0.349490359823649,0.0617610194003979,-2.24574484988596,0.0014232077306192,0.0915366780048838,0.00198504243370982,-2.24811006212134,0.00374565895973217,0.157170811855474,0.00689645688343966,0.0173917427118681,0.186508013067127,-2.24607242018842,0.00124186292313614,0.152655179291606,0.00221116154011422,0.344204997357991,0.0679439607911968
"11422-6",2200,-2.245641,0.1549768,0.1,0.6,0.111071628819685,0.293014230271669,-2.24601630272864,0.00121161708961837,0.154390372328297,0.00210804224621706,0.367215225974161,0.0611273873684219,-2.24657608665886,0.00144117752034028,0.0951278056842841,0.00198581527304918,-2.24731019713299,0.00389405682477303,0.156733731664607,0.00655875520775254,0.464305608131098,0.192387593010324,-2.24648446469822,0.0012510154860807,0.153735571880566,0.00217600675871201,0.403016595325667,0.0673461806238859
"11422-7",2200,-2.245641,0.1549768,0.1,0.6,0.111138236956652,0.287859007832898,-2.24853298317843,0.00121850733585884,0.160671529365628,0.00209363747066683,0.415243298089788,0.0613561703076043,-2.24849431226643,0.00144355717352077,0.0998212351844119,0.00198504587260485,-2.23777767408465,0.00391144501204087,0.15851038881545,0.00644980254098875,0.652873281421897,0.200036019622716,-2.24897453107678,0.00125716320159589,0.160556714921787,0.00214992362592811,0.43984199015953,0.0670686374498007
"11422-8",2200,-2.245641,0.1549768,0.1,0.6,0.111426916278424,0.285061969993477,-2.24476631054497,0.00121586370065662,0.157410835160226,0.00209267063617001,0.422856850820023,0.0615433167591073,-2.24546957477794,0.00143852534234451,0.0993838626934094,0.00198201277769534,-2.25337102881457,0.00390377752201752,0.161614952666346,0.00655787110893954,0.637577329405051,0.203255336744325,-2.24508077574732,0.00125551673818145,0.156631972515186,0.00215198218660477,0.45283491722278,0.067679950827265
"11422-9",2200,-2.245641,0.1549768,0.1,0.6,0.110784687373141,0.297656744775174,-2.24580929597897,0.00119857694276935,0.153145879838752,0.00213810651349475,0.278598387229374,0.061138903572775,-2.24576775947621,0.00143020354653307,0.089927541805064,0.00198642542674954,-2.24303211387784,0.0038821544660772,0.14936715277296,0.00654879751629959,0.419853845560264,0.189802118558606,-2.24590140992119,0.00123358745206585,0.152875508895886,0.00223341382801187,0.287216685848438,0.0674754505245038
"11422-10",2200,-2.245641,0.1549768,0.1,0.6,0.111483654733409,0.296345514950166,-2.24687817463218,0.00122832470545191,0.158946592652564,0.00207331797863033,0.44359289354472,0.0606712560446075,-2.24613084074609,0.00146360293466845,0.0983930361232665,0.00198641986798647,-2.24491522892664,0.0038494564384887,0.14926460977153,0.00663415176944992,0.29266961396282,0.186883314129624,-2.24711961826285,0.00127395619646347,0.158661409551353,0.0021055762311422,0.460611741354246,0.0656910906512266
