"sim","N","beta0","beta1","q","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","eta0_gs","se_eta0_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","eta0_cc","se_eta0_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta1_mle","eta0_mle","se_eta0_mle"
"11422-1",390,-2.245641,0.1549768,0.1,0.6,0.111467374632529,0.29520295202952,-2.24383597522519,0.00289231148522148,0.154669311916527,0.00496621096722448,0.397096858437644,0.144579947247137,-2.24290571240865,0.00344248756275625,0.0936989980861595,0.00471294331533864,-2.25005710122885,0.00919989776553049,0.156257665934903,0.0157348064521252,0.182321556517338,0.428172901127054,-2.24401899895881,0.00294858208148962,0.154425879925643,0.00526847474752596,0.410985243386243,0.160540790765
"11422-2",390,-2.245641,0.1549768,0.1,0.6,0.110261788182906,0.295373665480427,-2.24848332176395,0.00284746543005282,0.147905503599484,0.00511050934373529,0.272507274432546,0.145679458694804,-2.25043048491917,0.00339525660490536,0.0904657592552517,0.00473115383851769,-2.2600365031131,0.00890164530600614,0.152060682358352,0.0166581665559736,0.223143550217826,0.474337947415548,-2.24771773762944,0.00284543369861597,0.147979193564858,0.00572829207139921,0.231029066744464,0.167773867701314
"11422-3",390,-2.245641,0.1549768,0.1,0.6,0.111144994387808,0.284644194756554,-2.24910991277424,0.00291932418193322,0.156968294468891,0.00492965945436261,0.481451015086083,0.145903993255181,-2.25107551550578,0.00345609125431275,0.1035749485733,0.00471748134353896,-2.24535534077448,0.00899150830928201,0.159082418817965,0.0160544181639843,0.606135803570267,0.507519176407822,-2.25037151707604,0.00306779044702432,0.155594415687205,0.00483770710741655,0.572512238321872,0.16151827600998
"11422-4",390,-2.245641,0.1549768,0.1,0.6,0.111304972513417,0.285714285714286,-2.2427298701139,0.00287772379171759,0.149720518890697,0.00499248744954735,0.405465108108164,0.146176335743947,-2.24301219017996,0.00340530150180927,0.0930247364889946,0.00470815507361026,-2.23210091211666,0.00911693856419536,0.145142861610111,0.0155955426066116,0.538996500732675,0.475594846747084,-2.24317005958615,0.00291084629667202,0.147889634628701,0.00552249588081186,0.462254613891147,0.169951327476875
"11422-5",390,-2.245641,0.1549768,0.1,0.6,0.110501575767677,0.348754448398576,-2.24707577053944,0.00284469891672868,0.150206924913401,0.00509603378334513,0.106380403551884,0.139206239878773,-2.24973131684278,0.00352890042886918,0.0868950124164871,0.00474686216645442,-2.26195773528282,0.00909316131602768,0.147471372659586,0.0162011401126909,0.0953101798012101,0.436931329765292,-2.24943464334814,0.00292389096575366,0.148742805940274,0.00533851251234389,0.246696674928508,0.157806001349852
"11422-6",390,-2.245641,0.1549768,0.1,0.6,0.111052502164729,0.259927797833935,-2.24433119109841,0.00286047108810301,0.15211428771068,0.00504212960089503,0.450721699696283,0.150792724882586,-2.24463502845055,0.00332502980823152,0.0962453617814127,0.00471123065788586,-2.24528449737412,0.00916082474406002,0.169866542109849,0.0156122258094048,0.405465108108164,0.45643546206708,-2.24530369545668,0.00292241332352635,0.152654374386203,0.00537281583861385,0.49604864240839,0.170425418356347
"11422-7",390,-2.245641,0.1549768,0.1,0.6,0.111525001940922,0.292592592592593,-2.2422022882613,0.00289406733717419,0.150312390337436,0.00495969594113268,0.418043890315025,0.144884646849322,-2.24015369118082,0.00343662805407582,0.0894906396466012,0.00471037723648744,-2.235976746309,0.00947877715669421,0.141122966512966,0.0151272095134695,0.241162054963978,0.402907234257256,-2.24108297008384,0.00288993342696009,0.151943982881292,0.00536523350635676,0.331787978202392,0.160192623432111
"11422-8",390,-2.245641,0.1549768,0.1,0.6,0.112079233349028,0.268199233716475,-2.2444611280636,0.00294598330568342,0.160198328433029,0.00486402489554805,0.611317162312258,0.14845082815548,-2.24588791733499,0.0034471887244082,0.109279230385876,0.00470162460321597,-2.24529845437028,0.00973492392292056,0.173241738694231,0.0149054847070682,0.762140052046398,0.457737570317713,-2.24444142497314,0.00300627143335752,0.158612673218715,0.00501567966622204,0.642159784142715,0.16848942244296
"11422-9",390,-2.245641,0.1549768,0.1,0.6,0.111269643682556,0.251824817518248,-2.24694153818496,0.0028790593550155,0.162453145258396,0.00499392340287111,0.519483686509097,0.152031055520102,-2.24590448541411,0.00332655686512014,0.102829201296511,0.00470488265123103,-2.24973907580215,0.00919056693128311,0.156776099788223,0.015678292591376,0.693147180559742,0.49999990819415,-2.24714637398974,0.00294945312137767,0.161799606311732,0.00500141831906458,0.541612554562339,0.164730569222457
"11422-10",390,-2.245641,0.1549768,0.1,0.6,0.110404310070067,0.316176470588235,-2.25250279159823,0.00289923198670466,0.153303267477954,0.00499945145908856,0.316337328212156,0.141783226132094,-2.25104349341728,0.0035049110384978,0.0888490791636631,0.00474388732212024,-2.24996666826574,0.00972570987102872,0.153158788980068,0.0150188241097906,0.405465108108164,0.408248288209407,-2.25194047157456,0.00293051146084659,0.152634137439003,0.00516326878673421,0.29950096715302,0.156849161792145
