"sim","N","beta0","beta1","q","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","eta0_gs","se_eta0_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","eta0_cc","se_eta0_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta1_mle","eta0_mle","se_eta0_mle"
"11422-1",390,-2.245641,0.1549768,0.1,0.5,0.110396386604809,0.352542372881356,-2.24372342345273,0.00277069883761323,0.154939659327325,0.00530440417922062,-0.0905140075386559,0.141921427108314,-2.24290571240866,0.00344248756275626,0.0753160890457286,0.00473329223254615,-2.24883731385788,0.00903175831135985,0.152127156879618,0.0161102528521073,-2.03511774223101e-17,0.426401432711221,-2.24461979480644,0.00282884668545991,0.153276802857357,0.00566872205649863,-0.0236808617450634,0.155862677835191
"11422-2",390,-2.245641,0.1549768,0.1,0.5,0.109849366528379,0.321917808219178,-2.25366462909189,0.00280031764570697,0.168391349616653,0.00525129945682111,0.0416726964005602,0.144368899305138,-2.25115699866579,0.00339649147026715,0.0846245162243039,0.00473959938699564,-2.2486917604399,0.00856203227356827,0.165268475605956,0.0176999713154698,-0.117783035642819,0.485912350995434,-2.25321500246688,0.00286059588756391,0.167798349030692,0.00547076857650164,0.0285029614571096,0.154586431261765
"11422-3",390,-2.245641,0.1549768,0.1,0.5,0.11049429252177,0.323843416370107,-2.24920714243613,0.00284367497443751,0.15715627973799,0.00509433370403332,0.180488375454184,0.141997131975693,-2.24855076513232,0.00345852949017067,0.0872918775416575,0.00473015010567951,-2.23876667490992,0.00910294758989926,0.145996621898583,0.0157080917388202,0.875468737352439,0.532290355570671,-2.2494472337357,0.0028874400116391,0.155826304168121,0.00543585565366843,0.211507192366383,0.156554194837514
"11422-4",390,-2.245641,0.1549768,0.1,0.5,0.110281006574971,0.344594594594595,-2.24462938292931,0.00276638057961983,0.155962955805259,0.00531752635445572,-0.0816780310132046,0.142976268727406,-2.24345004182054,0.00341469908727002,0.0755836856257826,0.00472938237847043,-2.23220580403538,0.00850732480526382,0.12546356077234,0.0179757279567135,-0.485507815781698,0.449358508305963,-2.24379231118332,0.00276209421580448,0.155576237391975,0.00606759692329229,-0.11758127410532,0.158086806873474
"11422-5",390,-2.245641,0.1549768,0.1,0.5,0.11082595245429,0.335766423357664,-2.24784463559978,0.00288051608073591,0.152983737398217,0.00501073637179223,0.231801612638796,0.139606240115349,-2.25065741841447,0.00354095929647109,0.0931920261272394,0.0047447958349959,-2.2591129818517,0.0102211200342154,0.144243977055122,0.0148976060988263,0.887303194999315,0.449088454786799,-2.25024720523662,0.00295453280019205,0.152357715476911,0.00498843557465204,0.359329126003025,0.155380317794475
"11422-6",390,-2.245641,0.1549768,0.1,0.5,0.110206313570762,0.30976430976431,-2.24333701111067,0.0027614186243322,0.1501271246792,0.00534632458075084,0.010810916104216,0.14704507263919,-2.24396085001093,0.00332390929079459,0.0795920436196508,0.00472944709815803,-2.23999262806627,0.00896689360138115,0.138851735737177,0.0161026593996775,0.0953101798012101,0.436931329765292,-2.24351170320415,0.00279444529330873,0.150910737380689,0.00580824563005293,0.00915087788166924,0.16318797053674
"11422-7",390,-2.245641,0.1549768,0.1,0.5,0.110618938513501,0.348122866894198,-2.24096094704193,0.00277655592543965,0.149399072008278,0.00526967125607058,-0.050261834780853,0.141821010662976,-2.24090022431026,0.00343733842699996,0.0755481970817736,0.00472752761795437,-2.25098614060875,0.00917353797165309,0.17038471478729,0.0156278793539964,1.09861228866514,0.577349771900596,-2.24160144196193,0.00282058432446897,0.14985399800775,0.0057949090623411,-0.0235024350455389,0.157216626704683
"11422-8",390,-2.245641,0.1549768,0.1,0.5,0.110363469728472,0.359060402684564,-2.2408796321809,0.00275295099088612,0.14773753664685,0.0053610174915825,-0.151040257337043,0.142180488347915,-2.24204941044064,0.00344083663161611,0.0732554045633675,0.00473229344303014,-2.24199466384222,0.00917430713695794,0.165799199353849,0.0155957118770791,0.538996500732675,0.475594846747084,-2.24022780816128,0.00274787495092144,0.150959498059534,0.00610892635028126,-0.225540208780159,0.158473109996474
"11422-9",390,-2.245641,0.1549768,0.1,0.5,0.110016591148178,0.315614617940199,-2.24641446618044,0.00274640235268462,0.161756530148317,0.00540673732572097,-0.0652405218681781,0.147520399365316,-2.24753068978994,0.00332258835727578,0.0837449950749335,0.00473184580769992,-2.24396545680938,0.00882952561674301,0.160094442312087,0.0164612681677807,0.223143550217825,0.474337947415548,-2.24608174923309,0.00275606647106114,0.16176290091529,0.00587800487950893,-0.0834469473180759,0.159919357993622
"11422-10",390,-2.245641,0.1549768,0.1,0.5,0.109703041923995,0.346153846153846,-2.2516752043246,0.00282495935465847,0.148153593341699,0.00518929227110939,0.0492710490067508,0.140415077336915,-2.25277389492614,0.00349428164880431,0.0806752594449509,0.00475467074911528,-2.27568785629244,0.00929759807089036,0.17020650627075,0.0158412748934843,-0.154150679739991,0.393397175546778,-2.25158195960221,0.00285850381961395,0.146377479203178,0.00565479710268722,0.0718793409340969,0.158866937489679
"11422-11",390,-2.245641,0.1549768,0.1,0.5,0.110471342029874,0.301369863013699,-2.2434007046769,0.00278487702772004,0.151813259708693,0.0052517682449716,0.10763066418511,0.146859453043578,-2.241110147937,0.0033267409589199,0.0783593969952046,0.00472230485492353,-2.25486747784453,0.00889600607502267,0.148238091157685,0.0166398501450572,-0.182321556517337,0.428172901127054,-2.24437330913201,0.00283927061398748,0.149425292250799,0.00550071294178018,0.19877400649499,0.164213357932891
"11422-12",390,-2.245641,0.1549768,0.1,0.5,0.109802499574551,0.379084967320261,-2.24385933578684,0.00271954999159554,0.152161885929082,0.00552652494904867,-0.322773392263051,0.143267063618104,-2.24454529474255,0.00345260866135088,0.0680271663380196,0.00474340131888054,-2.2611536419279,0.0086373906326798,0.165997599291368,0.0178534319081937,-0.485507815781697,0.449358508305963,-2.24462648732848,0.00272278929096212,0.151983423481546,0.00670450662620824,-0.281880768125946,0.164175668833123
"11422-13",390,-2.245641,0.1549768,0.1,0.5,0.110826573779253,0.350877192982456,-2.24243412931298,0.00281662130604333,0.149945417064752,0.005144505411637,0.0487901641694029,0.139727623567779,-2.24460473301717,0.00350121406189122,0.0835240299784229,0.00473472587886757,-2.24553963599212,0.00883538139599414,0.128363311918987,0.0166644646842032,-0.182321556517338,0.428172901127054,-2.24225155907621,0.0028520540954244,0.149275650869232,0.00547353987233386,0.0497509728497308,0.155516651980522
"11422-14",390,-2.245641,0.1549768,0.1,0.5,0.110510538539911,0.384615384615385,-2.24361619525213,0.0028115069749903,0.145882177655396,0.00516779913413859,-0.0560894666509667,0.136770948946976,-2.24323844814606,0.00358330768955089,0.0728602522806382,0.00476043724429878,-2.25501343835398,0.00905505702277424,0.178824784021429,0.0160113061163142,-0.0870113769879778,0.417423475869044,-2.24294794039206,0.00284182815094596,0.14452245972461,0.00655531314436979,-0.0692288125473472,0.164022775197278
"11422-15",390,-2.245641,0.1549768,0.1,0.5,0.110994682319352,0.328621908127208,-2.24328974663841,0.00282753271085471,0.155191526937832,0.00510821147797253,0.140229341263248,0.141768938398872,-2.24501016874282,0.00345396768545501,0.0892339535501778,0.00472140273870539,-2.23973097620522,0.0086675134196271,0.123119289660565,0.0171982200606522,-0.287682072451781,0.440958551654338,-2.24566765074755,0.00290492572073212,0.153315028522455,0.00537711281148143,0.28607816538342,0.16096361824834
"11422-16",390,-2.245641,0.1549768,0.1,0.5,0.109978061767184,0.364864864864865,-2.24813869421707,0.00276992294224563,0.158578935625246,0.00532473901289591,-0.138836444811842,0.141058530086454,-2.24611312708245,0.00347268175884669,0.0730111450042865,0.00474354450541794,-2.25307726398211,0.0081997494420981,0.164688623318108,0.0213022049609842,-1.02961941717824,0.520987638982723,-2.24625655577583,0.0027982379489701,0.160986229735164,0.00600882138918885,-0.256011657211194,0.154565221346144
