"sim","N","beta0","beta1","q","ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-11",2200,-2.245641,0.1549768,0.1,0.9,0.113907218210711,0.0924229808492923,-2.24519966394601,0.00137339529023989,0.153861461777607,0.00195770718762786,-2.24574026609321,0.00144204340837206,0.140481673130101,0.00196355521804442,-2.24852487614054,0.00454629855161765,0.164380243413485,0.00618141679461305,-2.24548338904894,0.00138936633678078,0.153796807419639,0.00189465677234601,0.904056537015469
"11422-12",2200,-2.245641,0.1549768,0.1,0.9,0.113841572046754,0.0934891485809683,-2.24613648685372,0.00137671144749262,0.154232581709942,0.00195887763241336,-2.24613384917672,0.00144592587362787,0.139761710410271,0.00196542512875097,-2.23654946999021,0.00424170600766518,0.14334491334126,0.00620299495249194,-2.24610579187867,0.00139264763670635,0.154379958971053,0.0018813681800727,0.898083216515203
"11422-13",2200,-2.245641,0.1549768,0.1,0.9,0.113696849529292,0.0898058252427184,-2.24659740042481,0.00135537524276969,0.158138979466424,0.00196207573464464,-2.24770897396635,0.00142153152770444,0.145013063238457,0.00196243060820339,-2.24183164020632,0.00432087289181144,0.154269866361105,0.00618383273127316,-2.24697429398544,0.0013673982563937,0.158373198417858,0.00191670841767991,0.900056121466065
"11422-14",2200,-2.245641,0.1549768,0.1,0.9,0.113637856287647,0.0886178861788618,-2.24789239259038,0.00135928006146817,0.158807302277279,0.00196118292479261,-2.24783915378291,0.00142378034719366,0.143765857088501,0.00196240649817708,-2.24350344091596,0.00434745500076871,0.154780226947605,0.00619007893150454,-2.24756646930981,0.00136619494859584,0.15875958299249,0.00191222210345882,0.895138133852908
"11422-15",2200,-2.245641,0.1549768,0.1,0.9,0.11400856145461,0.0902255639097744,-2.24439972806466,0.0013755908024417,0.15349920574475,0.00195703306043393,-2.24472305072284,0.0014423688281069,0.140173041313678,0.00196313180083864,-2.24304623296346,0.00436252861659967,0.151695389274259,0.00618718782819739,-2.24451794449509,0.001389951909408,0.153072289464503,0.00190918069339844,0.907050762894626
"11422-16",2200,-2.245641,0.1549768,0.1,0.9,0.114065192093661,0.0928270042194093,-2.2444299323257,0.00138208534547052,0.152900748091081,0.00195542681346047,-2.24475886905227,0.00145137830827368,0.139533957999057,0.00196382790107605,-2.24250966347783,0.00428947422798833,0.151466484690657,0.00619490180249356,-2.24478404763675,0.00139859866043979,0.152845671765004,0.00189663495491942,0.907080873408739
"11422-17",2200,-2.245641,0.1549768,0.1,0.9,0.113784070472335,0.0843071786310517,-2.24822457869052,0.0013780717345572,0.157435294918509,0.00195928704867016,-2.2479667217948,0.00143984447772293,0.143543063798933,0.00196460187634837,-2.24656015584033,0.0043176897261136,0.152380235607007,0.00620660672572683,-2.2477319401775,0.00138508984416605,0.157622428351998,0.00190874957576585,0.901096114249736
"11422-18",2200,-2.245641,0.1549768,0.1,0.9,0.113769992621903,0.0998336106489185,-2.24558952507684,0.00137358703828283,0.152390850523067,0.00195940465633216,-2.24519464336946,0.00144758382850242,0.136345735524446,0.0019660971684351,-2.25093510705369,0.00439370355631296,0.158665799019085,0.00619529440540113,-2.24547014804096,0.00139049708888887,0.152303347869334,0.00189684752746455,0.891675247849564
"11422-19",2200,-2.245641,0.1549768,0.1,0.9,0.114204517794845,0.0868824531516184,-2.24556265664682,0.0013901789239597,0.15600678783359,0.00195575575348004,-2.24518264022175,0.00145448998268325,0.142171225504214,0.00196473678167881,-2.25105181423376,0.00434044611297524,0.15540436686845,0.00621153709755819,-2.24567185048871,0.00140342109837453,0.155806714475276,0.00189954243097963,0.912253716439159
"11422-20",2200,-2.245641,0.1549768,0.1,0.9,0.113682588513938,0.091497975708502,-2.24599775235829,0.0013553267200665,0.15641903614084,0.0019620391019564,-2.2460660003128,0.00142202585515494,0.141231637780001,0.00196245938306194,-2.24208829710054,0.00447141969738555,0.147861897493959,0.00618418048288907,-2.24587746405002,0.00136619184135491,0.156413578118185,0.00190981352829148,0.893570314539157
"11422-21",2200,-2.245641,0.1549768,0.1,0.9,0.113840836994174,0.0812807881773399,-2.24586252981662,0.00136454567446697,0.156567815117797,0.0019590592922855,-2.24570820271325,0.0014236692913788,0.142877077629823,0.00196106268750184,-2.2520948053312,0.00453240822552232,0.167816756554585,0.00618491045032419,-2.24580904321968,0.00136772108682436,0.156872240615974,0.00191266437163729,0.905661146000361
"11422-22",2200,-2.245641,0.1549768,0.1,0.9,0.113348385863428,0.0922832140015911,-2.24493814594035,0.00134257180560587,0.151253658619868,0.00196723209254204,-2.24498956691887,0.00140929763883779,0.135825865104016,0.00196351568506166,-2.24807652047159,0.00428486506986932,0.151511350584103,0.00622454240763892,-2.24456939451961,0.00134824013275737,0.151198021539329,0.0019234992139919,0.885739624986911
"11422-23",2200,-2.245641,0.1549768,0.1,0.9,0.114014227920893,0.0845070422535211,-2.24482533980476,0.00136989729458908,0.155967071425471,0.00195720587958508,-2.24502118939754,0.00143180644654161,0.142787424814605,0.00196109538943784,-2.24158604757288,0.00432099346826183,0.154305592989804,0.00618493947986142,-2.24481340302691,0.00137926469419399,0.155907792879305,0.00190900680041995,0.907011439788212
"11422-24",2200,-2.245641,0.1549768,0.1,0.9,0.113844451058671,0.109908409658618,-2.24630848433469,0.00137422497388274,0.155031809490263,0.00195829032163448,-2.24595060979199,0.00145630418092234,0.137465479197257,0.00196717064545756,-2.23957790192823,0.00425747597755369,0.145679512814327,0.00619536394222738,-2.24668975386432,0.0013924098128697,0.155140359443595,0.00189324444920154,0.887345140025717
