"sim","N","beta0","beta1","muU","sigmaU","q","access","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle"
"11422-17",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112668836584845,0.298755186721992,-2.24659287671754,0.00307024356321671,0.157884504115174,0.00474291160362571,-2.24451578946132,0.00366199508853992,0.105523403774267,0.00476094222174122,-2.24933250767776,0.010163940572973,0.151438777799862,0.0147979527837344,-2.24787270639218,0.00190690846490869,0.156546481942186,0.0018164168093401
"11422-18",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111248911235674,0.353846153846154,-2.24934197943321,0.00295760827486171,0.152265167454672,0.00487539147209342,-2.25073337822965,0.00368057602023039,0.0943558315325532,0.00478396700602032,-2.25031192846728,0.00899478248236862,0.155961664362354,0.0160748203815782,-2.2477446847256,0.00168694658468206,0.153692876609026,0.00157949549779884
"11422-19",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111793304941849,0.297709923664122,-2.24552927040757,0.00294134101893538,0.157320859041567,0.00488293380894165,-2.24355198542685,0.00350782088331995,0.0968294070483605,0.0047212651475356,-2.25320174735196,0.00919095779180401,0.137126971773341,0.0158474080159492,-2.24486936482751,0.00172584028661357,0.158041412132785,0.00162209233975127
"11422-20",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111610754577231,0.314176245210728,-2.24495237372884,0.0029470065787945,0.150173944197481,0.00487718463932045,-2.24677280468373,0.00356144759487,0.0977425819797043,0.00473689132062733,-2.21844854128078,0.00904838299410195,0.142940180412883,0.0155073372546562,-2.24384797952251,0.00171712411487657,0.150251674852824,0.0016140644241559
"11422-21",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111878574533152,0.2890625,-2.24368409750223,0.00297205913593326,0.147915869041258,0.0048380331373761,-2.24540632301062,0.00352815317147814,0.100795565873648,0.00472236254043439,-2.25009830301446,0.00971743822390866,0.153401431243942,0.0149975246906253,-2.24369051027683,0.00180278478637054,0.147730986240072,0.00170053917632615
"11422-22",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111857076903652,0.303846153846154,-2.24314980455583,0.00295050638466964,0.150127043004251,0.00486602784357686,-2.24091383752107,0.00353248750066001,0.0920157480799165,0.00472532188218001,-2.24335248870755,0.00869795269422539,0.14667885946109,0.0170951806867061,-2.24221459584664,0.00166034478798556,0.152925295355077,0.0015516995032938
"11422-23",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111305199893183,0.32967032967033,-2.24497871692701,0.00288208228868723,0.156537757320897,0.004986303944597,-2.24377738792012,0.00351689785350917,0.0893811811741793,0.00473019907340066,-2.25233906939806,0.00858693047245304,0.182173370180879,0.0176203767392034,-2.24455482276549,0.00163445182093047,0.15727335937559,0.00152249592773815
"11422-24",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.11072135154685,0.284671532846715,-2.24909487525151,0.00288142481704777,0.154002815519981,0.00501679995871236,-2.24824843415531,0.00340561740448432,0.0931514909575554,0.0047213883295485,-2.2357508660524,0.00880757770127175,0.137050975269635,0.0165227240438399,-2.24887428550973,0.00167687884355019,0.154284888990638,0.00156565840221745
"11422-25",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111354656107805,0.286792452830189,-2.24538881061676,0.00292583994951314,0.149310745379102,0.00492402969674662,-2.24458281918795,0.00346491831590144,0.0937383690088217,0.00472078724603022,-2.23720260909565,0.0100938026270373,0.161593925745472,0.0146565812358474,-2.24443149029357,0.00181911148574423,0.149927938121246,0.00172222562879995
"11422-26",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112315543547583,0.307086614173228,-2.24603403154138,0.00298929863697017,0.162213762456261,0.00480777154748327,-2.2471706062145,0.00359150251462219,0.108172594750908,0.00473611688728753,-2.2378540684303,0.0101185713686784,0.160534618513815,0.0146780001226189,-2.24566223537147,0.00188587812455618,0.161449633968535,0.00179433413902717
"11422-27",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112161096779677,0.309236947791165,-2.24706520813913,0.00302041652514749,0.156140071847885,0.00478661009612548,-2.24456368995028,0.00363015133606359,0.09940450297614,0.00475283313576962,-2.25200250097752,0.00996617125650057,0.166835810324509,0.0148391263366096,-2.24626276903802,0.0018191074509119,0.15655356160185,0.00172552960948942
"11422-28",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111083867639395,0.283582089552239,-2.2477609029885,0.00291282783797992,0.152419967243677,0.004949041494318,-2.24458267110869,0.00343713551564184,0.0905713544119732,0.00471859167298975,-2.24815567059096,0.00871114290926758,0.170072010824494,0.016992363408158,-2.24663763326643,0.00166595500688815,0.151768443378155,0.00155639939408933
"11422-29",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111650509503672,0.275471698113208,-2.24769782521714,0.00292684214727991,0.163533046304561,0.00490160125586555,-2.25085316839996,0.00344516243941772,0.112043944379073,0.00470748618017282,-2.25132716866555,0.00916544185739539,0.166106846343277,0.0157062501817524,-2.24822458359596,0.00174697723488852,0.163720200654535,0.0016438704718282
"11422-30",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111695596484659,0.334615384615385,-2.24766160269472,0.00295511501684372,0.158490675744829,0.00486290354930976,-2.24609994137044,0.00361979132076382,0.0952191775339589,0.00475447107159601,-2.25425025560519,0.00920067517786368,0.161441277675669,0.0157016935201154,-2.24659286318202,0.00174826803760017,0.158795079471917,0.00164489095174297
"11422-31",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.11213998260955,0.30078125,-2.2439676130209,0.00297345156162994,0.154877567649191,0.00482991437011726,-2.24341482426343,0.00355797404360099,0.0999364858828142,0.00472808275935261,-2.23578725946307,0.0103533851240106,0.144637886675104,0.0146751185465121,-2.24442026071516,0.0018772009313279,0.154024991761115,0.00178565340437168
"11422-32",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112182823579119,0.302788844621514,-2.24703122825975,0.00300896400162648,0.158389274760103,0.00479529272498327,-2.24896272869782,0.00360611431508451,0.108641819748039,0.00474365890257047,-2.23331489822945,0.00928796788043151,0.129903569797119,0.0154082779685187,-2.24710606794618,0.00178335850502106,0.157994557565202,0.00168846544414372
"11422-33",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111013504715039,0.305019305019305,-2.25207440921546,0.00296769781293531,0.152899402872194,0.00487206874452759,-2.25378356382473,0.0035634593218469,0.101128517758741,0.00474595283341532,-2.25579636286216,0.0093893571174371,0.145028281765791,0.0155588290250681,-2.25231466665672,0.00176650086907773,0.15272180690304,0.00166086324437228
"11422-34",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112154210101935,0.33984375,-2.24274346345423,0.00297157363317288,0.151933058489513,0.00483163141709761,-2.2444652437489,0.00366201987183884,0.0976485300401075,0.00476509882813549,-2.25204975894849,0.00934415976941001,0.158988932632719,0.0153872593104052,-2.24368956888565,0.00175269922915268,0.153201489616479,0.00165017082857513
"11422-35",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111582113085505,0.297709923664122,-2.24501660520503,0.00294028522685382,0.150592930238858,0.00488447539164396,-2.24360768409917,0.00350613861899012,0.0936719216242263,0.00472093653255238,-2.23724687507529,0.00930121613909532,0.148402757404468,0.0153294059613795,-2.24592852320988,0.00174829601818571,0.149307585422945,0.00165146614755929
"11422-36",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111665168965513,0.275471698113208,-2.24646752669056,0.00292743167003842,0.160303526439582,0.00490263579823818,-2.24509712136927,0.00343695282911282,0.10160018946745,0.00470688642635064,-2.26488262452337,0.00982376835520763,0.201516296506022,0.0149270511355792,-2.24629506359998,0.00177961103710783,0.159963095225764,0.00168176218872231
"11422-37",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111573792480089,0.319391634980989,-2.24331938569208,0.00293236094182208,0.146744052779109,0.00489926321216299,-2.24311016274552,0.00355240190353985,0.0905115543878695,0.00473562104676027,-2.23931477429334,0.00968821011967398,0.140353881203443,0.0149763308387419,-2.24343128270636,0.00178399280259114,0.148177520902878,0.00168140839222272
"11422-38",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112376780199206,0.301255230125523,-2.2486810659609,0.00308387894178483,0.154883105153635,0.00473584175944716,-2.24524806911787,0.00368322161094395,0.101621485941898,0.00477002941745262,-2.25026813654662,0.0095533161114891,0.146225424472423,0.0151695781909259,-2.24753645336338,0.00181446821080103,0.155037980190686,0.00172556360366862
"11422-39",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.110418186288918,0.290441176470588,-2.25375293019364,0.00289819697396013,0.15750478774455,0.00499610250861931,-2.25533602986468,0.00344199841424527,0.100302060013106,0.00472974577562892,-2.24566951495889,0.00857114707040695,0.155789718532336,0.0178181376427466,-2.25292593338448,0.00166615894908415,0.158747401472927,0.00155604284031705
"11422-40",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111450678235534,0.315985130111524,-2.24390393973594,0.00290071914344236,0.152071234922743,0.00494866338074522,-2.24161321848844,0.00350260918214722,0.0879480948709521,0.00472376991767934,-2.23673038336833,0.0101159790721612,0.147856472122297,0.0146853757081539,-2.24430298827595,0.00184020255844431,0.150936588200912,0.00174740957863427
"11422-41",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111358196566593,0.269230769230769,-2.25125344844859,0.00296290031188842,0.160075893450852,0.00487173788590561,-2.25176858982319,0.00346662525536036,0.10789687302587,0.00471878025794835,-2.25529773064957,0.00873737044718383,0.162693730775117,0.0170433087536936,-2.25143373086461,0.00168446656529129,0.16011710131348,0.00158065467801265
"11422-42",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111406050403426,0.311111111111111,-2.2456354719987,0.00289690715557806,0.157149874854917,0.00495303461452435,-2.24838522937781,0.00349364144097322,0.100486989899398,0.00472096715901432,-2.25234313916225,0.00936257087075557,0.165683225244926,0.0153832568429742,-2.24647557903827,0.00174926241636314,0.155609882570844,0.00164569301511251
"11422-43",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.11181282553485,0.298449612403101,-2.24590153288627,0.00296542667073292,0.154499472518578,0.0048500986623875,-2.24626568227743,0.00354286996011953,0.100875982762759,0.00472882051373297,-2.24982731491691,0.0104014383838427,0.152056536056612,0.0147528628963594,-2.24577286941789,0.00188815982975366,0.155347181326417,0.00179316476383309
"11422-44",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.1118721034839,0.340996168582375,-2.24453336433562,0.00294567666553681,0.155388506898473,0.00487104173672403,-2.24247070592609,0.00362447240932181,0.091253864407363,0.00475490449552072,-2.2373707880104,0.00912870797003024,0.160197317255856,0.0155664896600497,-2.2435886660388,0.00176037805934124,0.15481825406536,0.00165691646735334
"11422-45",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.110755199721827,0.315217391304348,-2.24880278301992,0.00286931243058221,0.156611017388096,0.0050326771970504,-2.25114777289696,0.00347190677827402,0.0960282638961141,0.00472897846854989,-2.25795913561198,0.00905839929491908,0.146442603920037,0.0162137687059253,-2.24876758452185,0.00169649799513419,0.155148140469583,0.00158882713716791
"11422-46",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111035313163451,0.300751879699248,-2.25101444568776,0.00292701767040755,0.158305969913283,0.00492743139544122,-2.25413776052233,0.00350413597937034,0.104901890868256,0.00473153995375621,-2.24854229764411,0.00919523045331649,0.175862592457261,0.0156072207503688,-2.25176395362245,0.00174677615073068,0.15622929916844,0.00164494956806386
"11422-47",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.11128054892947,0.298892988929889,-2.24380671852918,0.00288983449551389,0.14973445243607,0.00497285397852733,-2.24623606470214,0.00345431785525886,0.0963445628573551,0.00471614915062894,-2.23842149463002,0.00912186854377077,0.132675896774825,0.0156994810488782,-2.24527033525471,0.0017373677196889,0.148003706201047,0.00162734619106882
"11422-48",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111094225696049,0.350180505415162,-2.24465893940628,0.00285750378283142,0.154627484702798,0.00504044693646429,-2.2459304111792,0.00354810675820636,0.0881858035945079,0.00474197802377466,-2.23341243545186,0.00836124845358033,0.1739575994983,0.0184281734146089,-2.24401232747024,0.00163219184891979,0.156542551457739,0.00151171882249061
"11422-49",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111138460183708,0.329588014981273,-2.24723887603186,0.00291856597689267,0.151512326771764,0.00493908539514419,-2.24869800012438,0.00356806110300209,0.0936659328486908,0.00474875850454416,-2.26790016610322,0.00945544408607026,0.158143343645479,0.0155401619151623,-2.247689607486,0.00175317815401709,0.150652881033108,0.00164837944053774
"11422-50",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112440705384887,0.324324324324324,-2.2410397347796,0.00295396683934866,0.157528936770337,0.00484213802481951,-2.24014047877003,0.00359189601446151,0.0973866942159997,0.00473531248361948,-2.23488790227705,0.0089421222869919,0.14586179786778,0.0160083149400517,-2.24060221400869,0.00171998342505815,0.158084842576537,0.00162076279274045
"11422-51",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111170275993903,0.302583025830258,-2.24737799277369,0.00289620276431063,0.157666675071394,0.00497011009059108,-2.24638956825754,0.00346810531515405,0.0943985922460944,0.00472200692226891,-2.22757868059006,0.0092312048131192,0.128812685502274,0.0153681918689118,-2.24738026894656,0.00172950684770374,0.157405346184823,0.00162664039510855
"11422-52",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111283588061753,0.299270072992701,-2.24405259591651,0.00287660437067802,0.15411740266122,0.00500224529539876,-2.24580240796753,0.00343894381286167,0.0964760409169223,0.00471622968111709,-2.2534106825,0.0102312800915204,0.17680642062229,0.0147270949948911,-2.24421880832324,0.00181892629874577,0.154183419256376,0.00172495369728942
"11422-53",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112668093582872,0.330645161290323,-2.24386050189967,0.00301968643315097,0.158123658176794,0.00476746862749643,-2.24573428980655,0.00369441454975724,0.106183287450947,0.00476969292166124,-2.24707732827933,0.00868645664119855,0.146866385707433,0.0170824785158829,-2.24451868445264,0.00168829149092989,0.157242101368028,0.00158828430254419
"11422-54",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111582980053867,0.323076923076923,-2.24851014795306,0.00295700062712441,0.158088546625413,0.00486659132716195,-2.246415978039,0.00358914234661496,0.0953446913551732,0.00474632216394895,-2.25126869201805,0.00937037834594466,0.157430083528318,0.0154360093327107,-2.24750960661045,0.00175810225120465,0.159784006723486,0.00165308165756698
"11422-55",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111129456916028,0.273062730627306,-2.24873078935982,0.00289986585736022,0.160199105685604,0.00497074799031288,-2.24760413329769,0.00339800020210415,0.0997125933680794,0.00471411591530146,-2.24998457218531,0.00872571935685981,0.157630233651457,0.0171230582021001,-2.24829648655141,0.00166306435167257,0.159354684420079,0.00155254044801425
"11422-56",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111233118346657,0.329588014981273,-2.24608687690711,0.00291639314087263,0.150596909483992,0.00493619507727467,-2.24478212400502,0.00355898810440415,0.0882733603875457,0.00474360414710799,-2.22063284434866,0.00938522243921451,0.125292716601132,0.0150559780537717,-2.24590115052697,0.00176661437269425,0.150534915140684,0.0016646639039392
"11422-57",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112297144766229,0.332,-2.24572999829759,0.00301535922983453,0.156973226243548,0.0047913673699446,-2.24716668115784,0.0036933312647503,0.103773893364252,0.00477829042457831,-2.24413614155014,0.00950657449840635,0.155881543654537,0.0151224172381448,-2.24579137756126,0.0017883275554132,0.157879877141658,0.00169583652244654
"11422-58",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111548310563256,0.30859375,-2.25200119884576,0.00298623165422617,0.162165031115661,0.00483913868702066,-2.25265067282928,0.00359147962747242,0.106190956514358,0.00474902278074031,-2.24880049919237,0.00915544853777094,0.15413480076566,0.0156486017311848,-2.2524437298877,0.00176245315102416,0.161479504212562,0.00166878048764167
"11422-59",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111650050867383,0.263940520446097,-2.24379301470656,0.00290387316286639,0.157059752267953,0.00494211908945373,-2.24388770649164,0.00338376911111576,0.102127575376866,0.00470241746431691,-2.25662231048521,0.00889319226281775,0.171286341725779,0.0165443972127635,-2.2448676163462,0.00169084640074513,0.155894846746242,0.00158201533002008
"11422-60",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111857336270759,0.328125,-2.24613677323204,0.0029767563235036,0.153919425315572,0.00483628174509696,-2.25194817098103,0.00363913024864315,0.10743249573158,0.00476044206171818,-2.24065845873645,0.0092731794549337,0.133044977598984,0.0154593216460864,-2.24646480591891,0.00177289923720039,0.15287997905337,0.00166810427246128
"11422-61",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111014169665414,0.281021897810219,-2.24659209231695,0.00288071895214817,0.154469948830284,0.00500511707306127,-2.2466265888261,0.00339752890410072,0.095826010569799,0.00471497533784511,-2.24045769550695,0.00913213256002523,0.12821562831935,0.0157888677073524,-2.24692406939701,0.00171943327398743,0.152456522834099,0.00161562501695501
"11422-62",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111084353515434,0.311111111111111,-2.24898242220062,0.00290484100880112,0.15851344272843,0.0049677943134704,-2.24801268745653,0.00349746457993637,0.0944230407436136,0.00473305475317781,-2.24090799313864,0.00867011883927225,0.160902821668319,0.0170278437046016,-2.24979346649345,0.00167716848353637,0.156748537517734,0.00156981506934582
"11422-63",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112351045159479,0.317269076305221,-2.24572311278741,0.00301787109940949,0.156847724728383,0.0047829806647699,-2.24591493285232,0.00365111751092731,0.103652331536379,0.00475823549095784,-2.23773308089007,0.0106310745941743,0.159899938693284,0.0146374447181293,-2.24436863560975,0.00193108950042813,0.156748302598069,0.00184408232195482
"11422-64",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112313859372867,0.2625,-2.2508523850538,0.0030815642634071,0.159498462664844,0.004739018793853,-2.25370860140385,0.00359212821294897,0.119928706382945,0.00473616125970378,-2.26723699999198,0.00944405211941317,0.190427380206572,0.0154036503269911,-2.25322593223291,0.00180654451516723,0.159029288954111,0.00171236780494107
"11422-65",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.11243177427916,0.359375,-2.24188184896068,0.00297005321725553,0.156238161903876,0.0048168285373263,-2.24146689664824,0.00370971241568788,0.0949610998967852,0.004778416584272,-2.24150281003845,0.00990632822139802,0.146802322332798,0.0148258086712799,-2.24213027638884,0.00184703624067934,0.155520441569636,0.00175507866399513
"11422-66",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111585585424712,0.305660377358491,-2.24746839479087,0.00292666661404813,0.161129207452351,0.00490758647073886,-2.24821187234345,0.00351316360710559,0.102043812838854,0.0047250252987604,-2.24044918155859,0.0103628314510358,0.160457012351114,0.0146580118626985,-2.24885348289834,0.00188639787677607,0.161972008457811,0.00179512450546726
"11422-67",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112737017638656,0.26890756302521,-2.24252478669287,0.00308171080767397,0.146782594474417,0.00472638185923943,-2.24237085361531,0.00360337439754522,0.105245976450203,0.00473336172502027,-2.23754644681474,0.00988211610256837,0.143053419755692,0.0148061411033591,-2.24122128258853,0.00185675456780655,0.147846437598946,0.001763593612763
"11422-68",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111560819339285,0.305660377358491,-2.24477470080864,0.00292528905226986,0.152889881260461,0.004911809827418,-2.24316413548333,0.00350924654601462,0.0925454938340608,0.00472503415183469,-2.24551839886745,0.00870025587551013,0.137805274825317,0.0171879711465609,-2.24696333943934,0.00168902275591162,0.152182820818913,0.00158297194375151
"11422-69",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.111773372593455,0.309701492537313,-2.24201757000187,0.0029017817647245,0.153776315383393,0.00492941630763843,-2.2420034439091,0.00349157564489126,0.0943124621958374,0.00471382130054518,-2.24018991305431,0.00865548968517072,0.154272392735875,0.0170203990491473,-2.24243269348412,0.0016703148374129,0.151950150290505,0.00156211895189356
"11422-70",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112334952923877,0.302788844621514,-2.24807715621727,0.00300946808007721,0.164482778189737,0.00478655893094274,-2.25163556631053,0.00361100141208713,0.115556602790605,0.00474151450054496,-2.25360917606034,0.00995283004108154,0.174077569984472,0.0148037174471123,-2.24942407374893,0.00187032365889317,0.164748428700561,0.00178306256775324
"11422-71",390,-2.245641,0.1549768,-0.7,0.8,0.1,1,0.112273365546906,0.301960784313725,-2.24377363234834,0.00297880290837341,0.156601966074139,0.0048177366860688,-2.2427355722874,0.00356203521812136,0.100741362877819,0.00472626145097746,-2.2440959740548,0.00916736635875927,0.181349044865043,0.0155593501313858,-2.2432900839405,0.00174207243711449,0.15902674256424,0.00163942616299693
