"sim","N","beta0","beta1","muU","sigmaU","q","access","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle","msg"
"11422-45",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123122110456984,0.341463414634146,-2.24887937949315,0.00745832573681586,0.156996553143452,0.00751848402475191,-2.24975073978136,0.00919562020595212,0.15694226085791,0.00924421140527183,-2.28041698794432,0.0241472641145427,0.189210084905715,0.0243329220881496,-2.25004467820552,0.00561692406153156,0.157926770330756,0.00527761257736369,0.995296317229807,""
"11422-46",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123272453778196,0.270833333333333,-2.24535274049993,0.00687402623564006,0.155132559013063,0.00693933058890942,-2.25123353443305,0.00806950054544541,0.160234249274221,0.00812491300913716,-2.27516363401124,0.018364858795495,0.18248899927968,0.0186117781812967,-2.25082760604747,0.005789596936547,0.160508909741694,0.00547061304688311,0.995367957811762,""
"11422-47",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123197103132859,0.348837209302326,-2.25246417749701,0.00728472722163289,0.161416613826009,0.00734628463883314,-2.24208812732735,0.00898533560862743,0.14989369198844,0.00903502600943063,-2.20263982597032,0.0270072939592582,0.111203900754505,0.0271724814940808,-2.25001267870184,0.00892518931118953,0.15902429523504,0.00897768882396151,0.9923917850818,""
"11422-48",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123358403730872,0.212121212121212,-2.2482837973833,0.00829682466571354,0.157817490533296,0.00835064121778424,-2.24670583608849,0.00933316433550662,0.155755307483528,0.0093809075609628,-2.26147370475161,0.0481125224324688,0.168633454914312,0.0482047566893121,-2.24681628450012,0.00923453899532967,0.15633123979808,0.00928239821648719,0.996778225107222,""
"11422-49",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123387300893807,0.243243243243243,-2.24723399783877,0.00784247216441393,0.157238847578158,0.00789947595519763,-2.24803415300032,0.00901120171850051,0.157448988217467,0.00906068112388666,-2.22510978082563,0.0191635547854625,0.139308231721118,0.0193972553950079,-2.24881826294769,0.00570074014650244,0.158770617416593,0.00538898112629748,0.996387735351196,""
"11422-50",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123395863524005,0.285714285714286,-2.25718603644282,0.00809988675941082,0.167258954719693,0.00815505792378468,-2.25237004886496,0.00956598277763924,0.161686168021669,0.00961256336612153,-2.24997214152577,0.0238636979481644,0.164533271012122,0.0240504848784221,-2.25245253385722,0.00573911799223487,0.162697318377308,0.00533596778150754,0.993845015373912,""
"11422-51",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123372793085331,0.357142857142857,-2.25023077234284,0.00736949236609282,0.160495346512178,0.00743027092498654,-2.25001789329319,0.00918049175553294,0.159260941279886,0.00922906658458024,-2.29959434590767,0.0284095494604467,0.209078459471942,0.0285664419058649,-2.25102823767429,0.00908756859940268,0.161144199404946,0.00913742426003111,0.994185001940758,""
"11422-52",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123633603326376,0.272727272727273,-2.26594267722527,0.00838119483430148,0.177962052564234,0.00843436647041076,-2.26823626336426,0.00983754379732965,0.17960374656645,0.00988272581243751,-2.27584852881756,0.0281049572722134,0.189764436222008,0.028263051566304,-2.26592186196122,0.00756555261238288,0.177810162196383,0.00734361704665914,0.996660813482522,""
"11422-53",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123115783781544,0.282608695652174,-2.24580857719181,0.00701378667247819,0.154157407581856,0.007077845745232,-2.25121572281309,0.00829625367723481,0.158779435222007,0.0083501988692678,-2.25718973630823,0.0240076783727309,0.168814060085584,0.0241941834554506,-2.25041595362703,0.00820485008921051,0.158619930801985,0.00825938980724494,0.995563116019554,""
"11422-54",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123406441492265,0.513513513513513,-2.24597025099704,0.00783428328404386,0.156145357389134,0.00789134632997248,-2.23769523865974,0.0111740526454608,0.146555493829624,0.0112138389213103,-2.24680759426996,0.0213784560144304,0.16255631194901,0.0215873217546647,-2.24385559356628,0.00606134886597147,0.154014662988359,0.00565825248466869,0.991194264620199,""
"11422-55",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.12335169149853,0.297297297297297,-2.25249464005723,0.00786159236624395,0.162321203995595,0.00791848175997362,-2.24274570276576,0.00933601115738781,0.151714026555973,0.00938376500679992,-2.23968905785387,0.0337868612041218,0.149066622809741,0.0339181531426514,-2.24736374678434,0.00580583923746756,0.157458850595562,0.00545081391185284,0.992598641446711,""
"11422-56",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123237894447545,0.333333333333333,-2.25223748650239,0.00688705627520427,0.16184776907758,0.00695224683926402,-2.26388962532706,0.00848585522346925,0.172538697297092,0.00853850756177472,-2.31802444760666,0.0201292377975219,0.228840549483754,0.0203528223208016,-2.25969598645377,0.00595551188705688,0.168978191356378,0.00562546316198559,0.995607224528408,""
"11422-57",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123114185206774,0.384615384615385,-2.23914982039198,0.00760088030842085,0.146946862069341,0.00765986838199041,-2.24658844516868,0.00972847019140942,0.153512581376222,0.00977434923976949,-2.29414820207698,0.0341593492842572,0.208266034838969,0.0342888175307122,-2.24320040739711,0.00515107561942321,0.150765543784009,0.0046196103330898,0.995195942558295,""
"11422-58",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123423471887018,0.296296296296296,-2.24775663702229,0.00918940319122298,0.157401956280109,0.00923791342607604,-2.24945818717986,0.0109744408928375,0.158580812082933,0.0110149646979851,-2.24396340505267,0.0194957305158646,0.156691245511719,0.019726806497613,-2.24378615868765,0.0058182837860805,0.153741725654577,0.005405204908944,0.993861792782086,""
"11422-59",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123179239843601,0.435897435897436,-2.24922025272026,0.0076378147424911,0.157689543890054,0.00769646520795997,-2.25631967630237,0.0102195195319303,0.163706364066964,0.0102631312389186,-2.26104650940686,0.0239387901013299,0.165306643330417,0.0241266148775569,-2.25764645746019,0.00668833057964182,0.165873102246527,0.00636484581499601,0.994587223184952,""
"11422-60",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123366644569303,0.404761904761905,-2.25012723544224,0.00736209752777883,0.160363846890704,0.00742289219238438,-2.24771668637081,0.00953375499254421,0.156769527903049,0.00958046737996809,-2.27644595905709,0.021541507232278,0.187574321251335,0.021749746373525,-2.25144054444299,0.00610749055021755,0.161735994981096,0.00571392943713193,0.991929269879635,""
"11422-61",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123360601360146,0.333333333333333,-2.2511010862947,0.00690459799498745,0.161728680363374,0.00696954306878334,-2.25314659710687,0.00846727443373678,0.162700186410664,0.00851998375696394,-2.22323042565331,0.0210724810834592,0.131047279448878,0.0212862334118568,-2.25162412528871,0.00560775318023921,0.16241802055493,0.00525028311995569,0.991608651069974,""
"11422-62",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.12332642873159,0.238095238095238,-2.25334220391596,0.00736469451745278,0.163313757551274,0.00742550684390245,-2.25128432250178,0.00842749555170521,0.160533098748054,0.00848048329147736,-2.23766690311236,0.0210912161970878,0.145450820979917,0.0213046960131072,-2.25307338705017,0.00834544199751137,0.16302526164083,0.00839957001191098,0.995498967963523,""
"11422-63",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123370833319695,0.25531914893617,-2.23623643235642,0.00690476342712228,0.146556521886849,0.00696970189534819,-2.24486180768105,0.00803763598865128,0.154543547411348,0.00809321563009755,-2.22276082850513,0.0177723272654324,0.131011795296475,0.0180274707459903,-2.23805324878949,0.00492866549631069,0.148527300790569,0.00453853576223298,0.993601470463477,""
"11422-64",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123349229356905,0.323529411764706,-2.24051520912915,0.00813815241945415,0.149936795125474,0.00819305080261829,-2.2452885889415,0.00993121537424304,0.15404455001828,0.00997605263386612,-2.21028199840018,0.0269385852576335,0.119406415689145,0.0271043720211233,-2.23941311394675,0.00510257567845439,0.148738573804408,0.00469850941401859,0.995505490641592,""
"11422-65",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123306030343288,0.2,-2.23619901933709,0.00706312388547187,0.145917192325754,0.00712666207598552,-2.24138682969397,0.00790865884311005,0.150619016025806,0.00796524903519118,-2.23800237198464,0.0235050232221445,0.151275752971097,0.0236949493203372,-2.24282958582086,0.00783029998860309,0.152416121700992,0.00788686593332124,0.997599285644355,""
"11422-66",2200,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123084962159572,0.5,-2.24487542086313,0.00686834772437328,0.153090817807997,0.00693382943450574,-2.2373676577189,0.00966420011651781,0.143947005416164,0.00971041013462623,-2.26046016669293,0.0194624644165075,0.166951652010685,0.0196949150605337,-2.24599709555127,0.0055997883033847,0.154111133627721,0.00518115756281675,0.989823001278698,""
