"sim","N","beta0","beta1","muU","sigmaU","q","access","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle"
"11422-11",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121678951196737,0.369565217391304,-2.24839772055349,0.00704277566650565,0.159591734818628,0.00743272903833983,-2.23933017516991,0.00882471069672817,0.142949968060763,0.00912668072544587,-2.26771086729924,0.0171372502360856,0.186819954524398,0.018860951073084,-2.24417144462295,0.00357500187874837,0.156130751684039,0.0036341344325954
"11422-12",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121454110416345,0.340425531914894,-2.24260613920131,0.00694260168128639,0.151551447758329,0.00733992538546641,-2.24289215067238,0.00854607043162101,0.145582761005817,0.0088595516541304,-2.24651129666346,0.0180539405213771,0.162979031598932,0.01965262438521,-2.24013971750748,0.00348672899892688,0.149385167808189,0.00355752338626939
"11422-13",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121274645395929,0.39344262295082,-2.23878977537354,0.00608085180411035,0.151281207548995,0.00654678994482977,-2.23115256288707,0.00777721390897437,0.133373846190073,0.00812564296357062,-2.23752130943927,0.0150448190120053,0.157021496611491,0.0171033175272326,-2.23364888524661,0.00319645903945083,0.147448428651123,0.00322764035395495
"11422-14",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120582715212316,0.318840579710145,-2.2467008540852,0.00573501336571078,0.157414535199055,0.00623982162994874,-2.24187974337857,0.00692925352970265,0.142643613514141,0.00732998858591807,-2.24390685645622,0.023742282583313,0.164869705505641,0.024870012452044,-2.24451207918178,0.00394110461703154,0.155712529339192,0.00401061476878374
"11422-15",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121065301824035,0.333333333333333,-2.23902791292395,0.00613254426103661,0.149128035933736,0.00659463443549783,-2.23722708763442,0.00750755635842168,0.139198597332932,0.00787106153947185,-2.21618639855162,0.0176666244572291,0.128272206694655,0.0193018597173244,-2.23455312846386,0.00329255801311603,0.146207953559287,0.00332581154377334
"11422-16",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121718130826245,0.34,-2.24105372855922,0.00671186209492513,0.153467396513295,0.00712373374598885,-2.23675074257978,0.00823554390417338,0.142027980284184,0.00856098591032993,-2.23754375246578,0.0211856794839814,0.14367178158523,0.0224988611221218,-2.2379953073437,0.00404288844190614,0.150517059615966,0.00412883982228328
"11422-17",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121931702917458,0.333333333333333,-2.24113936461761,0.00762958630865263,0.150976500200851,0.00798438169061869,-2.23856136101635,0.00933682706974925,0.143232125715493,0.0096200986134534,-2.24374459297111,0.0275658921717828,0.159848700941978,0.0285219817523119,-2.23856136101635,0.00529028188074943,0.143232125715495,0.00523517935518317
"11422-18",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120749514886107,0.25,-2.25080921710773,0.00638290474999557,0.157955348804302,0.00682376610567458,-2.25257634602309,0.00737510348510697,0.154028176753573,0.00774679735119483,-2.26605206577569,0.0277456812654982,0.17783063652834,0.0286990489708946,-2.25257634602309,0.00482836796445718,0.154028176753573,0.00476852454311746
"11422-19",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12129670811105,0.296296296296296,-2.243263335275,0.00648108299440229,0.153616387952894,0.00691246525035995,-2.24718729873878,0.00773730440476946,0.151438342238441,0.00808800648251148,-2.23810327944699,0.015817316603971,0.15516804005182,0.0177273002764836,-2.24220643282479,0.00346145592463352,0.152925382137951,0.00349906708528552
"11422-20",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121295578978779,0.25531914893617,-2.2559008442644,0.00697919539167328,0.164841925189159,0.00737380245918997,-2.25465743628762,0.0080805574177397,0.15834755320844,0.00841407805295243,-2.24374459297111,0.0274928699576995,0.154255415517396,0.0284580281090667,-2.25465743628762,0.00503018763019856,0.15834755320844,0.00497039375497726
"11422-21",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12149311331405,0.326086956521739,-2.25614506216199,0.00707053604317496,0.166479292217915,0.00745837721366105,-2.25443934372314,0.0086152475640635,0.158219058995547,0.00892510022683719,-2.25824577446467,0.019660821253034,0.171800000165149,0.0211007975278,-2.2521145948731,0.00413645871999446,0.163623017782555,0.00420404823450102
"11422-22",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121581578388098,0.369565217391304,-2.23754021391316,0.00700380167478008,0.146609855406494,0.00739598050692486,-2.24179807599951,0.00883296956978891,0.144756631872003,0.00913439344685786,-2.20242912744163,0.017694261196148,0.111930948236076,0.0193253635052208,-2.23634276116343,0.00370239971420739,0.146089780350377,0.00376539006830074
"11422-23",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121072998495483,0.377358490566038,-2.24699120118152,0.0065353863042763,0.155321659936787,0.00696306750776352,-2.23867439077672,0.00824421252702485,0.138225148673081,0.00857111328159497,-2.25345074004273,0.0240492859287535,0.165468162155872,0.0251771052658464,-2.24439035835539,0.00414073808985342,0.153359245217799,0.00423094397458298
"11422-24",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120490069563554,0.288135593220339,-2.25281615967236,0.00622078559512402,0.159117400049212,0.00667742259496425,-2.24955826283115,0.00736309794786894,0.148291623790402,0.00773686955906904,-2.23617453411056,0.0179779360018648,0.146004489637872,0.0196029302142876,-2.25409269929138,0.00359174158620461,0.160580129565593,0.00365597337642245
"11422-25",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120718131106522,0.35593220338983,-2.24784263168527,0.00621261638277207,0.155532179334773,0.00666962554450527,-2.24840960614628,0.00774333163339139,0.147523847809954,0.0080958646893482,-2.25404216680392,0.0239800558058384,0.166034627718354,0.0251079863710943,-2.24692323759189,0.00458613788745467,0.154880443177415,0.0046938827903426
"11422-26",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12119417820303,0.31578947368421,-2.25087224309718,0.00632847891259484,0.162711487920142,0.00677248394219894,-2.25567947813977,0.00767055024465007,0.160249286890417,0.00802473749934875,-2.27346004426018,0.0216219373250297,0.177146903928143,0.0229137281254286,-2.2511461151602,0.00476846832174042,0.162204034970715,0.00484333612368904
"11422-27",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121059984334448,0.338983050847458,-2.2469210216309,0.00621393568010997,0.157809869036092,0.00666850506394558,-2.24341085791643,0.0076329186621782,0.145627419935653,0.00798952247171893,-2.2516017533211,0.0180893622203256,0.179188360511434,0.0196647597791224,-2.24483206663877,0.00345610778433158,0.156128542805512,0.00350611427761528
"11422-28",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120805944092711,0.309090909090909,-2.251667948931,0.0064466493327565,0.159025693253814,0.00688262808596778,-2.24296650110252,0.00772598145173231,0.142384307160655,0.00807869364302386,-2.23699011808243,0.015063586817502,0.141554118326612,0.0171552199641736,-2.24959596283649,0.00335797351178379,0.157119937599324,0.00338979605537327
"11422-29",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120900687799075,0.234375,-2.24087437842543,0.00593181848386575,0.151473845295941,0.00641381098016771,-2.24247587635617,0.00678266082800856,0.147070307274317,0.00719217639750613,-2.24707951745307,0.0237155980446682,0.160016989884235,0.0248538692476383,-2.24247587635617,0.00427099207996673,0.147070307274318,0.0042019656885727
"11422-30",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121537909509275,0.326086956521739,-2.24402400292478,0.00702242898872984,0.153408015747789,0.00741354082925722,-2.24705825437419,0.00856957351301671,0.150711709993097,0.0088813862705649,-2.34489341956129,0.0501254707117085,0.254973262966124,0.0506323543983209,-2.24705825437419,0.0067148905193101,0.150711709993095,0.00666726791966425
"11422-31",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121972370354145,0.3,-2.25341164578617,0.00755712733845889,0.165162466326937,0.00791485179715201,-2.24614524788752,0.00900790924823611,0.152334491669998,0.00930175795666572,-2.25254537274438,0.018068681218902,0.154416098312233,0.0196925554902987,-2.25471528481127,0.0044485886943734,0.166152745003392,0.00454487527512259
"11422-32",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121164343041714,0.346153846153846,-2.23604130555871,0.00657538850978275,0.14335302259588,0.00699935436314857,-2.2341793852753,0.00812685676391255,0.134561643840557,0.00845860923910061,-2.23694366111738,0.016826328870499,0.127408208935215,0.0186232015776371,-2.23687522881943,0.00352914451717679,0.144032265305389,0.00357957174900299
"11422-33",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120017385616605,0.290322580645161,-2.25264913626776,0.00606316595107243,0.155782315041734,0.00653585016731262,-2.2554786495032,0.00721349598147504,0.151348655033647,0.00759733944644743,-2.22604248611863,0.0211006132728743,0.122983189512228,0.022426827222268,-2.25466236355057,0.00448644020359732,0.157349885722478,0.00457031424228826
"11422-34",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.122320442077179,0.305555555555556,-2.25176265636074,0.0079664174390678,0.164795221148819,0.00830243912427042,-2.2519159973714,0.00955287731360925,0.160389694481325,0.00982773630352293,-2.25886874044699,0.0240423405838282,0.170015348384581,0.0251669318318483,-2.25355489852023,0.00543891805960572,0.166458412295225,0.00557528258970862
"11422-35",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120756065429691,0.35,-2.25976679022321,0.00617931622134587,0.170088513980318,0.00663813313662331,-2.25150932411664,0.00763002942975953,0.151616397546178,0.00798762891804962,-2.25818117616854,0.0213931267075069,0.162206556559162,0.0226991101757847,-2.25822489272702,0.00455396719544332,0.168610417067878,0.00466217951348185
"11422-36",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121051924386249,0.280701754385965,-2.23741661377735,0.00628160810930745,0.145906369600037,0.00673020518323239,-2.23560466648449,0.00740374973990985,0.137649906801872,0.0077730488604321,-2.23243948362728,0.0235833312519301,0.14477337086294,0.0247239960273025,-2.23815915345297,0.00392952234658332,0.146483104730808,0.00401082469202984
"11422-37",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120440017320885,0.375,-2.24724594512721,0.00595269534136156,0.154347672442146,0.00643464773339645,-2.24666661482539,0.00752581747244817,0.143848404326147,0.0078901086308545,-2.24405110168586,0.0159030910344463,0.150401781080495,0.0178321900516979,-2.24435142580883,0.00304977447868082,0.15194167866238,0.00307184997134707
"11422-38",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120829754733375,0.333333333333333,-2.24919808475091,0.00668585892745932,0.154774556779005,0.00710270105326471,-2.24921003025734,0.00818353347947869,0.147947299840733,0.00851364759220727,-2.25701044316497,0.0214422245945262,0.158923601850181,0.0227394400425303,-2.24728609958781,0.00495889698609456,0.152673584253266,0.00506856557470485
"11422-39",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12018885775198,0.333333333333333,-2.24990380541246,0.00649871327754045,0.150785690884079,0.00693253421370399,-2.25460360767049,0.00797502734088843,0.148778153149542,0.0083168321967502,-2.27052199753325,0.0196646228032515,0.169440736313056,0.0211196829993474,-2.24997767831935,0.00408044699117603,0.150706849401437,0.0041651429377248
"11422-40",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121215576238051,0.310344827586207,-2.23160252208837,0.00620830359971921,0.141142330608481,0.00666291270446839,-2.23203735002995,0.00747769052192255,0.134822023971515,0.00784242686283716,-2.22008712471176,0.0192272132445093,0.118200475612703,0.0207158345453978,-2.23425133276211,0.00379704114000203,0.144169453099316,0.00385965577019967
"11422-41",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120496503027384,0.285714285714286,-2.24897408122897,0.00638772142514686,0.153453831520213,0.00682965634543873,-2.24678869868354,0.00754142475532638,0.14459151376492,0.00790488523558276,-2.2765289700015,0.0215465186487934,0.179724221487455,0.0228433719353695,-2.24777393933322,0.00420507212263322,0.152999590763478,0.00430009869287904
"11422-42",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121648552064069,0.28,-2.24902387763905,0.00675598323802886,0.161666662866697,0.00716466993357512,-2.2458055876718,0.00793975557954929,0.152302916990009,0.00827887181816515,-2.2453121184941,0.0180158243829261,0.155689723737368,0.0196267426972466,-2.24657844437884,0.00396784167886345,0.159687143809446,0.00404616263826885
"11422-43",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121483027602086,0.311111111111111,-2.25387645552248,0.00712723660187919,0.163444742831247,0.00751167400553509,-2.25381814836923,0.00858566673254794,0.157486922820831,0.00889685557181623,-2.28427522468261,0.0217083728595744,0.196475052599913,0.0229838253457794,-2.2537132113803,0.00521520600973048,0.163555073254185,0.00534396089539583
"11422-44",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121372734592529,0.36,-2.23794445534132,0.00671186119089168,0.146702367711467,0.00712478408266557,-2.24493855373353,0.00842062080251773,0.147357593933902,0.00873886437936161,-2.2470739932414,0.0275973656538812,0.152121587697499,0.0285634040070716,-2.24247378435541,0.00612941112365636,0.149786229491835,0.00630758034136232
"11422-45",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12073419100069,0.363636363636364,-2.24391944115361,0.00640867423774574,0.149506914841354,0.00684759484314104,-2.23836406306388,0.00800127750147522,0.135636143557968,0.00834012506682547,-2.27030215000814,0.0181249850860778,0.1699783542723,0.0197380652659762,-2.23922689438976,0.00364162458212808,0.146185001449194,0.00369147646072385
"11422-46",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121309999553496,0.339285714285714,-2.24549569612627,0.00636078652653569,0.157166235737138,0.00680233774892403,-2.2415598721813,0.00781226005163648,0.144986712361643,0.00815936025654131,-2.24262144647372,0.0179866585282251,0.146738014244826,0.0196164627423806,-2.24425713237861,0.00420976389937937,0.155612653353619,0.00427940371409848
"11422-47",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121513352010006,0.340425531914894,-2.24874083207361,0.00695400564498172,0.15885601044319,0.00734929645801705,-2.25521737664342,0.00858914767602137,0.159245953868384,0.00889991582680336,-2.27002078371277,0.0182119446246734,0.190519162126932,0.0197928419407361,-2.25602934205046,0.00442559141113568,0.164364490329408,0.00451760884541831
"11422-48",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121519152708817,0.282608695652174,-2.24528733910312,0.00702468120896756,0.154613060500416,0.0074157581121244,-2.24698742750983,0.00830913159039251,0.151197339048849,0.00863194344867057,-2.2335654588517,0.0193564497927044,0.155482503866623,0.02081024476027,-2.24698742750982,0.0040050334410268,0.151197339048849,0.00393386088094961
"11422-49",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120774570922878,0.309090909090909,-2.25723860015057,0.00644410508816426,0.16505639407729,0.00688073399233323,-2.26625742008866,0.00778663949351159,0.167491275660501,0.00813657010369149,-2.2677654417199,0.017007883922949,0.190611636063878,0.0187413310022045,-2.26361360231069,0.00402956617443091,0.170343787273244,0.00409401943223261
"11422-50",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12145045937723,0.233333333333333,-2.23955655908044,0.0061331206100494,0.153459880388175,0.00659356078567734,-2.23862645541135,0.00700723934595498,0.146590769105016,0.00739967804770644,-2.19093920152126,0.023174488106973,0.0989667901258933,0.024343504987696,-2.2374531529278,0.00436412242472655,0.151813388463943,0.00445303435299659
"11422-51",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121537184892303,0.28,-2.23817490200112,0.00672231674509455,0.148592133131638,0.00713432587608613,-2.23254871335627,0.00789091079800377,0.137041931649308,0.00823312505468405,-2.24106895665067,0.0180216716695152,0.147766614178652,0.0196366184330497,-2.23646225070628,0.00364417613998338,0.148238554266452,0.00371666799390291
"11422-52",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12148820237705,0.41304347826087,-2.22883898459975,0.00697902592361464,0.136031795313822,0.0073733681606109,-2.22921752131475,0.00910295241078927,0.129799845250977,0.00939493440065982,-2.21156732207978,0.0272569560747034,0.12079891253409,0.0282304915585264,-2.22896973928752,0.00431205538013022,0.137478210262874,0.00442695388644717
"11422-53",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121746927975986,0.269230769230769,-2.25191602268153,0.00662876895137931,0.166742223760049,0.00704632877891067,-2.25009189445481,0.00774333330704124,0.158651422477099,0.00809183449022101,-2.25911686068449,0.0194883126941661,0.169772125818064,0.0209334404101401,-2.25000725048417,0.00429806017765257,0.164952457871099,0.00436961287084766
"11422-54",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121124864731912,0.272727272727273,-2.25492447922342,0.00720768529530154,0.160908655257861,0.0075881627756252,-2.25821951503048,0.00847487785409626,0.15942818374665,0.00879142570993066,-2.26472624278199,0.024112140898995,0.169823321869177,0.0252397231215547,-2.25508669337662,0.00501113660770796,0.160839264098441,0.00514427391847875
"11422-55",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120518659202852,0.25,-2.24517474881452,0.00594900805640897,0.152703259301254,0.00643201680861567,-2.24511541272155,0.0068668929497209,0.145984496313453,0.00727272083900401,-2.24763304517861,0.0137503252027017,0.164016542693044,0.0161474643158466,-2.24253044379335,0.00290092294637558,0.15124671295532,0.00291619117436963
"11422-56",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120846548522301,0.491228070175439,-2.25291999853681,0.00634106191268325,0.161792239614251,0.0067856368475835,-2.25161601643376,0.00888757060814532,0.148770326045989,0.00918893542231864,-2.25584980923244,0.0180982472383081,0.142355762963747,0.0197406453728514,-2.25479857139261,0.00421225883022627,0.163305575235468,0.00428160668104524
"11422-57",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121488056886383,0.272727272727273,-2.25831945802213,0.00723195791918848,0.168092962593407,0.00761070237130145,-2.25707347873881,0.00847183539197043,0.161562604017513,0.00878830424423719,-2.27544478409447,0.0241261696342584,0.19378046109727,0.0252425566401907,-2.25927234489922,0.00607213643176529,0.169209431746837,0.00623661237126987
"11422-58",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121182046317688,0.0714285714285714,-2.24128085590784,0.00733570779451455,0.145507634129663,0.00770904976236596,-2.24208119305101,0.00761629741930431,0.14522403600653,0.00797387869331966,-2.22504544583601,0.0192807455482388,0.116153340161766,0.0207847600441762,-2.24208119305101,0.00390908184967699,0.145224036006531,0.00383357471252895
"11422-59",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121441735076541,0.303571428571429,-2.23053064742749,0.0063287315811129,0.141324858190686,0.00677254771087384,-2.22759968650046,0.00758075888255301,0.131693031610807,0.0079396121262924,-2.19987001790159,0.0208197791985358,0.117404589459671,0.0221345436100485,-2.22540394891734,0.00355954555503259,0.137352219164608,0.00361398128145601
"11422-60",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120956054258711,0.411764705882353,-2.24648196257398,0.00666385148527746,0.152853456849576,0.00708227846692412,-2.23253726116952,0.00862357286166736,0.12957602803507,0.00893490419492823,-2.26437520270172,0.0170473807431046,0.171319006494219,0.0187966213238644,-2.24246310303031,0.00354426404218575,0.149612029458618,0.00359106700383397
"11422-61",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120642843150854,0.296296296296296,-2.25351025632008,0.00650572245659747,0.159186819134987,0.00693734362840977,-2.26076680792947,0.00778829149329731,0.160380840269463,0.00813811671247779,-2.25443615565161,0.0212910542432164,0.150878326010526,0.0226067621388547,-2.25839196634329,0.00429675718034437,0.163126853442164,0.00438272843316713
"11422-62",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.12089114267048,0.346153846153846,-2.23684631319492,0.00657666821949894,0.14173334685593,0.00700229542748238,-2.23491514614084,0.00812846599036933,0.132922793153759,0.00846147577623105,-2.27077552855448,0.0242821449167131,0.175142350723885,0.0254038913543776,-2.23682150613518,0.00408131617880501,0.14129140883939,0.00419573752974417
"11422-63",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.120456069158007,0.333333333333333,-2.24133830173194,0.00571773934659774,0.149752381710308,0.00622478982963693,-2.2410317248781,0.00701068315268195,0.140015073016259,0.00740618054594868,-2.21659583772586,0.0270270248833666,0.132924259203427,0.0280036294491879,-2.23915395255134,0.00456578774014824,0.147864129324733,0.00465923313510679
"11422-64",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121025633920083,0.236363636363636,-2.2392387342669,0.00639738702400391,0.146968624031548,0.00683679476461166,-2.23891964046199,0.00732173338642829,0.141475843800657,0.00769635470564415,-2.25147120834892,0.0238365639125711,0.167740193383645,0.0249676108217264,-2.23891964046199,0.00440629028383815,0.141475843800658,0.00433785259097818
"11422-65",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121389400580431,0.307692307692308,-2.25210310157575,0.00661888754048271,0.163631821764834,0.0070382512780923,-2.25287976774114,0.00796464964301756,0.157600088979285,0.00830302994213256,-2.2377990777332,0.0272468437576706,0.14311637612016,0.028225142467548,-2.25239145445278,0.00567889736134764,0.163660022120853,0.00584662819776844
"11422-66",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121066895338954,0.436363636363636,-2.25001451168596,0.00643329362951564,0.159581643608752,0.00686894098202687,-2.25837795478674,0.00860439488687591,0.158652574894725,0.00891592244562006,-2.26405485514535,0.0195890236321153,0.174376765528893,0.0210312995648947,-2.25340025389104,0.00439559558975505,0.162500724026674,0.00446954414159871
"11422-67",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121095205930495,0.192307692307692,-2.24358401679145,0.00659022112095421,0.151343140212335,0.00701347225516036,-2.23869436113716,0.00732408869070823,0.141847980777249,0.00769794274390289,-2.22244937504279,0.0167038263140665,0.134876916541202,0.0184802000593616,-2.24085305445671,0.00364415891047057,0.149563366331902,0.00368610199675975
"11422-68",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121403208359444,0.24,-2.24550936048293,0.00673373863032456,0.1555039163153,0.0071453699159696,-2.24324840861848,0.00771539594719079,0.148106436845403,0.00806683876043454,-2.24150035783134,0.0193782414211052,0.156012286101685,0.0208286356074281,-2.24324840861847,0.00391555958500642,0.148106436845402,0.00384173801902533
"11422-69",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121476294720126,0.245614035087719,-2.24984421748385,0.00631584348464474,0.16416175445347,0.00675928389463597,-2.25565468525117,0.00729751827986497,0.164430546928584,0.00767122980457906,-2.2335922215065,0.0211241301213671,0.14088975860793,0.0224358742566595,-2.250254284481,0.00467717518308359,0.164848657528857,0.00477479934553083
"11422-70",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121206571893105,0.338983050847458,-2.24490986316342,0.00620137792004775,0.156821913124931,0.00665629805899277,-2.24752311598061,0.00763514436715174,0.151403858761908,0.007991044142782,-2.25609978767976,0.0213443361852982,0.173305220540636,0.0226333111767416,-2.24556979025364,0.00452564559376446,0.158479698234817,0.00461216305545946
"11422-71",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121561205231211,0.3,-2.2397422777356,0.00671125692276804,0.150498843810183,0.00712357882573304,-2.23813923165603,0.00802184786261947,0.142809141595323,0.00835736796940091,-2.25307466950012,0.0195180001382296,0.172346878812279,0.0209632011265551,-2.23504243637772,0.00399946944947039,0.148448915252823,0.00408112851793577
"11422-72",390,-2.245641,0.1549768,-0.7,0.8,0.1,5,0.121430094881193,0.38,-2.25411947126882,0.00676386119551013,0.165440534195751,0.00717296962074006,-2.25796253286374,0.00860854055243163,0.161458634724424,0.00891903090690236,-2.22336149420365,0.0235702245626917,0.124661068210117,0.0247292129853781,-2.2555120151155,0.00627246504919214,0.166588979874971,0.00641730164390182
