"sim","N","beta0","beta1","muU","sigmaU","q","access","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle"
"11422-18",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122590924381546,0.5,-2.2596002378753,0.0138197418682213,0.16545781457,0.0140049339495072,-2.24172539277779,0.0193928099373416,0.144945758430524,0.0195234847390734,-2.08898351614648,0.0070527508949172,NA,NA,NA,NA,NA,NA
"11422-19",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123181403880238,0.416666666666667,-2.25205603249915,0.0138250284822103,0.162560001446806,0.0140095377409291,-2.26406523381867,0.0182543747318651,0.172787770961153,0.0183929267267622,-2.08729573860027,0.00705047401688394,NA,NA,NA,NA,NA,NA
"11422-20",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123186545753538,0.333333333333333,-2.23925154617543,0.0194514144394389,0.147283035602326,0.0195811347508343,-2.24215113096638,0.023769121380125,0.149514533691314,0.0238749274895727,-2.0872998369931,0.00704399851856716,NA,NA,NA,NA,NA,NA
"11422-21",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123293800506007,0.428571428571429,-2.27849901911091,0.0183339672240677,0.188378689307684,0.0184715755775476,-2.26398846251729,0.0240423498871397,0.172418844585884,0.0241467927722383,-2.09986662269941,0.0070954085087005,NA,NA,NA,NA,NA,NA
"11422-22",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123243798914633,0.3,-2.26883653578268,0.0152818755249193,0.179436323374104,0.0154480015840685,-2.26691303925207,0.0182513354639886,0.176202716082062,0.0183897563056692,-2.09312776825376,0.00705643940736652,NA,NA,NA,NA,NA,NA
"11422-23",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123211564054836,0.5,-2.25062992548141,0.0195179985860033,0.15899124261487,0.0196472818664983,-2.2484329856832,0.0276394965212538,0.155637335713883,0.0277303383827568,-2.08903666685593,0.00706558983674257,NA,NA,NA,NA,NA,NA
"11422-24",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123116431151031,0.666666666666667,-2.26432342137095,0.0279072733647957,0.170891249655941,0.0279973359731042,-2.30697641500565,0.0494468176434149,0.212833061863103,0.0494974807991482,-2.09085144598592,0.00707885802329618,NA,NA,NA,NA,NA,NA
"11422-25",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123013775004834,0.555555555555556,-2.26496351569427,0.0161080925753577,0.173156877427521,0.0162659709826156,-2.26504717367498,0.0240493032073027,0.171212181406289,0.0241541969933188,-2.23598628537501,0.0472983769840402,0.143192191532154,0.047835118332547,-2.26504717367497,0.010213874794882,0.17121218140628,0.0101800861141023
"11422-26",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123471419993288,0.571428571428571,-2.25786653573352,0.0182089204907451,0.168929150651653,0.0183473710505555,-2.25479979599437,0.0277030595800346,0.16425813173549,0.0277934748668342,-2.18262577791507,0.0466252404120157,0.0969149008655471,0.0471665366250947,NA,NA,NA,NA
"11422-27",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.12356160008502,0.5,-2.25233730823825,0.0238297933751365,0.16289012235621,0.0239350248101665,-2.23430863944808,0.0333890208289133,0.144002477514695,0.0334638810944315,-2.07661042702627,0.00700431762171904,NA,NA,NA,NA,NA,NA
"11422-28",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123026339149484,0.166666666666667,-2.2510740436591,0.0193928112096309,0.157944561081452,0.0195231985918232,-2.23919286801294,0.0211666866242277,0.145537293188915,0.02128595332143,-2.22534082591253,0.0470360434191798,0.132558859542615,0.0475793578576466,-2.23919286801293,0.00984276002654809,0.145537293188911,0.00980595634274238
"11422-29",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123596291235224,0.2,-2.25697458174199,0.0213297683925474,0.168278794730985,0.0214474402329914,-2.24906796112717,0.0237222716621353,0.159901553590695,0.0238279080234477,-2.08753540252286,0.00704207632470208,NA,NA,NA,NA,NA,NA
"11422-30",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123135592722024,0.181818181818182,-2.24362523311672,0.0143978066217961,0.153165415729851,0.0145746614186707,-2.24740103123,0.0159780288149656,0.156263857508173,0.0161368405156992,-2.09214173778346,0.00706241963210949,NA,NA,NA,NA,NA,NA
"11422-31",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123599486426604,0.25,-2.20138406993378,0.0231496345205366,0.111728513301144,0.0232579370528149,-2.21354261154064,0.0270073043894341,0.123687734743071,0.0270999644756408,-2.09800095837219,0.00709148091744839,NA,NA,NA,NA,NA,NA
"11422-32",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123016027867348,0.272727272727273,-2.25700866574648,0.0144457973304618,0.165858069364326,0.0146221273553905,-2.26669738357843,0.0170473784415679,0.174507972566204,0.0171960289275586,-2.22345038971908,0.0333518672980487,0.123842841803487,0.0341371351616095,-2.26669738357843,0.00725091830078157,0.174507972566203,0.00720483185896739
"11422-33",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122481884211342,0.375,-2.24683162053653,0.0167883518565151,0.149946317196961,0.0169399709551045,-2.25222395446261,0.0213152134608415,0.154302686298632,0.0214340196256162,-2.10076431114846,0.0070950519519194,NA,NA,NA,NA,NA,NA
"11422-34",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123682805671385,0.666666666666667,-2.24289647684729,0.0193782331418846,0.155092097886326,0.0195079588984759,-2.29290701996237,0.034482754466498,0.203827286972412,0.034555158123651,-2.0807054876402,0.00702537478089463,NA,NA,NA,NA,NA,NA
"11422-35",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123116509232683,0.6,-2.28125438659814,0.0217288622326945,0.188774172049584,0.0218447333628024,-2.30595290950415,0.0347105043539457,0.212256789645429,0.0347826884054054,-2.07875713592971,0.00702208136932698,NA,NA,NA,NA,NA,NA
"11422-36",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123399631151504,0,-2.25395466047577,0.0213638135731372,0.163570490583738,0.0214814974143697,-2.25395466047577,0.0213638135731372,0.163570490583738,0.0214814974143697,-2.10111795374527,0.00709344615015425,NA,NA,NA,NA,NA,NA
"11422-37",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123052752633771,0.285714285714286,-2.22645334690884,0.0177948219455075,0.133543996102178,0.0179370492075932,-2.2023580834641,0.020806253556417,0.108518045341596,0.0209275040375945,-2.09567622864038,0.00707477895163396,NA,NA,NA,NA,NA,NA
"11422-38",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122998875516034,0,-2.25003550450836,0.0194587882688481,0.156695282854032,0.019588636027616,-2.25003550450836,0.0194587882688481,0.156695282854032,0.019588636027616,-2.24394840424258,0.0473513723810378,0.145954348750723,0.0478889391423506,-2.25003550450836,0.00966380810054426,0.156695282854029,0.00962641584468735
"11422-39",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.12244390847908,0.166666666666667,-2.25211728815647,0.0195627474619432,0.154211718988342,0.0196925163399406,-2.26213056421867,0.0215464954395406,0.163964608472675,0.0216641107353654,-2.27702535927977,0.0485642931178634,0.177864877802585,0.0490924249542558,-2.26213056421867,0.0100179565974303,0.163964608472672,0.00998280230297962
"11422-40",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123547728511097,0.428571428571429,-2.2333504127765,0.0179547348905915,0.144625259570755,0.0180951339102014,-2.25205164241896,0.0240353983419147,0.162444350778832,0.0241397361203015,-2.26405897423497,0.0342594353056382,0.170222327605534,0.0350163853882172,-2.25205164241897,0.00761498310234336,0.162444350778838,0.00757034126310971
"11422-41",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122478783264429,0.416666666666667,-2.23420549762051,0.013664056690235,0.138418217439402,0.0138517868342506,-2.23101510622021,0.0178571415026287,0.133487633064339,0.0179995691801527,-2.07708806305313,0.00701637623412086,NA,NA,NA,NA,NA,NA
"11422-42",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123796386127713,0.166666666666667,-2.22838025005163,0.0192450084358451,0.141266900755314,0.0193755015564531,-2.22881255463123,0.0210959188576256,0.141359276204088,0.0212147595748171,-2.08516137287941,0.00704347357323699,NA,NA,NA,NA,NA,NA
"11422-43",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123288643987121,0.4,-2.24199949806993,0.0211194299116515,0.150643297915979,0.0212386928275069,-2.24998994624203,0.0273690274967278,0.157955047048537,0.0274607424859844,-2.09515674953662,0.00707566740792626,NA,NA,NA,NA,NA,NA
"11422-44",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123326357528055,0.166666666666667,-2.28170750797246,0.0198379877875938,0.191454534120406,0.0199649140701432,-2.27760524518191,0.0216981487592531,0.186855708161705,0.0218140109333969,-2.10034077504859,0.00708898970916098,NA,NA,NA,NA,NA,NA
"11422-45",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123133439782346,0.5,-2.23738698606249,0.0194293823535271,0.14497772930313,0.0195592946727101,-2.22248010136795,0.027338327572546,0.128927188219101,0.0274301996196217,-2.20957489777516,0.0468292905790847,0.125282656876802,0.0473670065529018,-2.22248010136794,0.0102816673081799,0.128927188219096,0.0102471829000358
"11422-46",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123578352954405,0.142857142857143,-2.24619315118964,0.0180070586703808,0.157911573705057,0.0181471772322164,-2.25143171325877,0.0194883259351613,0.162842100111438,0.0196175732320951,-2.20624433941249,0.0463241054612079,0.116384046704181,0.0468736225867841,-2.25143171325877,0.00965053890355422,0.162842100111437,0.00961331928459492
"11422-47",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.12335826591989,0.166666666666667,-2.24788457159271,0.0195552830234613,0.157462164793022,0.0196840634425283,-2.25774901472213,0.0215515224858152,0.167055388239366,0.0216681704577788,-2.10090155273266,0.00708507271502245,NA,NA,NA,NA,NA,NA
"11422-48",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122878844160701,0.25,-2.26321664821345,0.0169857875072737,0.169839953727457,0.0171352017917975,-2.26856407889908,0.0196191584914701,0.174455880143217,0.0197480905874411,-2.3117219682912,0.049147318718299,0.216455811487887,0.0496665607874669,-2.26856407889907,0.0097751869469573,0.174455880143208,0.00973912657946119
"11422-49",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.12296079886496,0.333333333333333,-2.24810845340787,0.0194883157111877,0.154403312303995,0.0196181504260188,-2.23691598948428,0.0237691112259531,0.142366591928707,0.0238752146402864,-2.09105446359075,0.00705766853642562,NA,NA,NA,NA,NA,NA
"11422-50",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123583304344396,0.4,-2.24812914626648,0.0150465243305735,0.161161121180091,0.0152148681488305,-2.22901549411596,0.0191953045252466,0.1402401232125,0.0193264124177561,-2.16164537397886,0.0456435464587638,0.0821278396450117,0.0461952054768748,-2.22901549411596,0.00958623147770324,0.140240123212502,0.00955070212567101
"11422-51",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123379543192446,0.4,-2.25946223427325,0.0152074750216112,0.171012586537234,0.015374325417085,-2.24515304390816,0.0195254398961724,0.154876544081369,0.0196545536966562,-2.26597847164435,0.0480015360737319,0.177256621642324,0.0485300449168826,NA,NA,NA,NA
"11422-52",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123225637180497,0.2,-2.26679711026901,0.0215215518343073,0.175117578992264,0.0216386179894462,-2.28149676263072,0.0242108725099146,0.189531947075009,0.0243147569317816,-2.32524824699911,0.0501885613228495,0.241419995517212,0.0506930965044146,-2.28149676263072,0.010418000623486,0.189531947075014,0.0103849127478189
"11422-53",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123849153187575,0.428571428571429,-2.24621324239003,0.0180627646898422,0.160101383151343,0.0182017851589431,-2.24891710747344,0.0238840736524222,0.161692842981029,0.0239886923507482,-2.090419603415,0.00704749758538682,NA,NA,NA,NA,NA,NA
"11422-54",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122976730373498,0.444444444444444,-2.21622158847593,0.0156249957909589,0.123122927004921,0.0157875538591244,-2.21799662203631,0.0209841429169557,0.123712001862841,0.0211043471728866,-2.2678660803066,0.0486792383511236,0.175440751746958,0.0491995172010209,NA,NA,NA,NA
"11422-55",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123073427407433,0.333333333333333,-2.27880133722568,0.0162050852944753,0.187778003167066,0.0163620039039093,-2.2795076056442,0.019849690055444,0.187164123773149,0.0199771775695631,-2.26926083711601,0.0489115988044518,0.180759051616206,0.0494337166883015,-2.2795076056442,0.00996475443833541,0.187164123773151,0.0099299700686564
"11422-56",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123462071358701,0.666666666666667,-2.21566109245826,0.0192272010194787,0.125683508750226,0.0193582822868397,-2.21169731399037,0.0332044550085458,0.120493169394268,0.0332798450213351,-2.09182717151881,0.00705696711705674,NA,NA,NA,NA,NA,NA
"11422-57",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123196109947152,0,-2.29739925596168,0.0243829921441089,0.205417058706747,0.0244862180133681,-2.29739925596168,0.0243829921441089,0.205417058706747,0.0244862180133681,-2.08338314229899,0.00702069882438671,NA,NA,NA,NA,NA,NA
"11422-58",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122672026254944,0.111111111111111,-2.26744871552502,0.0160457615727546,0.172881460854823,0.0162045833428063,-2.25936442048408,0.0169345632552256,0.164243731373637,0.0170848205985959,-2.30572784911637,0.0347944484239464,0.204213368775112,0.0355489714240002,-2.26649593893588,NA,0.171951826029442,NA
"11422-59",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123187612698022,0.428571428571429,-2.2144146937459,0.0125422034827406,0.124547987875585,0.0127465309024434,-2.21090914450648,0.0165453179451456,0.119142792062703,0.0166986084981741,-2.08569302915736,0.0070408566507059,NA,NA,NA,NA,NA,NA
"11422-60",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123150899506305,0,-2.27286970107738,0.0241261719285584,0.180198010974867,0.0242305097625275,-2.27286970107738,0.0241261719285584,0.180198010974867,0.0242305097625275,-2.09077521079405,0.0070550347926191,NA,NA,NA,NA,NA,NA
"11422-61",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122979279481782,0.166666666666667,-2.24512157259658,0.0193855242508591,0.151585318717917,0.0195159794354114,-2.24092950415449,0.0211951945159477,0.146977928990516,0.0213143143131836,-2.08302493342215,0.00703667119294867,NA,NA,NA,NA,NA,NA
"11422-62",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123064671620767,0.25,-2.26664070106094,0.0170325357066948,0.174871548239517,0.0171814300976568,-2.25357751388735,0.0195291639564103,0.16080349120398,0.0196586162156507,-2.09854350341313,0.00707071343497534,NA,NA,NA,NA,NA,NA
"11422-63",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122947979537637,0.181818181818182,-2.23537743531355,0.0142900813031676,0.143088013216658,0.0144685328445323,-2.24658314560939,0.0159010820608541,0.153816376734739,0.0160608760312484,-2.20751488439433,0.0269679938820768,0.122339531319595,0.0279432628380046,-2.2465831456094,0.00599616108386928,0.153816376734745,0.00594027159984255
"11422-64",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123256421246227,0.25,-2.24604938170318,0.0168717795990751,0.155517457590753,0.0170220390473247,-2.2480683467248,0.019488325463542,0.156817459845604,0.0196179757531838,-2.10136745017512,0.00710812594764704,NA,NA,NA,NA,NA,NA
"11422-65",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123026682443505,0.307692307692308,-2.25410390457246,0.0132885220963632,0.163750888963151,0.0134804324353089,-2.24846563260694,0.0159414412639655,0.156415823069115,0.0161003597852739,-2.27171917234417,0.0481683050859087,0.19222696568666,0.0486913939653595,NA,NA,NA,NA
"11422-66",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123197442392946,0.142857142857143,-2.24301788647663,0.0180598400776178,0.151548432738829,0.0181997570331559,-2.24036228891779,0.0194846264632189,0.148493914970112,0.0196140996704316,-2.25905882794415,0.0481125224324688,0.169642679896404,0.0486404680378869,NA,NA,NA,NA
"11422-67",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122674113364591,0.25,-2.234045295086,0.013660232846221,0.139843609298853,0.0138476580652852,-2.23824326835607,0.0158133641207702,0.143095998761746,0.0159744251408904,-2.24709109231271,0.0470360434191799,0.160183349988011,0.0475744323010119,-2.23824326835606,0.00899321927886591,0.143095998761741,0.00895417875745189
"11422-68",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123360901425626,0.5,-2.2507795112322,0.0239250858619694,0.159671864830659,0.0240300379243642,-2.28326826317212,0.0342594354401662,0.191549823610139,0.0343324822302479,-2.29586399232097,0.0489115988044518,0.204084321113609,0.0494302991969669,-2.28326826317212,0.0108670587742554,0.191549823610138,0.0108342354681177
"11422-69",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123446671957116,0.111111111111111,-2.23704789122227,0.0157446146622172,0.148307425475026,0.0159053744640095,-2.24004848496655,0.0167295197493461,0.150997174011712,0.0168805500618662,-2.23631113561708,0.0473513723810378,0.134523543375376,0.0478935207632037,-2.24004848496654,0.00924217987180533,0.150997174011708,0.00920398528409171
"11422-70",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123462004594616,0.166666666666667,-2.27532515971475,0.0196989314703906,0.186097095470922,0.0198266926284763,-2.27489429284853,0.0216067820534291,0.185212408627368,0.021723070718537,-2.25022196195171,0.047511433814558,0.165067972883206,0.0480455237211521,-2.27489429284852,0.010007763527815,0.185212408627357,0.00997273595408618
"11422-71",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123223410132443,0.333333333333333,-2.23389936527206,0.0193383328160384,0.142182745890549,0.0194687802640728,-2.24810602967299,0.0238772742437409,0.155827066475349,0.0239825571341371,-2.32123647537965,0.0494468176434149,0.224677789921981,0.049965223161071,-2.24810602967299,0.0101449642734473,0.15582706647535,0.0101097714054562
"11422-72",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123200858055762,0.333333333333333,-2.24793091883039,0.0194220437053539,0.156194489562885,0.0195519372646552,-2.23202961301767,0.0235245176521769,0.139406339136694,0.0236314168218582,-2.25759090646561,0.0275658823779686,0.163635635145565,0.0285346400228404,-2.24218072058611,0.0079519188892481,0.150746893242693,0.00835366504646649
"11422-73",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123319995125812,0.285714285714286,-2.25446975828422,0.0180804923191406,0.16423689801449,0.0182201504647639,-2.24410970607412,0.0213249187355738,0.152967597874541,0.0214429436328054,-2.24364174934476,0.0475651494154494,0.158346173524651,0.048097103884981,-2.24410970607411,0.00989372501598861,0.152967597874533,0.00985803985908664
"11422-74",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122976909435012,0,-2.21222347615676,0.0177025768341408,0.118450477990163,0.0178456682548303,-2.21222347615676,0.0177025768341408,0.118450477990163,0.0178456682548303,-2.09643862489709,0.00708240738549382,NA,NA,NA,NA,NA,NA
"11422-75",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122975814311844,0.5,-2.26238148127225,0.016978437470253,0.169816611018,0.0171279211620501,-2.24945026085472,0.0239387819196804,0.155139974033695,0.0240441095002365,-2.27371808887504,0.0342192757007708,0.17826954248607,0.0349776066772447,-2.24945026085471,0.00756218411238664,0.155139974033681,0.00751850379682197
"11422-76",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.122697006276516,0.444444444444444,-2.23182765670936,0.0157896885595596,0.13672402105781,0.0159511432746076,-2.24691416773234,0.0212958822286538,0.150662757311462,0.0214147685285693,-2.09365676565199,0.00706594551198058,NA,NA,NA,NA,NA,NA
"11422-77",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.12329930974346,0.2,-2.22680481144041,0.0210119228497462,0.135299876999568,0.0211316519854942,-2.21290481209306,0.0233443568572244,0.120940306260089,0.0234519484578423,-2.07744254358817,0.00701120084740098,NA,NA,NA,NA,NA,NA
"11422-78",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123464089614912,0.166666666666667,-2.2528811870265,0.0137868713109077,0.165780056223219,0.0139713527137825,-2.2630466198244,0.0151951788324825,0.175357200567635,0.0153619680886803,-2.21672682056766,0.0467780269724987,0.139839042017468,0.0473147845077706,-2.2630466198244,0.00899434438889421,0.175357200567635,0.00895598814694018
"11422-79",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123642751557186,0.25,-2.23713536923007,0.01673185957756,0.149574511825385,0.01688266016245,-2.24382974210987,0.019356449014807,0.155638987695449,0.0194863570227596,-2.09571876871761,0.00706524066713474,NA,NA,NA,NA,NA,NA
"11422-80",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123446793321553,0.142857142857143,-2.24818495332913,0.018045132886921,0.158918383039177,0.0181849319704022,-2.25297523320984,0.0195217199994177,0.163394272911558,0.0196507262024239,-2.08316676908414,0.0070366707320875,NA,NA,NA,NA,NA,NA
"11422-81",390,-2.245641,0.1549768,-0.7,0.8,0.1,10,0.123645729294284,0.5,-2.22688815320729,0.0234920488242618,0.137853383085511,0.0235987248678505,-2.22999034463906,0.0334450005232928,0.140293246745651,0.0335196726972592,-2.26367697465608,0.0479463301485384,0.18018360711675,0.0484718673259796,-2.22999034463905,0.0105479749589858,0.140293246745647,0.010512725484653
