"sim","N","beta0","beta1","beta2","q","eta1","eta0","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","eta0_gs","se_eta0_gs","eta1_gs","se_eta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","eta0_n","se_eta0_n","eta1_n","se_eta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","eta0_cc","se_eta0_cc","eta1_cc","se_eta1_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","mle_msg","sim_msg"
"seed1031-run1",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.795454545454545,0.116037490359761,0.333694474539545,-2.27790944011772,0.00180847437360075,0.177231994937757,0.00200705111116292,0.143769134308017,0.00633835608927212,1.41937457470362,0.0818121771732189,0.0255302140660456,0.472095970675432,-2.27813141968057,0.00216289649756954,0.145376468539179,0.00224718476544479,0.144374880946946,0.00636219451535114,NA,NA,NA,NA,-2.28103255339899,0.00761902278587649,0.175450436509524,0.00790693325717902,0.14355013671724,0.0206423566148663,1.42318564416061,0.214168519663722,-0.558452231927502,1.11656030603659,-2.2776059290119,0.00193555782582828,0.176806943338796,0.00687375893486779,0.143729950523084,0.00198205812021918,1.41857489063135,0.0872904154512155,0.0162472729906053,0.496969072094674,"Converged",NA
"seed1031-run2",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.809090909090909,0.115728790191453,0.323372465314835,-2.27943531689418,0.0017658693711789,0.179139922095471,0.00199837510087146,0.137857071608299,0.00649728373104432,1.34734005873665,0.0817513031440106,0.759254478419092,0.50182624658082,-2.28010866985082,0.00210074854029804,0.145927557508098,0.00221929104402354,0.149748591307516,0.00650567732260825,NA,NA,NA,NA,-2.27877443694297,0.00793409025273108,0.177596679501314,0.00811425983437831,0.137174155731501,0.0276807520079588,1.48932301797878,0.231971934222825,-0.460657846769997,1.56453789273115,-2.27897291224935,0.00188832604406888,0.178764743608749,0.00689116837135555,0.13567983207092,0.00197281397264438,1.33304989854581,0.086757577145529,0.913035405248596,0.531736779561232,"Converged",NA
"seed1031-run3",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.809090909090909,0.115818979507952,0.32508073196986,-2.27764086546001,0.00175411838303732,0.174134853304364,0.00200048898938912,0.147730328960207,0.00598809585166226,1.33732395393297,0.081621027695099,0.960852807011596,0.513629268379173,-2.27942808588687,0.00210232415404572,0.143305628403156,0.00222781332219599,0.161057457177863,0.00600949063043934,NA,NA,NA,NA,-2.27511420727786,0.00755707822059279,0.171910141977715,0.00813219563867285,0.13975729752194,0.016042258711153,1.30606440159749,0.208512840244219,1.31463956019183,1.25162456926606,-2.27785254955852,0.0018746799214246,0.174195731075618,0.00635310027107834,0.150050473776137,0.00196122929258358,1.35208909294432,0.0871336966491738,0.763992030012598,0.523783775873435,"Converged",NA
"seed1031-run4",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.777272727272727,0.115538406436719,0.297938144329897,-2.27616744394844,0.00173989124866868,0.174670203824467,0.0019870936769685,0.139752330502788,0.00624812537834947,1.48922461735727,0.0835167248205039,-0.35426791598057,0.441638539421704,-2.27639589069017,0.00201589619454989,0.144969057047465,0.00216730455043636,0.133778312490662,0.00624702521758205,NA,NA,NA,NA,-2.2802984410656,0.00738798512941292,0.174291892835595,0.00764244609520368,0.156240782125089,0.0213502552537428,1.34733946089042,0.208873613659558,-0.83996695048027,1.09301397665942,-2.27720615913022,0.00185686873896339,0.175124554522364,0.00677835260395333,0.140640283291515,0.00194873277534944,1.53138622783726,0.0906131112522466,-0.404103353579297,0.466316176791641,"Converged",NA
"seed1031-run5",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.786363636363636,0.115473685285071,0.312563840653728,-2.28068840993813,0.0017283566334109,0.179384755533881,0.0019855291863601,0.145979218745902,0.00577067347345428,1.35267522390793,0.0808000930537539,0.269374958985117,0.433936446307305,-2.28267830868234,0.00203855478087634,0.147859211265909,0.00218042703876909,0.150781290811588,0.00577928235149615,NA,NA,NA,NA,-2.29177006324899,0.00745258104316756,0.194001296156532,0.00778509896347981,0.159620346207014,0.0189142046879155,1.31592566432251,0.209125134408441,-0.104014836069633,1.0447055933694,-2.28100566927233,0.00185079559173949,0.1795951615463,0.00612873247591544,0.144833977469898,0.00195086643656325,1.36096693193951,0.0869901322540387,0.34878253396211,0.459123943699025,"Converged",NA
"seed1031-run6",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.845454545454545,0.115508232742761,0.321129707112971,-2.27679314361645,0.0017659125892341,0.173627751853222,0.00199237027754629,0.138987844100099,0.00654097150150889,1.38054105929445,0.0817792151301155,0.168554815422104,0.466070642985758,-2.27581226281218,0.00208239346605475,0.139933203593009,0.0022013934876518,0.140829429046886,0.00653552174849648,NA,NA,NA,NA,-2.27151873563919,0.0084715027356037,0.164510569481945,0.00885920954260742,0.137587398620919,0.0223603544014467,1.51156173166724,0.241666624405744,1.8361150882816,1.65378496376779,-2.27656777255108,0.00189950098014684,0.173578957155752,0.00719266546209551,0.13844307499361,0.00195341440160988,1.37056119745752,0.0881309132549647,0.192556398798097,0.497392571038707,"Converged",NA
"seed1031-run7",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.868181818181818,0.115751374579773,0.299681190223167,-2.27894439556967,0.00172723183884293,0.176357445877163,0.00199518156432495,0.145765162405389,0.00583153494365553,1.37952408002242,0.0831584491488178,1.06779544844872,0.496329268434017,-2.28122361084905,0.00203014355677558,0.146913826302427,0.00218817022323026,0.161079957546832,0.00583452160127943,NA,NA,NA,NA,-2.27738339056988,0.0090128541293571,0.178502969887385,0.00952736870600378,0.133149750580686,0.0170074603974169,1.57055051870494,0.250361462584509,3.35957594213909,2.01279110872598,-2.2789235658324,0.00184311020098895,0.176355684695185,0.00660275341520881,0.147925061317005,0.00195443789651138,1.38391703098651,0.0885837179367834,0.87468549038383,0.511167545290271,"Converged",NA
"seed1031-run8",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.795454545454545,0.115332980250902,0.322745901639344,-2.28010274729103,0.00172454450535511,0.179287895846454,0.0019856315010011,0.142951834249103,0.00648624262349467,1.25474765355048,0.0807121956551421,0.997177527073627,0.513822276624658,-2.28321174757084,0.00205561411533303,0.14681468318918,0.00219230715742168,0.159366029157147,0.00649318556124083,NA,NA,NA,NA,-2.27637220802138,0.00752931168742612,0.17742826833558,0.00788868227081095,0.141531530499654,0.0230023874296871,1.33833266482191,0.213425988737998,0.194165243307188,1.31427217293533,-2.28063873755487,0.0018457210316764,0.179330231421339,0.00711087895029947,0.143487011858461,0.00195567910689762,1.2783173612693,0.0858851171760615,0.984575022763426,0.545474849436085,"Converged",NA
"seed1031-run9",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.790909090909091,0.115767774917702,0.298208640674394,-2.27831528922019,0.00173968425013106,0.177212323533618,0.00199197794036507,0.142150948762828,0.00603037331212994,1.42404538965291,0.0838737967435727,0.546554927355765,0.471851730067898,-2.28136538807966,0.00203313367091406,0.1495047133668,0.00218237637379862,0.150776398837348,0.00602532345058799,NA,NA,NA,NA,-2.27062173410348,0.00728027668819223,0.170612669538631,0.00784664428269824,0.146049307857183,0.0203235881966419,1.04294016429494,0.218545315470173,2.67256986419629,1.50045124843043,-2.27832373605727,0.00184345069243331,0.17701576314259,0.00644998334999797,0.14173690549783,0.00196134376982988,1.42963398290723,0.0896754173728855,0.586283528559296,0.49937142096463,"Converged",NA
"seed1031-run10",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,1.38629436111989,0.8,0.822727272727273,0.115781947511493,0.30663856691254,-2.27710522278055,0.00175598636979974,0.177657913753924,0.00199564117891229,0.137501081542488,0.00616302841123659,1.34369605631101,0.0822767205024531,1.16315099536634,0.543780031561163,-2.27964003251049,0.00208632395991103,0.147450568142965,0.00220191340975665,0.153132082493902,0.00619263107908037,NA,NA,NA,NA,-2.2784363778905,0.00813451755221071,0.183849908435196,0.00838185472435916,0.119405492498561,0.0256866236368977,1.56808247564167,0.228922942572016,-0.345011324391352,1.4934596932937,-2.2764811053936,0.00187251158342798,0.177382283900359,0.0065087355281305,0.135683946390559,0.00196671173905005,1.31793418631239,0.0867464679139346,1.3008051859709,0.572879533587536,"Converged",NA
"seed1031-run1",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.895454545454546,0.117394484596826,0.202334630350195,-2.27643139833196,0.00195727691318994,0.175353418481364,0.00209095764851283,0.139876625304242,0.0063301672266801,2.26011344800672,0.109018507234382,-0.401782979286143,0.597343700985609,-2.27435375544526,0.0021584066662214,0.157311626262004,0.00224085875194123,0.135605002290117,0.00634057572789141,NA,NA,NA,NA,-2.28836645547595,0.0104660207286289,0.179827631880799,0.0105114536040748,0.185617888484055,0.0200577905975839,2.34550841366204,0.28713353387442,-1.53750489909233,1.27926121296874,-2.27608044371586,0.00206628084601151,0.174986648286563,0.00667217363152658,0.140871018268314,0.00206097456419453,2.25436446693703,0.116613155396452,-0.523044896798399,0.611777301332445,"Converged",NA
"seed1031-run2",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.904545454545455,0.117058795676028,0.198482932996207,-2.27912575026272,0.00190420404898646,0.178338532467894,0.00207246640713286,0.138414797154742,0.00648050111684937,2.16759707785865,0.107465964288733,0.247844596036976,0.629086256543481,-2.27884652946879,0.00209874879475613,0.161098992560624,0.00221483388191461,0.140471535778545,0.00648342165424108,NA,NA,NA,NA,-2.26627431100187,0.0108403959321206,0.16376466074973,0.0108723468623625,0.137487799832081,0.0274828391309188,2.36269694758457,0.314115364811334,-1.11811609783897,1.99528444480555,-2.2788282139492,0.00200753476968605,0.178002816902425,0.00675748676785807,0.13770513139636,0.00204983459208502,2.16035072363908,0.115494425176025,0.324651064154443,0.663034390094678,"Converged",NA
"seed1031-run3",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.918181818181818,0.117176748058836,0.196153846153846,-2.27755656851912,0.00190232947154246,0.174276071127406,0.00207973360111092,0.147625034468857,0.00598471617778135,2.19576165161006,0.108001626971347,0.300413712249199,0.633733609632878,-2.27784757455288,0.00210044790158518,0.158579370475705,0.00222324544919483,0.150173515905936,0.00599655342064198,NA,NA,NA,NA,-2.2818087417755,0.0114116892382628,0.179833759601924,0.0117805039724605,0.138723179491393,0.015970263835595,2.21418779850033,0.30419705330863,2.1356177632797,2.24614742180993,-2.27794854883041,0.00201122304669578,0.174352241745341,0.00630571442746157,0.150403759069725,0.00204027772490429,2.2353745697318,0.117516209948303,-0.0482540169966337,0.635397890655363,"Converged",NA
"seed1031-run4",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.881818181818182,0.116788570820818,0.185406698564593,-2.27667173518853,0.00184774972525086,0.175134562971331,0.00204280598459006,0.143951358155966,0.00621308936431021,2.21648330692066,0.10833513738447,-0.359335802093113,0.566026881474657,-2.27604110277628,0.00201333858885844,0.158354301031753,0.00216200547239183,0.140107710688738,0.00620930789782278,NA,NA,NA,NA,-2.2676614762185,0.010081418629651,0.162112810033228,0.00996231035665923,0.148643940645605,0.0215074830386237,2.36650275557439,0.279962126955721,-2.68541720597069,1.19485721310788,-2.27694853089229,0.00193556149041456,0.175492685979281,0.00654585698100694,0.145161244744779,0.00200907823379999,2.21846467926375,0.115706401379065,-0.456912304381186,0.584880211014568,"Converged",NA
"seed1031-run5",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.886363636363636,0.116899043064109,0.182260024301337,-2.28138758841068,0.00186578103052217,0.180104306558982,0.00205388051267176,0.146271702455963,0.00575318464604826,2.22900791033642,0.108790507561577,-0.101110692987843,0.558134771768138,-2.28186352240172,0.0020365690468722,0.164610265658084,0.00217532563505287,0.145272397685173,0.00575549815582125,NA,NA,NA,NA,-2.28802235664634,0.0101310209904324,0.187594717111946,0.0101483785139771,0.16228735002101,0.0188894087286367,2.27103548538519,0.277234316993565,-1.57211707622503,1.14600855359088,-2.28144051857682,0.00196395517683945,0.180202170276629,0.00604437733298445,0.146466609502157,0.00201856836917762,2.23019896383631,0.117561278495278,-0.138468880534715,0.585375638390928,"Converged",NA
"seed1031-run6",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.922727272727273,0.116975586490741,0.185696361355082,-2.27760449114935,0.00190421413855759,0.174216256100262,0.00206793143947972,0.145116888489279,0.00649289267160067,2.24001024754083,0.11094281549463,0.0821882440320149,0.628706144131305,-2.27626743027606,0.00208013094243229,0.15697414750892,0.0021962307725034,0.145443544386284,0.00649345856941731,NA,NA,NA,NA,-2.28109414243356,0.011802514478794,0.175915432493912,0.0121877266137154,0.145001122590806,0.0223250599344368,2.05018294710564,0.322734671544984,5.11327563312198,3.15367087689814,-2.27701217956832,0.00200494525785423,0.173973020041474,0.00689275801895933,0.143280417093838,0.00202811312869343,2.19897250396114,0.119814343233409,0.269750177789114,0.678200639496321,"Converged",NA
"seed1031-run7",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.936363636363636,0.117278278379468,0.148578811369509,-2.27956716595953,0.00188785392315854,0.177388919208861,0.00208137371616516,0.145556389134819,0.00581413015690699,2.46540003571324,0.121879467694319,0.465109986908327,0.682840358913608,-2.27979851313916,0.00202841596339811,0.164985039132843,0.00218305113666557,0.148804801696742,0.00581610778374899,NA,NA,NA,NA,-2.27473315105736,0.0129358133159279,0.175551511381332,0.0133564888565214,0.1334490706318,0.0169557304962662,2.0698084788915,0.350580067644582,9.18560051273115,5.04224602865965,-2.27918127810554,0.0019704037942304,0.177180039533504,0.00639611754937616,0.146784555958638,0.00204162719799092,2.4429096398325,0.129554949914231,0.250279270877981,0.694143159085109,"Converged",NA
"seed1031-run8",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.890909090909091,0.116622167841554,0.208383233532934,-2.28047892271932,0.0018393962770954,0.179622011483515,0.00204466335776877,0.142937546638781,0.0064544770995572,1.88207444119484,0.102941925198666,1.84478694309268,0.744369271162565,-2.28317769459713,0.00205385022020137,0.162010153519924,0.00218779779115738,0.159108101486104,0.00646145106389624,NA,NA,NA,NA,-2.27984944018303,0.0100263273691932,0.181272693347298,0.0103104466325119,0.141160895739255,0.0228382805210262,1.99538596932954,0.274069332541306,1.0886477589406,1.87271323414703,-2.28101287187331,0.00194277376318838,0.179779333672622,0.00681430796722962,0.143971631370699,0.00201841628745239,1.91539249213733,0.110768089261744,1.75483522259443,0.791745514951516,"Converged",NA
"seed1031-run9",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.9,0.117114251244774,0.170610211706102,-2.27960559214794,0.00186797862280639,0.179184828046725,0.00206194655887915,0.142266527731369,0.00600502333339269,2.23759424918951,0.114148351195957,0.761023570281458,0.67467158137256,-2.28099042320454,0.00203135599440814,0.165357893947315,0.00217766517566449,0.148026767856019,0.00599683707791146,NA,NA,NA,NA,-2.26872735575625,0.0103484460642606,0.169162522836731,0.0106844300837765,0.14592957096834,0.0201363322150466,1.9461055787605,0.29325737881966,2.37750560990802,2.0608155077374,-2.27972444986901,0.00194794536738991,0.179136818219225,0.00630759511291613,0.14286512988038,0.00202977564403933,2.25329628223955,0.123674523126262,0.687176311990576,0.703914336643039,"Converged",NA
"seed1031-run10",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,2.19722457733622,0.9,0.904545454545455,0.117092342446534,0.181592039800995,-2.27709435189878,0.00189694689593816,0.17720427883224,0.00206815229706415,0.138489714044801,0.00615428128622849,2.18915427741099,0.10965936672459,0.684664000009545,0.69894210593068,-2.27750337662852,0.00208358014500896,0.161408588863662,0.00219671750894922,0.143858464369403,0.00617511323031916,NA,NA,NA,NA,-2.27809734582594,0.0109712379018969,0.18226433153434,0.0109862691322883,0.12067774892592,0.0254201057126678,2.46371329383444,0.303187633162081,-2.03838511036143,1.66708209461895,-2.27684695171138,0.00199321617121167,0.177045799808359,0.00640603949165583,0.136454406724281,0.00204360231214271,2.16708756264328,0.117860944603876,1.01644144717676,0.774985080518019,"Converged",NA
"seed1031-run1",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.538461538461538,0.111011230240789,0.523076923076923,-2.27170688511486,0.00356440101219955,0.164955748519545,0.00487904064907157,0.12797106352169,0.015806592202375,-0.0448804413460747,0.160474734086737,-0.00205905739777593,0.887772229457366,-2.27103112557866,0.00477076713857269,0.0830298132285799,0.00514321421623156,0.127501652921978,0.0158062339640275,NA,NA,NA,NA,-2.28723913629501,0.0136008716683235,0.171421901289782,0.0150644798494048,0.128248232533339,0.047364287242938,0.345618980821433,0.425436568868731,-1.445949908944,2.10655515489527,-2.26903189812831,0.00377184267705002,0.166441640860885,0.0180074006749759,0.113031301673297,0.00487810760491277,-0.158900189451184,0.170352755851934,0.558601821423939,0.943429554908601,"Converged",NA
"seed1031-run2",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.461538461538462,0.111209068670868,0.5,-2.27772280355712,0.0036840570551168,0.180793840968759,0.00483705848147679,0.137827611283898,0.0182200548908025,0.0397768036900847,0.162983305988229,0.0568014409888898,1.00047239483669,-2.280838364157,0.00483637178026227,0.1005436696827,0.00511309052696803,0.140196873071455,0.0182319812132331,NA,NA,NA,NA,-2.26709610079293,0.0120711596472079,0.177947464298903,0.0147195010930195,0.0675941672708263,0.0607528278428068,-0.231725259239143,0.420334199503458,0.750607376393788,2.6238813462976,-2.27856616150197,0.00413667039796873,0.180792899060638,0.0207268419379568,0.137268272945471,0.00465457158506246,0.0658910090387248,0.170928161104383,0.0797510775000449,1.03799847226631,"Converged",NA
"seed1031-run3",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.512820512820513,0.111722681971155,0.510460251046025,-2.28107730542866,0.00357173527248434,0.177043625974942,0.00474513276554466,0.14943307939781,0.0152662694183167,0.13356654056194,0.158339871640137,0.736891464101492,0.944464509424745,-2.28334894176743,0.00484313354215458,0.102258703418555,0.00524113452679121,0.16615189778438,0.0152344410683032,NA,NA,NA,NA,-2.27896663103607,0.0120515327506669,0.174671921779867,0.0148040476764521,0.162574260228618,0.0379189014290539,-0.116820012590449,0.4117695506068,1.16189820769246,1.81493675196588,-2.28170598330832,0.00386954331360169,0.177096653306839,0.0159393273935645,0.152993983257704,0.00456827313119283,0.156594343478593,0.168078283616787,0.580863905621547,0.956130960225302,"Converged",NA
"seed1031-run4",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.461538461538462,0.111792393268107,0.552301255230126,-2.2835666364378,0.00358808193738465,0.178656876551283,0.00474332620147212,0.154880622215737,0.0133396322081793,0.137136629528854,0.148924448580209,-0.0229050342633832,0.769486182009091,-2.28605390131206,0.00506155804930817,0.102954846105198,0.00539983657812504,0.152824866120379,0.0132880968118772,NA,NA,NA,NA,-2.27393836618099,0.0119032483626687,0.142608957093088,0.0149076139342953,0.269779636960197,0.0588537053989406,-0.452462131508055,0.449788139347007,2.65387512976123,2.81703511041468,-2.28268863150403,0.00378640087455753,0.180231346173829,0.0142298531434408,0.155963604064918,0.00459798770095941,0.0932012934143741,0.158426854636139,-0.0766214647674262,0.790513413839115,"Converged",NA
"seed1031-run5",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.615384615384615,0.112300848580922,0.528138528138528,-2.27507788219997,0.00363582391772365,0.170446455248944,0.00470669926474648,0.131539919390828,0.0147272586369494,0.23012818437934,0.151507399758146,0.321185426494591,0.854432418410687,-2.27196318495977,0.00502622211085828,0.0946014407492258,0.00534368953385429,0.138690808701369,0.01476805821285,NA,NA,NA,NA,-2.29088889935745,0.012852652928002,0.184787414146002,0.0156458343484077,0.121954550599529,0.0368466153113812,0.162030256091882,0.418981569239513,2.91468206587026,2.78975856289038,-2.2770047074625,0.00418349987321462,0.169260598336662,0.0163496487697939,0.136952894150073,0.0045107840914425,0.312658057246156,0.164615385153641,0.119483284491838,0.898431590586764,"Converged",NA
"seed1031-run6",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.487179487179487,0.110730573550967,0.607692307692308,-2.2816233440022,0.0035770454085258,0.176335558535292,0.00487197851593836,0.154677166304126,0.0164298422220534,-0.33044636910921,0.158653684335492,1.20606593670833,0.936508115962449,-2.29125844565211,0.0053208632207556,0.090997486089419,0.00549984879306254,0.188024760231739,0.0164286671049426,NA,NA,NA,NA,-2.29431514186858,0.0129874290429247,0.174355630161618,0.0148244608310875,0.211876981419563,0.0508711273150198,-0.00589231852844358,0.440067873762286,-0.339944455839483,2.26109358912256,-2.28252432549547,0.00384227163203033,0.175618228728584,0.0176344310637106,0.156557428684763,0.0048565242196266,-0.295490123067301,0.167677067593826,1.15172010962858,0.96622306894359,"Converged",NA
"seed1031-run7",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.512820512820513,0.111774009504081,0.531120331950207,-2.28006557248679,0.00372517855238732,0.174207919077444,0.00476925690855632,0.152488995208236,0.0154155938216949,0.280536329946661,0.153766866030774,-1.08676716760315,0.810312131868009,-2.27446510102168,0.00494115584352701,0.0959343277410916,0.0052860257097935,0.11529806462469,0.015328110845521,NA,NA,NA,NA,-2.29394839535857,0.0126377650637636,0.18959468549648,0.0153770464530658,0.161715843376844,0.0400848334786625,0.589659319242719,0.470644514268566,-7.35164205574784,5.26695684031967,-2.27855762785449,0.00396696203340955,0.174145932607843,0.0172952440417925,0.14821202723439,0.00470296239192787,0.239358416597877,0.167719320947876,-1.00432264846996,0.914078484781635,"Converged",NA
"seed1031-run8",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.641025641025641,0.112151495295351,0.573913043478261,-2.28353988406322,0.00358003764171707,0.18430919519959,0.00471379640814769,0.127836556223941,0.0139531477711917,0.089672615559348,0.147433486278063,0.857344844161624,0.755517069218112,-2.28949860978558,0.00517634800519032,0.108417801283298,0.00555649633380749,0.157006826057355,0.0139146654116084,NA,NA,NA,NA,-2.28627796733389,0.0134039292313087,0.187483387471476,0.0158542589328109,0.102163776142884,0.0284828682127037,0.267578591785301,0.42891136470483,1.96556350041152,1.88441585236654,-2.28524600898225,0.00391584201155799,0.183132112001637,0.0148031581079744,0.131002671057589,0.00446916120787184,0.153831499826044,0.15564461050853,0.773906981961239,0.769010059849539,"Converged",NA
"seed1031-run9",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.358974358974359,0.111602264982935,0.556451612903226,-2.27192348644603,0.00361598716525435,0.172050226299877,0.00479174204443366,0.104505229978279,0.0147053311958976,0.0994444650070297,0.152474460911856,-0.593805439323712,0.794282816938886,-2.27003488920905,0.00499100226237347,0.0913062251206751,0.00533053851406334,0.086930990072436,0.0146757188901284,NA,NA,NA,NA,-2.26139004483893,0.0118083772309312,0.173862431450379,0.0152999891678949,0.0999031483349628,0.0520518021754496,-0.30053904409327,0.437336419557805,-2.63320151113406,2.88697746839537,-2.27006725219519,0.00404832006335578,0.172700363753214,0.0163897146676089,0.0964972759939433,0.00475006640449912,0.0303872442951191,0.163094113036218,-0.31581613316982,0.814370915749529,"Converged",NA
"seed1031-run10",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0,0.5,0.384615384615385,0.111592040497982,0.511627906976744,-2.27372532840066,0.00338381354792513,0.172369328470468,0.0048483689527163,0.151043518123301,0.013013418509886,-0.159993370506346,0.151231509323425,1.43137333367637,0.801442724873878,-2.27493545954203,0.00469457017803548,0.084748428191702,0.00511999730231421,0.189374809592085,0.01310910750756,NA,NA,NA,NA,-2.28133121617592,0.0114307389319823,0.181191961628948,0.0150928760423636,0.0886377730112919,0.0501179235243632,-0.367086151418966,0.40521434138861,-1.00611047508925,2.37880681323343,-2.27366475444143,0.0038691951163666,0.172155290012181,0.0183514300525953,0.146076789531643,0.0049502327235147,-0.167346444224297,0.161475607316498,1.69446190230059,0.853113873035097,"Converged",NA
"seed1031-run1",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.405465108108164,0.6,0.615384615384615,0.112194419319777,0.474576271186441,-2.27928893870214,0.0036608451247623,0.179494493672381,0.0047225837672593,0.139781465314145,0.0155916922453881,0.24754696240691,0.162700589019655,0.61406820380505,0.919078037384476,-2.28177475864533,0.00478174001383709,0.108342263648244,0.00514183321592629,0.157076681252096,0.0156663111507941,NA,NA,NA,NA,-2.27328764244804,0.0143045631895908,0.162941660451892,0.015356577521707,0.105445894576201,0.0687262488444648,0.363625606139053,0.474840893660145,0.98030981718748,3.19196941808005,-2.27985611553386,0.00397646526633588,0.179556986146495,0.019015749724532,0.14095994650223,0.0045285716874313,0.265737732871577,0.17142065936134,0.568294470594758,0.960332111263328,"Converged",NA
"seed1031-run2",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.405465108108164,0.6,0.538461538461538,0.112375421828176,0.460526315789474,-2.27524489479261,0.00371354997042531,0.173740712580106,0.00470619471965751,0.1222587910543,0.0184274715053067,0.255924289835927,0.167764518563744,1.6885496358389,1.09094851701588,-2.27793953787959,0.00479378275178563,0.106031436688595,0.00514418851635601,0.16561506619009,0.018387434443858,NA,NA,NA,NA,-2.28631101717694,0.0129817705773305,0.183161367545317,0.0150179941702347,0.110074076696043,0.05683155154487,-0.0800944290420667,0.44705175820027,1.91057067875783,2.56747297931902,-2.27685059033138,0.00415486075329947,0.174408078102229,0.0197455260951084,0.125148426064709,0.00448788084487105,0.30006975218935,0.179276909766971,1.58433300052427,1.11191839774221,"Converged",NA
"seed1031-run3",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.405465108108164,0.6,0.743589743589744,0.112961748673536,0.493023255813954,-2.27535211484135,0.00381151561305176,0.167307828904633,0.00468437763336161,0.138074012055628,0.0151546995469433,0.470824739174957,0.157286911552409,0.297226747369928,0.959699937703735,-2.27452652903301,0.00515468647493029,0.105618684533726,0.00537984174986569,0.142596960813681,0.0152334318688051,NA,NA,NA,NA,-2.2862051107285,0.0168752426893121,0.167050738160686,0.0173165732370452,0.195151376936031,0.064570279401093,1.17485421970741,0.493062413578408,-1.08631378908352,3.14649917192745,-2.27707052365781,0.00417813919433692,0.165685092408658,0.0173128226616252,0.139853687611773,0.00438626432331416,0.558805573243601,0.175731268467576,0.248543679507588,1.02196596496183,"Converged",NA
"seed1031-run4",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.405465108108164,0.6,0.717948717948718,0.113368503552366,0.452380952380952,-2.27591906566112,0.00381833175129196,0.173241389492624,0.00466278520788643,0.121516725307958,0.014455723151554,0.562108264024476,0.164423748229358,0.694344767425881,0.962676733405783,-2.27790242486546,0.00497952308577806,0.117268205690833,0.00525980857999355,0.13484559409202,0.0144689299316889,NA,NA,NA,NA,-2.28132100257563,0.016242837239078,0.175420893055797,0.0166730003513952,0.201278823159327,0.0642008977375564,1.03149224863259,0.499228181970602,-0.895016361287638,3.15535922481004,-2.27564698296629,0.00424577477433249,0.172905728334833,0.0168106789690333,0.121707003515687,0.00436706377012957,0.560560022106532,0.177969869480671,0.665155595435182,1.05306426414283,"Converged",NA
