"sim","N","beta0","beta1","beta2","q","eta1","eta0","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","mle_msg","sim_msg","CHECKME"
"seed1031-run1",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.4,0.113129600088168,0.657534246575342,-2.28237645134542,0.00372462619378238,0.18188110404364,0.00467371781722012,0.157429666240017,0.0154050415955989,-2.21173776623247,0.0046361152719766,0.0147485279365059,0.00502691311642631,0.183942496295697,0.0154843277393785,-2.28614637620869,0.0125648994990889,0.164752388025826,0.0152430326912278,0.179848606429354,0.0530751049399252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.458646616541353
"seed1031-run2",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.35,0.113770084051524,0.592783505154639,-2.2785784808558,0.00397213286537107,0.175245765853063,0.00467185443202623,0.117248245729538,0.0177047655428929,-2.21594584326124,0.00475655762541574,0.039541221170256,0.0050516340338585,0.136399710808328,0.0177693423835854,-2.27242854031566,0.0109269926293822,0.180205233690449,0.0157903514019083,0.0848239419758989,0.0459374733933944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.569288389513109
"seed1031-run3",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.4,0.114646699587554,0.691891891891892,-2.28131058348818,0.00399184450756352,0.174118816066868,0.0046838253798455,0.168152147492331,0.0146238256631647,-2.18895629864513,0.00495506619773252,0.00636474046202368,0.00520266354098483,0.154491605594808,0.0146988800117119,-2.2539618101034,0.0114915079747731,0.163914330733436,0.014781965384445,0.135392031896017,0.0308638011463007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.541218637992832
"seed1031-run4",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.5,0.113810807253955,0.696078431372549,-2.27623690125972,0.00380368330628279,0.170575734708861,0.00465578686301351,0.150907554382032,0.0148346128102963,-2.20131089735576,0.00486399182448971,0.0135382914151275,0.00521616845559527,0.153184384183166,0.0149050687539901,-2.25938547866435,0.014752100297231,0.152116304548193,0.015362536902314,0.0711729514649594,0.0655015832005155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.49645390070922
"seed1031-run5",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.55,0.113267118973975,0.698564593301435,-2.28288637949177,0.00389112250616808,0.178821026718584,0.00466647826495126,0.144351816029552,0.0166698670327422,-2.2002686085405,0.00507629523778562,0.00254895288626417,0.00518116813819888,0.164852385348468,0.0168119685252491,-2.25749221922464,0.0133766531742997,0.167607884624592,0.0146653393623936,0.0716030022317797,0.0556770023948676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.469090909090909
"seed1031-run6",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.55,0.113531976576132,0.691588785046729,-2.27879279273843,0.0038344717432462,0.178965953361062,0.00466954658013543,0.14496955124875,0.0142687567760131,-2.20092584636649,0.00482292334702279,0.0157949731991316,0.00513933051926701,0.11010680191177,0.0144479368597647,-2.26895258015229,0.0122593278890369,0.162682404288938,0.0150962966328119,0.129645979785908,0.033933015453781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.461818181818182
"seed1031-run7",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.5,0.113616299152598,0.627450980392157,-2.28221615434718,0.00384273906387772,0.183839467896608,0.00466309128518168,0.134059336780056,0.0155433570457778,-2.21429892878113,0.00484534505584675,0.0332677577541582,0.00515163227336518,0.13791141968149,0.0156542222668208,-2.28383138790685,0.0126523711506786,0.197431516904341,0.014676167123677,0.163926810445555,0.0437720323837713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.532846715328467
"seed1031-run8",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.45,0.113767706634258,0.648780487804878,-2.28040794984343,0.00370827225563773,0.177626518003593,0.00466629746250184,0.161242382025001,0.0145732553325236,-2.21987412666613,0.00479432742228719,0.0332350241897031,0.0052291882616649,0.193712942139604,0.0144492150701066,-2.30064809817542,0.0110207864547905,0.222467011632905,0.0156594750799893,0.105892519600043,0.0407640060314866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.526690391459075
"seed1031-run9",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.45,0.114276209003967,0.673469387755102,-2.28189195634335,0.00389356244776524,0.179095986651823,0.00465999324995501,0.162411882323847,0.0149945079481062,-2.19730329065668,0.00472999889182276,0.0118378441235135,0.00513145309173994,0.162768992265105,0.0150406091933533,-2.27832666730265,0.0118249385756468,0.177870479831209,0.0154343117035842,0.151256411033294,0.0471859209127527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.523465703971119
"seed1031-run10",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,-0.3897812,0.5,0.45,0.113355500609984,0.674757281553398,-2.2807189014434,0.0038909104834142,0.176281538766071,0.00466444828491558,0.144577961433472,0.0165849729153651,-2.19523859558431,0.00506163270471883,0.00511948920674389,0.00525443092427688,0.124773037308843,0.0166771154563061,-2.27233378176672,0.0109644530008922,0.184038783622875,0.0153578929630216,0.135311548710043,0.0334656003729138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.505338078291815
