"sim","N","beta0","beta1","beta2","q","eta1","eta0","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","mle_msg","sim_msg","CHECKME"
"seed1031-run1",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.7,0.117122593948989,0.676056338028169,-2.28069501259335,0.00443586774398846,0.174425050128882,0.0048972927423859,0.178379649282107,0.0152104891295029,-2.16666004004954,0.00453738607937159,-0.000155493307124464,0.00492722978284775,0.181650985844615,0.0152153676074243,-2.27008922876435,0.0155547321776493,0.163915179543728,0.0158330130621971,0.150509671891882,0.0463836324013868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.639097744360902
"seed1031-run2",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.6,0.118223972853773,0.645454545454546,-2.28426497094113,0.00488597687080497,0.182539704771764,0.00531407401962167,0.131320709122027,0.017199066680053,-2.16950916724486,0.00459492330308631,0.0202585338151555,0.0049391578107347,0.18215482294228,0.0172026741662635,-2.27294045457853,0.0140317507475247,0.176915095995212,0.0161949196784342,0.124176344972859,0.0563135326623941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.735074626865672
"seed1031-run3",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.6,0.118085439358992,0.558333333333333,-2.27849481924786,0.00474578729991218,0.17501659867372,0.00513766194556202,0.147070862904949,0.0142572133011471,-2.17971657581015,0.0048021036201689,0.0356539787841026,0.00512391071236515,0.146540214419551,0.0142770320210911,-2.25996159855365,0.0128080836315142,0.156065089477074,0.0148478178042237,0.169914936546141,0.0322834923293314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.760714285714286
"seed1031-run4",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.65,0.118024827666198,0.672131147540984,-2.28175011771935,0.00467125920414999,0.180167230684597,0.00511718165468487,0.149092326822282,0.0146019441952903,-2.16515885818261,0.00493876191010373,0.0122724964600458,0.00514636665185076,0.165819044532842,0.0148582961247889,-2.27439814538031,0.0176551550164894,0.173447018670463,0.017641211665334,0.174927341756906,0.0339376808168891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.705035971223022
"seed1031-run5",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.7,0.117556434118442,0.637795275590551,-2.2822976629703,0.00467961464255402,0.177548259444463,0.00506015614844934,0.149234025684422,0.0162498380984309,-2.18150239802452,0.00486688861912386,0.0272421439548797,0.00508498255306965,0.173462016946391,0.0163060900755738,-2.31976604492499,0.0162060807349121,0.215660201023335,0.0164284640401918,0.24479510458906,0.0725021510408531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.707581227436823
"seed1031-run6",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.55,0.117726170870717,0.636363636363636,-2.27551128648066,0.00448461120936985,0.173451654824203,0.00499390463738462,0.145258457711753,0.013830641849713,-2.1715174292726,0.00464247776597665,0.0167996697689429,0.00500443874338182,0.165176625792799,0.0139283208192263,-2.28152635680196,0.0123105695246392,0.165880675624368,0.0148133077463101,0.195886667441665,0.0332559095637033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.691176470588235
"seed1031-run7",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.75,0.118084910782134,0.692307692307692,-2.27294368488987,0.00477080852424726,0.16557369027799,0.00516701763432066,0.154731574861877,0.0153669391368607,-2.15983716393793,0.00455023094442732,0.00752806964310275,0.00505135745260709,0.156709052927018,0.0152524977477129,-2.27661814750264,0.0174600391911048,0.176439419593474,0.0179077462489331,0.160794196018689,0.0770528743207009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.707581227436823
"seed1031-run8",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.65,0.118436992705268,0.675438596491228,-2.2743314367096,0.00470250559657175,0.17165724021803,0.00524016494125875,0.142613961075606,0.014239152368706,-2.16101045296914,0.00478139728638328,0.00893128060968287,0.00510466035640013,0.185340472709718,0.0142832674966533,-2.28189724515564,0.0134199329480659,0.156875112888292,0.0157340762012422,0.235639421451066,0.0600377276908763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.725
"seed1031-run9",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.75,0.118419697121436,0.608695652173913,-2.27678503708073,0.00480403711725896,0.175828476101331,0.00520344577546981,0.133550103080511,0.0148449366729542,-2.16659304335419,0.00466035909101014,0.0219187483659496,0.00505173061592937,0.144393384683822,0.0148237640121443,-2.28204175504146,0.0173061780687024,0.184213941084082,0.017530714838607,0.136681924237675,0.0448257106598228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.747292418772563
"seed1031-run10",390,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.457516660387203,0.7,0.6,0.118155539900529,0.672566371681416,-2.27631789177045,0.00478583283590663,0.170086423458672,0.00524127925409637,0.146701493015727,0.0159766420220682,-2.15551163052942,0.00494743358895095,-0.00149982309783765,0.00513737168127092,0.181603176919237,0.01616907371136,-2.25760581239741,0.0143587022535919,0.158392802822348,0.016101528188704,0.138629873452238,0.032058394292913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.729537366548043
