"sim","N","beta0","beta1","beta2","q","eta1","eta0","ppv","queried_ppv","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta2_gs","se_beta2_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta2_n","se_beta2_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta2_cc","se_beta2_cc","beta0_mle","se_beta0_mle","beta1_mle","se_beta2_mle","beta2_mle","se_beta1_mle","eta0_mle","se_eta0_mle","eta1_mle","se_eta1_mle","mle_msg","sim_msg","CHECKME"
"seed1031-run1",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.818181818181818,0.119993183243986,0.650306748466258,-2.27495098033115,0.00229574383899814,0.173492152986759,0.00241282984215527,0.140866661252942,0.00615931999430233,-2.14941007089893,0.00204419977055323,0.0154819478978187,0.0021441147833506,0.14701065229798,0.00619823100345543,-2.27257961643436,0.00659723798810909,0.167418630638911,0.00733186674411908,0.166680686359667,0.0186427277070087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.799369085173502
"seed1031-run2",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.772727272727273,0.119993722845083,0.637130801687764,-2.27763114441706,0.00232550090619113,0.175946389459858,0.0024447921776168,0.144425407877834,0.00641219459608155,-2.14666913748805,0.00196760589200166,0.0126085941428568,0.00210158628867737,0.150396638781211,0.00643635737954075,-2.27635675442461,0.00697487909570623,0.175830126018193,0.00752067245516947,0.126324305152283,0.0205906149040203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.805161290322581
"seed1031-run3",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.845454545454545,0.120363099318688,0.609699769053118,-2.28146483309107,0.00240405097971806,0.180168170316995,0.00253672231155512,0.142818434216042,0.00591843397525348,-2.14743473351841,0.00197622329806249,0.0158465078254391,0.00211336130382806,0.158516065082535,0.00595767214241491,-2.2780074531005,0.00712746325670833,0.177108793742665,0.00771694290542934,0.126147693638515,0.0224450603181175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.830985915492958
"seed1031-run4",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.772727272727273,0.119976057451007,0.635983263598326,-2.27532315966494,0.00232776627515182,0.172202155919656,0.00243434065739498,0.146895947476729,0.00635208987330316,-2.14742810882771,0.00195504412910077,0.0134194673606876,0.00210420447904695,0.14552068747564,0.00637095038017227,-2.25912971817735,0.0070588135307942,0.154112528458211,0.00719873000065159,0.131631518001169,0.0217918328665099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.804878048780488
"seed1031-run5",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.809090909090909,0.119904573259248,0.62217659137577,-2.27448289108146,0.00227468142241517,0.170965304096002,0.00241764573342849,0.140916832739518,0.00567431819411393,-2.15226802386907,0.0019390034532005,0.0164877050387469,0.00210008488698446,0.154370177999869,0.00567324241731728,-2.2825583257281,0.00626252455627119,0.176093685880669,0.00695836674253631,0.171604805450579,0.0153960585321559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.804642166344294
"seed1031-run6",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.845454545454545,0.120039917961652,0.618069815195072,-2.27820915490285,0.00228353056546247,0.176718794862088,0.00242277240610849,0.142027159157508,0.00593636554475976,-2.15213814892204,0.00194938711235874,0.016527163689809,0.00209124226139905,0.162290916558771,0.00594153734192122,-2.27371987969466,0.00771585978835676,0.175191940720236,0.00799757811482078,0.139090888116685,0.0160908924646236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.804545454545455
"seed1031-run7",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.818181818181818,0.119874311201733,0.668817204301075,-2.27903109424624,0.00233193504456957,0.176110727183344,0.00246728691691561,0.135548331223776,0.00594281263205866,-2.14532240567431,0.0020086182090761,0.0087452538635647,0.0021426501032628,0.147038181788838,0.00594383473950447,-2.27341555148795,0.00745743887372268,0.164371921126671,0.00789091195744704,0.134071405188853,0.0174869117417853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.804525455688246
"seed1031-run8",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.754545454545455,0.119725806615951,0.619238476953908,-2.27710788913301,0.00227620895385983,0.175887716143084,0.00239863915804119,0.136947732632132,0.00635243162268073,-2.14429009405708,0.00194209127097413,0.00809523449825497,0.00208334171514932,0.138509703805296,0.00636109132308309,-2.28211728403965,0.00720476400895561,0.185362730698527,0.00758115308263489,0.136788323767968,0.0200482013201414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.797774869109948
"seed1031-run9",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.781818181818182,0.120212638530944,0.642857142857143,-2.27451685362046,0.00231540742422519,0.173812336886746,0.00243618614102683,0.135545160911884,0.00560342463698451,-2.14517165635996,0.00202860165113738,0.0125582489338368,0.00213798833121119,0.138006887768363,0.00566474637086656,-2.27601421209837,0.00702076377335586,0.174673112505948,0.00755309307456552,0.1363498637985,0.0177505109194506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.806206459784674
"seed1031-run10",2200,-2.2778541,0.1764544,0.1413503,0.1,0.3897812,0.996513161119891,0.8,0.8,0.120249317476537,0.656387665198238,-2.27614894640284,0.0023347201566118,0.174339446923196,0.00248942648023795,0.149306264929874,0.00608290277203293,-2.14524601669593,0.00196781698780047,0.0100323038124847,0.00213309040502772,0.172583960270853,0.00608660354366234,-2.26658057694607,0.00672844091562053,0.165226236666036,0.00731918751737352,0.131312693881319,0.0185961839816348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0.81269641734758
