"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle"
"11422-1",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.111963919956447,0.26648160999306,-2.2453576615581,0.00125442240993439,0.153840191667225,0.00203331929168617,-2.24529778100031,0.00146451305803233,0.10466324998716,0.00198274877689759,-2.24862571090471,0.00386870991496189,0.154474883719023,0.00660518026104076,-2.24577540069332,NA,0.152955402465109,NA
"11422-2",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.111328739110317,0.239389920424403,-2.24797209035803,0.00122756834793645,0.158751155361878,0.00207579818531195,-2.24843612530546,0.00140799503854158,0.108013593708601,0.00197994564508442,-2.24624838001755,0.00382532839087058,0.158010898723182,0.0066636906729977,-2.2483987172482,NA,0.15837525022374,NA
"11422-3",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.111236031067778,0.263469119579501,-2.24695889358884,0.00122152267138907,0.156409509534388,0.00208689936674103,-2.2462108505068,0.0014229973364552,0.099638505568485,0.00198177073689807,-2.24490350696704,0.00385795555714154,0.151522994658748,0.00659882501924661,-2.24692097887475,NA,0.155870350616008,NA
"11422-4",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.111873297286422,0.232764505119454,-2.24511677145668,0.00124419554027852,0.155551124399989,0.00204644318593878,-2.24418274992715,0.00141963943159754,0.107047916760261,0.00197665098828179,-2.24146145818898,0.0039776906751083,0.160344328062283,0.00638789063605208,-2.24498762809542,NA,0.156453750700549,NA
"11422-5",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.11186360809798,0.278428669882839,-2.24616883096145,0.0012503718336093,0.155498682008402,0.00203875130230242,-2.24530363016066,0.00147135164050476,0.10213800120181,0.00198493993864677,-2.24548083196126,0.00419155428627461,0.150125542988066,0.00624700873823246,-2.24613736296121,NA,0.155622690550025,NA
"11422-6",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.112082171876059,0.254684247050659,-2.24585665128828,0.00125476896600552,0.157859374483849,0.00203140117762076,-2.24637733561145,0.00145371829708111,0.110078000053912,0.00197966318666933,-2.24634152642703,0.00388819533165171,0.165257685366307,0.00653333587577124,-2.24551661886969,NA,0.157774738401867,NA
"11422-7",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.11171878231751,0.242718446601942,-2.24580045259097,0.00125445099780956,0.149411332679293,0.00203773270697126,-2.24597157194152,0.00144158336315412,0.104908084017133,0.00198064538972361,-2.25051688202009,0.00385959331707135,0.155643325724195,0.00663574626454248,-2.24574659558855,NA,0.149642422925019,NA
"11422-8",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.111778107210872,0.267211997273347,-2.24328510268425,0.0012420689334143,0.148737932507716,0.00205027434548438,-2.24303634000842,0.00145068640685008,0.0989305509482588,0.0019815419386109,-2.24018235944246,0.00386347971948808,0.148630016016674,0.00657241301702648,-2.24273433143507,NA,0.148780011743456,NA
"11422-9",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.111857861576076,0.26512576478586,-2.24507462825714,0.00124118935396277,0.15631659620063,0.00205011132822527,-2.24459025785617,0.00144751259891708,0.103612057933444,0.0019803797214611,-2.24337449754734,0.00399523912785002,0.161427766229121,0.0063752760276129,-2.24453897688909,NA,0.157079975559841,NA
"11422-10",2200,-2.245641,0.1549768,-0.35,0.8,0.1,0.111327147784785,0.283991962491628,-2.24639605580594,0.00123336968874714,0.151194105827464,0.00206899340086178,-2.24594523266429,0.00145726418685908,0.0963438704933551,0.00198634374063061,-2.24569718867732,0.00391156471537474,0.152248387630931,0.00650561089821483,-2.24644924908995,NA,0.151796035349701,NA
