"sim","N","beta0","beta1","q","avg_prev","fpr","ppv","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-1",390,-2.245641,0.1549768,0.1,0.111467374632529,0.29520295202952,0.597989949748744,-2.24383597522519,0.00289231148522148,0.154669311916527,0.00496621096722448,-2.24290571240865,0.00344248756275625,0.0936989980861595,0.00471294331533864,-2.25005710122885,0.00919989776553049,0.156257665934903,0.0157348064521252,-2.24401777404592,0.0029945811515263,0.154427315629843,0.00527910425595111,0.601302952992273
"11422-2",390,-2.245641,0.1549768,0.1,0.110261788182906,0.295373665480427,0.567708333333333,-2.24848332176395,0.00284746543005282,0.147905503599484,0.00511050934373529,-2.25043048491917,0.00339525660490536,0.0904657592552517,0.00473115383851769,-2.2600365031131,0.00890164530600614,0.152060682358352,0.0166581665559736,-2.24771491025244,0.00288153877302412,0.147984400115236,0.00575495785255001,0.557443052937395
"11422-3",390,-2.245641,0.1549768,0.1,0.111144994387808,0.284644194756554,0.618090452261307,-2.24910991277424,0.00291932418193322,0.156968294468891,0.00492965945436261,-2.25107551550578,0.00345609125431275,0.1035749485733,0.00471748134353896,-2.24535534077448,0.00899150830928201,0.159082418817965,0.0160544181639843,-2.25037109234915,0.00312826211773687,0.155595036098949,0.00474836838902117,0.639334705481659
"11422-4",390,-2.245641,0.1549768,0.1,0.111304972513417,0.285714285714286,0.6,-2.2427298701139,0.00287772379171759,0.149720518890697,0.00499248744954735,-2.24301219017996,0.00340530150180927,0.0930247364889946,0.00470815507361026,-2.23210091211666,0.00911693856419536,0.145142861610111,0.0155955426066116,-2.24316915383774,0.00295392394754687,0.147890767318002,0.00554833517768926,0.613531889233407
"11422-5",390,-2.245641,0.1549768,0.1,0.110501575767677,0.348754448398576,0.526570048309179,-2.24707577053944,0.00284469891672868,0.150206924913401,0.00509603378334513,-2.24973131684278,0.00352890042886918,0.0868950124164871,0.00474686216645442,-2.26195773528282,0.00909316131602768,0.147471372659586,0.0162011401126909,-2.24943247127926,0.0029644674871019,0.148746268612552,0.00531054930359505,0.56132237882512
"11422-6",390,-2.245641,0.1549768,0.1,0.111052502164729,0.259927797833935,0.610810810810811,-2.24433119109841,0.00286047108810301,0.15211428771068,0.00504212960089503,-2.24463502845055,0.00332502980823152,0.0962453617814127,0.00471123065788586,-2.24528449737412,0.00916082474406002,0.169866542109849,0.0156122258094048,-2.2453017970947,0.00297339310830431,0.152657086992546,0.00538135014296755,0.621492884897929
"11422-7",390,-2.245641,0.1549768,0.1,0.111525001940922,0.292592592592593,0.603015075376884,-2.2422022882613,0.00289406733717419,0.150312390337436,0.00495969594113268,-2.24015369118082,0.00343662805407582,0.0894906396466012,0.00471037723648744,-2.235976746309,0.00947877715669421,0.141122966512966,0.0151272095134695,-2.24108075258638,0.00292306785167656,0.151947032482939,0.00536130835081332,0.582153805197238
"11422-8",390,-2.245641,0.1549768,0.1,0.112079233349028,0.268199233716475,0.648241206030151,-2.2444611280636,0.00294598330568342,0.160198328433029,0.00486402489554805,-2.24588791733499,0.0034471887244082,0.109279230385876,0.00470162460321597,-2.24529845437028,0.00973492392292056,0.173241738694231,0.0149054847070682,-2.2444405092498,0.00305027958623863,0.158613773557962,0.0049872300497203,0.655225555999844
"11422-9",390,-2.245641,0.1549768,0.1,0.111269643682556,0.251824817518248,0.627027027027027,-2.24694153818496,0.0028790593550155,0.162453145258396,0.00499392340287111,-2.24590448541411,0.00332655686512014,0.102829201296511,0.00470488265123103,-2.24973907580215,0.00919056693128311,0.156776099788223,0.015678292591376,-2.2471453164653,0.00298033318611299,0.161801141733622,0.00494325111748725,0.632167655382983
"11422-10",390,-2.245641,0.1549768,0.1,0.110404310070067,0.316176470588235,0.57843137254902,-2.25250279159823,0.00289923198670466,0.153303267477954,0.00499945145908856,-2.25104349341728,0.0035049110384978,0.0888490791636631,0.00474388732212024,-2.24996666826574,0.00972570987102872,0.153158788980068,0.0150188241097906,-2.25193835046287,0.00296209408409176,0.15263736973128,0.00512724877152207,0.574281498452742
