"sim","N","beta0","beta1","q","avg_prev","fpr","ppv","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-1",2200,-2.245641,0.1549768,0.5,0.111101371973293,0.305591677503251,0.584805653710247,-2.24688357537789,0.00121509515943835,0.156103387404651,0.00210117670340938,-2.24688891679164,0.00145833920434224,0.094156818179925,0.00198834865566908,-2.24475363873388,0.00172335121638975,0.153737961909452,0.00295746128208916,-2.24689757339763,0.00122273854704106,0.155669162026146,0.0021129009257141,0.586735987353179
"11422-2",2200,-2.245641,0.1549768,0.5,0.111025811184553,0.283300844704353,0.602552415679125,-2.24776107855472,0.0012152754937232,0.156907028662892,0.00210113308391966,-2.24724963781593,0.00143538177482041,0.0964677203156511,0.00198483970901017,-2.24714573944389,0.00174242158465972,0.158388274672183,0.00292232294575589,-2.24772068702497,0.00122006793621731,0.157154546281453,0.00210921820506097,0.601135793374738
"11422-3",2200,-2.245641,0.1549768,0.5,0.110872135610038,0.304320203303685,0.566515837104072,-2.24805645660957,0.00120179944127076,0.161460521973934,0.0021291649445211,-2.24842509749653,0.00144124796378041,0.0953462907527051,0.00198682541148668,-2.24720397122866,0.00169646521806429,0.159768349787026,0.0030162858805952,-2.24800966668031,0.00120786023454814,0.160978120887301,0.00213797444699298,0.567777780624537
"11422-4",2200,-2.245641,0.1549768,0.5,0.111290065078906,0.269779507133593,0.612662942271881,-2.24446228333486,0.00121148467216418,0.154700205905519,0.00210145243433962,-2.24341477160332,0.00141697040742878,0.0955164066664139,0.00198036592861501,-2.24363234001729,0.00169419945545491,0.154252217754563,0.00301392852520609,-2.2443989608511,0.00122077661786324,0.154660498882639,0.00210587150724198,0.611958740749913
"11422-5",2200,-2.245641,0.1549768,0.5,0.110994717591849,0.295219638242894,0.587917042380523,-2.24743203165879,0.00121174167321978,0.156983716775667,0.00210909375066682,-2.24889507659894,0.00144456448995875,0.0979992790076575,0.00198683390731135,-2.24745358393828,0.00171801978641382,0.15313166855783,0.00297680551856614,-2.24789633404789,0.00121774116059607,0.156961029255267,0.00212006059152283,0.593683276123137
"11422-6",2200,-2.245641,0.1549768,0.5,0.110917644042593,0.293026231605886,0.581735159817352,-2.24663716145507,0.00120553738073693,0.155861779282871,0.00212172322254332,-2.24728102182791,0.00143425030999481,0.0948664132748298,0.00198591896565655,-2.24529862877087,0.00168003112022176,0.154887200228934,0.0030590047563381,-2.24657273689531,0.00121345905674692,0.155578102786542,0.00213746608279521,0.582095543567782
"11422-7",2200,-2.245641,0.1549768,0.5,0.111272525635956,0.294583883751651,0.606007067137809,-2.24639960120819,0.00122432370856442,0.154091244538898,0.0020826214630712,-2.2451946873307,0.00145723480463195,0.0938641747822789,0.00198659853789478,-2.24382056016641,0.0017395297810393,0.152243553258669,0.00292483185934061,-2.24634902217854,0.00123378708613605,0.154041796935518,0.00208223197717691,0.605537231839328
"11422-8",2200,-2.245641,0.1549768,0.5,0.11118984104133,0.299350649350649,0.588760035682426,-2.24588195072271,0.00121350066070156,0.155870848260718,0.00210100803306609,-2.24620347880743,0.00144994653864408,0.0952685934341412,0.00198562781175497,-2.24598178873166,0.00172171054622576,0.154528482952643,0.00296203373105873,-2.24625728054279,0.00122499976123591,0.155305417202403,0.00210285466944803,0.595602076340367
"11422-9",2200,-2.245641,0.1549768,0.5,0.111442415816883,0.280936454849498,0.626666666666667,-2.24716230427028,0.00123238305569021,0.15659198760695,0.00206737764547763,-2.24826936042853,0.00145414086213243,0.103001177937037,0.00198439906695517,-2.24458581034341,0.001745612254678,0.151791822169976,0.00291514785774107,-2.24703461835561,0.00123666171949461,0.156746641636024,0.00207261113718155,0.624416265415773
"11422-10",2200,-2.245641,0.1549768,0.5,0.110973601727934,0.288804071246819,0.580406654343808,-2.24604135858524,0.00120129636386672,0.157701567215853,0.00212736856441417,-2.24705494222078,0.00142561656373689,0.0964742542034163,0.00198393154638584,-2.24594598264704,0.00168498936342186,0.156369300212909,0.00304569591632235,-2.2462848030995,0.0012126265109798,0.157608630208075,0.00213174965398955,0.583851236867823
