"sim","N","beta0","beta1","q","avg_prev","fpr","ppv","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-1",2200,-2.245641,0.1549768,0.75,0.111101371973293,0.305591677503251,0.584805653710247,-2.24688357537789,0.00121509515943835,0.156103387404651,0.00210117670340938,-2.24688891679164,0.00145833920434224,0.094156818179925,0.00198834865566908,-2.24571966218945,0.00139549121929819,0.154733683550395,0.00244133620609295,-2.24678910980106,0.00121102146163827,0.156091617692009,0.00209542340914645,0.583691185341831
"11422-2",2200,-2.245641,0.1549768,0.75,0.111108453146785,0.280678851174935,0.608378870673953,-2.24724463040494,0.00121772566374721,0.156052582344847,0.00209622008044147,-2.24679694888004,0.0014353965544867,0.0969343917223343,0.0019844983654761,-2.24571516780733,0.00140009986766302,0.156249574389751,0.00242856359670818,-2.24697263556947,0.00121140709023008,0.157176002772823,0.00209261140169027,0.600363962341101
"11422-3",2200,-2.245641,0.1549768,0.75,0.111444433054145,0.303251493032515,0.602608695652174,-2.24584434468649,0.00122655044218267,0.155399420557892,0.00207547639375987,-2.24556782637142,0.00146887346603941,0.0960043164927905,0.00198741277327855,-2.24608765654958,0.00141019983741197,0.156686195311005,0.00240863277686785,-2.24574692410579,0.00122170904632095,0.155804779145357,0.00207051553173914,0.599715596479884
"11422-4",2200,-2.245641,0.1549768,0.75,0.111161599070122,0.278350515463918,0.6,-2.24482852675749,0.00120782771443984,0.15455228874343,0.00211034321655336,-2.24584792220258,0.00142236239789861,0.0975563152804959,0.00198178480581508,-2.24423735126878,0.00139659443898151,0.154877190204557,0.00243043199965705,-2.24476131101193,0.00120059799425758,0.154711832349165,0.00211522842753397,0.598494981132927
"11422-5",2200,-2.245641,0.1549768,0.75,0.111093722288384,0.284963887065003,0.609360936093609,-2.24733822716567,0.00122151902807859,0.154004581550732,0.00209040000038618,-2.24832168312595,0.001445253728735,0.098492517270512,0.00198600846963647,-2.24767591043034,0.00141153793602527,0.154239294974994,0.00241251588178436,-2.24710684742335,0.00121196361958248,0.154349534206328,0.00209169664491007,0.605034760541959
"11422-6",2200,-2.245641,0.1549768,0.75,0.111309995075917,0.273202614379085,0.615808823529412,-2.2457871506379,0.00121809691167591,0.156610415664098,0.00209184437629985,-2.24594114343845,0.00142853599195156,0.0997181644795657,0.00198204763451415,-2.24637287369778,0.00141087333263696,0.158244613312747,0.00240728331998026,-2.24582063820165,0.00121483458196785,0.156273590117047,0.0020840235813887,0.617728018291957
"11422-7",2200,-2.245641,0.1549768,0.75,0.111410864582289,0.279084967320261,0.610756608933455,-2.24531801847362,0.00121775364731368,0.157921829361025,0.00209032898924978,-2.24480752924741,0.00143382577605207,0.0984740548559484,0.0019817245960043,-2.24622532047299,0.0014098563474986,0.157269360056829,0.00240867320359643,-2.2453625618843,0.00121319266652942,0.157882447898743,0.00207779450186256,0.611467700246479
"11422-8",2200,-2.245641,0.1549768,0.75,0.111086169642756,0.285064935064935,0.600545950864422,-2.24611229945879,0.00121392536542029,0.153769737756181,0.00210247203162261,-2.24466173355003,0.0014344791692575,0.0924165943394152,0.00198430551164903,-2.24749510468188,0.00141472820333679,0.155092481615472,0.00240533166459587,-2.24607091308477,0.00120531783919747,0.154075368186172,0.00210265658226209,0.598728025992171
"11422-9",2200,-2.245641,0.1549768,0.75,0.110886475738114,0.308375634517767,0.562162162162162,-2.2451887211559,0.00119989111639894,0.153354840267292,0.00213398366348132,-2.24651216225996,0.00144379486450048,0.0916500392214254,0.0019875429093068,-2.24666887258067,0.00138123081301404,0.155825341558733,0.00247759346711121,-2.24544203232091,0.00119717151805888,0.153123593560633,0.00213570106757316,0.566278943968052
"11422-10",2200,-2.245641,0.1549768,0.75,0.11117715743419,0.290720311486048,0.595302619692864,-2.24459655155005,0.00121256986976834,0.151831186858297,0.00210338704377535,-2.24538917642246,0.00144012359327869,0.0946667936287549,0.00198442137397996,-2.24473900339252,0.0014037105447033,0.151532679689652,0.00242169431597535,-2.24455618546089,0.00120640139385195,0.152190383457685,0.00209982205081152,0.593309947764278
