"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle"
"11422-1",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.111404398866349,0.368217054263566,-2.24713468073,0.00296763246669263,0.147958841452198,0.0048632413831176,-2.24845822773614,0.00373394223237075,0.0909449643057627,0.00480630964477426,-2.24148057051925,0.00604463776783014,0.128641425745585,0.0095668688141294,-2.24715043702528,0.00195623226827182,0.150453955161959,0.00184342109420436
"11422-2",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.112615103805109,0.326530612244898,-2.24431322310913,0.00304228240579181,0.155210075741571,0.00475616055410672,-2.24309204975408,0.00370288965577715,0.100852019445045,0.0047757659987497,-2.24207769992951,0.00630403520494726,0.160943792294879,0.00931615837908228,-2.24371073239945,0.00199105269020594,0.155691928048214,0.00189542712354546
"11422-3",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.111391193568701,0.305343511450382,-2.24819689576884,0.00294576613916199,0.154680090160067,0.00488905566249679,-2.2437832118506,0.00352613518636701,0.0900510438739384,0.00473122467957045,-2.24672542283879,0.00565278418007615,0.147089145465569,0.0102187543904919,-2.24648675746651,0.00186909004498269,0.155414287783197,0.00175338857785651
"11422-4",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.112027394567954,0.285714285714286,-2.24982154058885,0.00300659603402256,0.163171272465819,0.00480496789301721,-2.24623739763348,0.00354975936779564,0.103821011002098,0.00472882203485298,-2.25392374705762,0.00603681427245983,0.161189041894034,0.0096006271458215,-2.25003391074343,0.00200441898352511,0.161932545456438,0.00190375330696317
"11422-5",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.112199267279818,0.286290322580645,-2.24680328680033,0.00302465525031674,0.155267204667937,0.0047776751368451,-2.24925275817853,0.00358519569375603,0.110397308536256,0.00473412900167997,-2.2520010146249,0.00587909662700247,0.157783872974145,0.00976796889847758,-2.24828880207865,0.00193639546101387,0.154154489808081,0.00183163581530908
"11422-6",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.111086162275506,0.284615384615385,-2.24987854362882,0.00295978395822598,0.149611917019478,0.0048867621099634,-2.24726262146255,0.00349601109817296,0.0929711261813651,0.00473048647731901,-2.25437296917325,0.00607445418850513,0.138655488787408,0.00962111395247298,-2.25046283464754,0.00195972288864724,0.148249463033215,0.00184730773945985
"11422-7",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.111499260949971,0.297397769516729,-2.24653373524917,0.00290392231161932,0.161178612235277,0.00493889301266799,-2.24939869220181,0.00347081955744235,0.105313493739932,0.00471450953891168,-2.23956841581672,0.00570869371119961,0.149155166289513,0.00997502750081263,-2.24591626984609,0.00187816994376026,0.160787871369725,0.00175957484480599
"11422-8",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.110874781500795,0.305755395683453,-2.24537278330393,0.00285504525967804,0.15195941908048,0.0050524119040879,-2.24358741275181,0.00342359276302724,0.0858207479991505,0.00471769515724651,-2.24951361796877,0.00570534834066679,0.161612479218909,0.0100771911213174,-2.24527057453078,0.00184471707004616,0.151859752529629,0.00171767161135424
"11422-9",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.111881253647698,0.26865671641791,-2.24077194944733,0.00290399556336804,0.153225521824502,0.00492913582289171,-2.23878023352252,0.00339418094414291,0.0952137215246747,0.00469756615104695,-2.25088093302132,0.00602507812176424,0.171432518701842,0.00955420628215696,-2.2412905394238,0.00191642942535103,0.152990180903386,0.00180182363144925
"11422-10",390,-2.245641,0.1549768,-0.7,0.8,0.25,0.11155634061422,0.240458015267176,-2.24607207692243,0.00294320040193176,0.152827431989992,0.00488410163137572,-2.24489320247544,0.00337452805643946,0.102760102105171,0.00469982927822456,-2.24700297625168,0.00600624861307164,0.148138520110248,0.00958500571468797,-2.24619186721236,0.00194021145070431,0.152104706028336,0.00182704979094433
